panel	gene_id	primary_interaction_log2fc	primary_q	mapping_qc	salmon_interaction_log2fc	salmon_q	edgeR_interaction_log2fc	edgeR_q	cpm_filter_log2fc	cpm_filter_q	observed_mapping_sensitivity_status	loo_sign_agreement_count	loo_q_below_threshold_count	salmon_sign_agreement	salmon_absolute_lfc_difference	edgeR_sign_agreement	cpm_filter_sign_agreement	quantification_pass	statistical_method_pass	filter_pass	leave_one_out_pass	internal_robustness_status
A_D_gene_robustness	LITCHI031010	-1.99719086698081	0.0010156123433396	PASS	-2.15113102678632	0.00068140815648874	-1.97864053618314	0.13410714964574	-1.99757997492292	0.000987483471247181	PASS_NO_SEVERE_OBSERVED_BIAS	12	12	TRUE	0.153940159805505	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	FAIL
A_D_gene_robustness	LITCHI019857	1.03246151283045	0.0011709136879456	PASS	0.98555080137563	0.0106663963478618	1.04351877549082	0.110076993473561	1.03216417608834	0.000994441128965102	PASS_NO_SEVERE_OBSERVED_BIAS	12	12	TRUE	0.0469107114548201	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	FAIL
A_D_gene_robustness	LITCHI006337	-1.42715758717594	0.00127886488498145	PASS	NA	NA	-1.41068488159811	0.110076993473561	-1.42764888765616	0.00117965743728024	PASS_NO_SEVERE_OBSERVED_BIAS	12	12	FALSE	NA	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	FAIL
A_D_gene_robustness	LITCHI025608	-1.09304877967237	0.00127886488498145	PASS	-1.19449422226639	0.000492244732794464	-1.07902953520032	0.112923119395786	-1.09332056696284	0.00114824947069823	PASS_NO_SEVERE_OBSERVED_BIAS	12	12	TRUE	0.101445442594018	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	FAIL
A_D_gene_robustness	LITCHI017733	1.33483169311659	0.00130850272308789	PASS	1.27324917432009	0.00437339239008967	1.34496600753187	0.110076993473561	1.33466656648505	0.00118663336720603	PASS_NO_SEVERE_OBSERVED_BIAS	12	12	TRUE	0.0615825187965042	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	FAIL
A_D_gene_robustness	LITCHI015464	1.2669359040326	0.00133200908602764	PASS	1.23336184040608	0.00389147468697647	1.27790790458613	0.110076993473561	1.26685000754206	0.00120447121298073	PASS_NO_SEVERE_OBSERVED_BIAS	12	12	TRUE	0.0335740636265192	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	FAIL
A_D_gene_robustness	LITCHI028928	0.996114849840184	0.00133200908602764	PASS	1.00071788240179	0.00110029191674904	1.00794186478104	0.108166516959695	0.995848570068446	0.00118663336720603	PASS_NO_SEVERE_OBSERVED_BIAS	12	12	TRUE	0.00460303256160444	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	FAIL
A_D_gene_robustness	LITCHI030441	0.598066185040018	0.00161171491783075	PASS	0.619379984035982	0.000623273702675442	0.611180621754238	0.110076993473561	0.597798947287904	0.00121087897387693	PASS_NO_SEVERE_OBSERVED_BIAS	12	12	TRUE	0.0213137989959635	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	FAIL
A_D_gene_robustness	LITCHI018512	1.65757689760108	0.00194437627616045	PASS	1.60080909344328	0.00406921191400914	1.66666085537075	0.110076993473561	1.65720560136977	0.00175380083238885	PASS_NO_SEVERE_OBSERVED_BIAS	12	12	TRUE	0.056767804157803	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	FAIL
A_D_gene_robustness	LITCHI024578	-2.70143238765074	0.0020905206019595	PASS	-2.72541970496169	0.00201764793801905	-2.67629265299017	0.152490390745238	-2.70221592448049	0.00202612823760778	PASS_NO_SEVERE_OBSERVED_BIAS	12	12	TRUE	0.0239873173109526	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	FAIL
A_D_gene_robustness	LITCHI011520	0.837288768501431	0.00213738619957588	PASS	0.841158058144786	0.0012791723670281	0.849771352008655	0.151354443344211	0.837047248423363	0.0018508658273142	PASS_NO_SEVERE_OBSERVED_BIAS	12	12	TRUE	0.00386928964335476	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	FAIL
A_D_gene_robustness	LITCHI019664	-0.598464438355614	0.00214069203913304	PASS	-0.575140683376697	0.00387896347805308	-0.584516441607064	0.13410714964574	-0.598773978669148	0.00174705870822197	PASS_NO_SEVERE_OBSERVED_BIAS	12	12	TRUE	0.0233237549789173	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	FAIL
A_D_gene_robustness	LITCHI011959	-0.680445151877315	0.00219224035127749	PASS	-0.509566153854938	0.22005146982032	-0.667115064429844	0.13410714964574	-0.680730144547764	0.00175380083238885	PASS_NO_SEVERE_OBSERVED_BIAS	12	12	TRUE	0.170878998022377	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	FAIL
A_D_gene_robustness	LITCHI023124	2.54975817056461	0.00235540979476043	PASS	2.44847290726734	0.00518825519343297	2.56600297203265	0.197068282252123	2.54915558989959	0.00233193350709599	PASS_NO_SEVERE_OBSERVED_BIAS	12	12	TRUE	0.101285263297266	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	FAIL
A_D_gene_robustness	LITCHI029534	1.47658737766418	0.00237829105595826	PASS	1.54794765431254	0.00252845704594512	1.4878094341391	0.13410714964574	1.47641973003397	0.00233193350709599	PASS_NO_SEVERE_OBSERVED_BIAS	12	12	TRUE	0.0713602766483592	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	FAIL
A_D_gene_robustness	LITCHI018384	-1.55878636749034	0.00263079112061048	PASS	-1.61793128750089	0.00197459560222849	-1.54498930752258	0.13410714964574	-1.55924825535175	0.00254191424830054	PASS_NO_SEVERE_OBSERVED_BIAS	12	12	TRUE	0.0591449200105532	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	FAIL
A_D_gene_robustness	LITCHI023296	-1.28183078401472	0.00277921373688048	PASS	-1.24443190109518	0.00516949055524246	-1.26708718284862	0.129525144287818	-1.28216911711555	0.00258434614854113	PASS_NO_SEVERE_OBSERVED_BIAS	12	12	TRUE	0.0373988829195435	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	FAIL
A_D_gene_robustness	LITCHI019420	1.15055575620242	0.00327192203606201	PASS	0.674466375907141	0.392662074544481	1.15895934219654	0.13410714964574	1.15032001273131	0.0028199612049695	PASS_NO_SEVERE_OBSERVED_BIAS	12	12	TRUE	0.476089380295279	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	FAIL
A_D_gene_robustness	LITCHI028799	-1.88299748759307	0.00361308750335099	PASS	-1.88922038423045	0.00429323976184027	-1.86461182337021	0.13410714964574	-1.88347086019995	0.00347854783008092	PASS_NO_SEVERE_OBSERVED_BIAS	12	12	TRUE	0.00622289663737696	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	FAIL
A_D_gene_robustness	LITCHI018309	-0.968358072646313	0.00389423855684298	PASS	-0.95186235814219	0.0044499646011675	-0.95463447156936	0.145610677744886	-0.968738252962007	0.00331078574970278	PASS_NO_SEVERE_OBSERVED_BIAS	12	12	TRUE	0.0164957145041236	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	FAIL
A_D_gene_robustness	LITCHI030745	3.65243254800581	0.00404258174463622	PASS	3.82548990685244	0.00406921191400914	3.65060495030056	0.217104454022314	3.65235397775786	0.00393902814420844	PASS_NO_SEVERE_OBSERVED_BIAS	12	12	TRUE	0.173057358846634	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	FAIL
A_D_gene_robustness	LITCHI030349	-2.96865853282443	0.00404258174463622	PASS	-3.0240833769823	0.00366395877000189	-2.89599659449326	0.0986626460613996	-2.96896869339742	0.00384187304027118	PASS_NO_SEVERE_OBSERVED_BIAS	12	12	TRUE	0.0554248441578698	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	PASS
A_D_gene_robustness	LITCHI005866	1.41599296208824	0.00404258174463622	PASS	1.45143844449946	0.00434690136794663	1.42752638231244	0.13410714964574	1.41572657384641	0.00393902814420844	PASS_NO_SEVERE_OBSERVED_BIAS	12	12	TRUE	0.0354454824112187	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	FAIL
A_D_gene_robustness	LITCHI020557	2.23462873550162	0.00409053793462822	PASS	2.35068624185168	0.00366395877000189	2.24908674046908	0.157627771198292	2.23422177131977	0.00393902814420844	PASS_NO_SEVERE_OBSERVED_BIAS	12	12	TRUE	0.116057506350058	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	FAIL
A_D_gene_robustness	LITCHI004207	1.55910583538726	0.00409053793462822	PASS	1.77376206227327	0.000509877501778543	1.56868850803784	0.13410714964574	1.55889087594344	0.00393902814420844	PASS_NO_SEVERE_OBSERVED_BIAS	12	12	TRUE	0.214656226886012	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	FAIL
A_D_gene_robustness	LITCHI025875	2.47578590652985	0.00409053793462822	PASS	2.3793183364064	0.00553610518613548	2.49465355874776	0.218338597246019	2.47523135482894	0.00393902814420844	PASS_NO_SEVERE_OBSERVED_BIAS	12	12	TRUE	0.0964675701234539	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	FAIL
A_D_gene_robustness	LITCHI016340	-2.14737102487156	0.00412615327335507	PASS	-2.11101706277042	0.00355770959723568	-2.13152041697434	0.212331759782035	-2.14785476526577	0.00393902814420844	PASS_NO_SEVERE_OBSERVED_BIAS	12	12	TRUE	0.0363539621011362	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	FAIL
A_D_gene_robustness	LITCHI019319	1.06614809876166	0.00422457898271111	PASS	1.07833521407984	0.00553535781609443	1.07690099514003	0.13410714964574	1.06599160982553	0.00393902814420844	PASS_NO_SEVERE_OBSERVED_BIAS	12	12	TRUE	0.0121871153181774	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	FAIL
A_D_gene_robustness	LITCHI026181	-0.916849109844451	0.0043956751501126	PASS	-0.834911662301174	0.0250389161814184	-0.902680966204052	0.138848249249647	-0.917158903063992	0.00393902814420844	PASS_NO_SEVERE_OBSERVED_BIAS	12	12	TRUE	0.0819374475432767	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	FAIL
A_D_gene_robustness	LITCHI001999	1.28092269464462	0.0045498264014885	PASS	1.2982141698717	0.00319897507622655	1.29437681034784	0.13410714964574	1.28047231036961	0.00423869863849088	PASS_NO_SEVERE_OBSERVED_BIAS	12	12	TRUE	0.0172914752270803	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	FAIL
A_D_gene_robustness	LITCHI014256	0.979015900279916	0.0045498264014885	PASS	0.973402334707897	0.0126700847218617	0.992561960437057	0.13410714964574	0.978722173788561	0.00400968997992608	PASS_NO_SEVERE_OBSERVED_BIAS	12	12	TRUE	0.00561356557201898	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	FAIL
A_D_gene_robustness	LITCHI012432	-0.885309383928994	0.00494873624759354	PASS	-0.897910590824574	0.00081811228948855	-0.870456240962169	0.145610677744886	-0.885674730673007	0.00421319779712475	PASS_NO_SEVERE_OBSERVED_BIAS	12	12	TRUE	0.0126012068955801	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	FAIL
A_D_gene_robustness	LITCHI010987	2.66019759477751	0.00498227784610392	PASS	2.81563053136909	0.00368114219366487	2.66557838074034	0.217104454022314	2.66024656695163	0.00485168154728543	PASS_NO_SEVERE_OBSERVED_BIAS	12	12	TRUE	0.155432936591579	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	FAIL
A_D_gene_robustness	LITCHI026129	1.44767864959702	0.00537963195435942	PASS	1.46471028538899	0.0044499646011675	1.46016486486737	0.145610677744886	1.44754118048854	0.00498931195822826	PASS_NO_SEVERE_OBSERVED_BIAS	12	12	TRUE	0.0170316357919653	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	FAIL
A_D_gene_robustness	LITCHI022817	1.02582847907163	0.00537963195435942	PASS	1.03276866877641	0.0109563445350091	1.03770161385381	0.13410714964574	1.02549916692918	0.00485168154728543	PASS_NO_SEVERE_OBSERVED_BIAS	12	12	TRUE	0.00694018970477695	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	FAIL
A_D_gene_robustness	LITCHI030520	1.0176252004121	0.00564747294842105	PASS	1.04472894719955	0.00130333108336164	1.02869564557276	0.13410714964574	1.01748350854144	0.00498931195822826	PASS_NO_SEVERE_OBSERVED_BIAS	12	12	TRUE	0.0271037467874524	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	FAIL
A_D_gene_robustness	LITCHI025238	-1.36203951160081	0.00617712054837334	PASS	-1.33376791854581	0.00429323976184027	-1.34499745203234	0.152207533919135	-1.3624096018286	0.00565448941234431	PASS_NO_SEVERE_OBSERVED_BIAS	12	12	TRUE	0.0282715930550035	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	FAIL
A_D_gene_robustness	LITCHI019095	0.884172567831689	0.00617712054837334	PASS	0.850924000142102	0.0126126757126912	0.898811110143175	0.13410714964574	0.883780282582221	0.00551566213267003	PASS_NO_SEVERE_OBSERVED_BIAS	12	12	TRUE	0.0332485676895875	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	FAIL
A_D_gene_robustness	LITCHI016580	-1.30569271248066	0.00649100319243502	PASS	-1.19164829648342	0.0249923024744488	-1.29253508223058	0.151084632208159	-1.30581519203324	0.00581239229413445	PASS_NO_SEVERE_OBSERVED_BIAS	12	12	TRUE	0.114044415997242	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	FAIL
A_D_gene_robustness	LITCHI026900	1.05444528370577	0.00649100319243502	PASS	0.959225085670827	0.0182974299830071	1.06654669089447	0.13410714964574	1.05431698683211	0.00591011798567988	PASS_NO_SEVERE_OBSERVED_BIAS	12	12	TRUE	0.0952201980349433	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	FAIL
A_D_gene_robustness	LITCHI031097	-0.738820690518999	0.00657946825785566	PASS	-0.645872993671553	0.0413738866868437	-0.725111021755579	0.165766646695188	-0.7391093484543	0.00570737056104326	PASS_NO_SEVERE_OBSERVED_BIAS	12	12	TRUE	0.092947696847446	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	FAIL
A_D_gene_robustness	LITCHI010434	0.765623699485611	0.00660260533646317	PASS	0.611043622349854	0.0434310800555397	0.779028521495431	0.13410714964574	0.765365534643919	0.00565448941234431	PASS_NO_SEVERE_OBSERVED_BIAS	12	12	TRUE	0.154580077135758	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	FAIL
A_D_gene_robustness	LITCHI029495	-5.65907469563451	0.00660260533646317	PASS	-3.67274005495767	0.137804914496567	-6.15869850226681	0.110076993473561	-5.65956668800491	0.00628783675271925	PASS_NO_SEVERE_OBSERVED_BIAS	12	12	TRUE	1.98633464067684	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	FAIL
A_D_gene_robustness	LITCHI019076	-6.09732812414933	0.00711738457993625	PASS	-6.03552814724892	0.0107878022165159	-6.60238615788944	0.115194897829436	NA	NA	PASS_UNIFORM_MAPPABILITY_OBSERVED_LOW_COVERAGE	12	12	TRUE	0.0617999769004118	TRUE	FALSE	TRUE	FALSE	FALSE	TRUE	FAIL
A_D_gene_robustness	LITCHI021914	-0.794019395701095	0.00727336119782237	PASS	-0.799287033157467	0.00678992697849668	-0.780960876383307	0.16457669524197	-0.794331049660661	0.00627228523021285	PASS_NO_SEVERE_OBSERVED_BIAS	12	12	TRUE	0.00526763745637227	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	FAIL
A_D_gene_robustness	LITCHI005254	-4.78969999903453	0.00789023856493245	PASS	-4.67599319586535	0.012315793335969	-4.60688892289292	0.13410714964574	-4.78977602620017	0.00766097235567344	PASS_UNIFORM_MAPPABILITY_OBSERVED_LOW_COVERAGE	12	12	TRUE	0.113706803169182	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	FAIL
A_D_gene_robustness	LITCHI008095	-1.02465519702955	0.00789590927451059	PASS	-1.02621400563651	0.00336312798128059	-1.00907702488243	0.162318129089194	-1.02506365559768	0.00742824165765233	PASS_NO_SEVERE_OBSERVED_BIAS	12	12	TRUE	0.00155880860695934	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	FAIL
A_D_gene_robustness	LITCHI005454	-0.885430279901579	0.00831036064024162	PASS	-0.941652044367788	0.0151201863047264	-0.870072528056054	0.162318129089194	-0.88583175279944	0.00764216501357568	PASS_NO_SEVERE_OBSERVED_BIAS	12	12	TRUE	0.0562217644662088	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	FAIL
A_D_gene_robustness	LITCHI019897	0.843069201971418	0.00890567674729033	PASS	0.784384510321772	0.0322143894449635	0.855015430942643	0.13410714964574	0.842885816423976	0.0078012225074224	PASS_NO_SEVERE_OBSERVED_BIAS	12	12	TRUE	0.0586846916496459	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	FAIL
A_D_gene_robustness	LITCHI004751	0.74242220088451	0.00890567674729033	PASS	0.767297630799554	0.00423332412681051	0.755612358124741	0.147725333892121	0.742207383697193	0.00778459563918538	PASS_NO_SEVERE_OBSERVED_BIAS	12	12	TRUE	0.0248754299150437	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	FAIL
A_D_gene_robustness	LITCHI011536	1.28566991562519	0.00892960082310355	PASS	1.28612131610623	0.00966511175331203	1.29842762268038	0.162318129089194	1.28558133354386	0.00827615338531146	PASS_NO_SEVERE_OBSERVED_BIAS	12	12	TRUE	0.000451400481042752	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	FAIL
