Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73
SFZ_Mock1_R2 - polyg	(1, 0.3279979903355827)	(2, 0.33891090625414677)	(3, 0.3428927065090897)	(4, 0.34471077765142555)	(5, 0.3469373536677184)	(6, 0.3496173252034579)	(7, 0.3524544139984116)	(8, 0.3553319043743061)	(9, 0.35897702478807575)	(10, 0.363001471156234)	(12, 0.36729750592960536)	(14, 0.3704645409689089)	(16, 0.3733442758770779)	(18, 0.37594119971866136)	(20, 0.3781408413476603)	(22, 0.38015867586242563)	(24, 0.38192063369789925)	(26, 0.3837364603079606)	(28, 0.3853615016746904)	(30, 0.38697980944459676)	(32, 0.3884409999552889)	(34, 0.3899515701760198)	(36, 0.39134093565392836)	(38, 0.39260460732446545)	(40, 0.3938525672690812)	(42, 0.39502421311636426)	(44, 0.3961823917700004)	(46, 0.39716998597077546)	(48, 0.3982810294466474)	(50, 0.3992349556633051)	(52, 0.40013276857310054)	(54, 0.40090713220779917)	(56, 0.4016141598742631)	(58, 0.4024401477512749)	(60, 0.40317859886958174)	(62, 0.4037352428736549)	(64, 0.40433004392639443)	(66, 0.4049046441886635)	(68, 0.40544108740226636)	(70, 0.40595957435767327)	(72, 0.40636134563480675)	(74, 0.4067653614442147)	(76, 0.40714468739860327)	(78, 0.407497078965698)	(80, 0.4078180470809498)	(82, 0.4082063511644364)	(84, 0.40859016618337396)	(86, 0.4088235975399208)	(88, 0.4091355875260747)	(90, 0.4094430884476797)	(92, 0.4096989651269714)	(94, 0.40994137461261615)	(96, 0.4102398974051232)	(98, 0.4104912850198659)	(100, 0.410675336666374)	(102, 0.4108706109742545)	(104, 0.41104119542711565)	(106, 0.4112836049127604)	(108, 0.4114339885751511)	(110, 0.4116494636735021)	(112, 0.4118828950300489)	(114, 0.41208714746702735)	(116, 0.412268954581261)	(118, 0.4124440280986711)	(120, 0.41262134614835566)	(122, 0.4128143759239617)	(124, 0.41300740569956773)	(126, 0.41320043547517377)	(128, 0.4133642863312115)	(130, 0.4136066958168562)	(132, 0.4137885029310898)	(134, 0.4139343975289316)	(136, 0.4141027374495182)	(138, 0.4142935226928498)
SFZ_Mock2_R1 - polya	(1, 0.002015881751147756)	(2, 0.0055246781472696824)	(3, 0.00742881479026069)	(4, 0.009498334193323686)	(5, 0.012122109332844157)	(6, 0.014245266387822393)	(7, 0.01640418187741079)	(8, 0.021303087419002675)	(9, 0.027525055041170473)	(10, 0.03471250039781258)	(12, 0.040366802870544095)	(14, 0.046919536012855874)	(16, 0.054681351225423676)	(18, 0.06294378452253371)	(20, 0.07002171967318221)	(22, 0.07750864191968442)	(24, 0.08404126094252798)	(26, 0.09193940518704702)	(28, 0.09902404504418491)	(30, 0.10589860409798812)	(32, 0.11250720979437827)	(34, 0.11892808370906509)	(36, 0.12601048866403985)	(38, 0.13315100107525613)	(40, 0.14103350100463322)	(42, 0.14865451738092353)	(44, 0.15544191525036447)	(46, 0.1641714430995697)	(48, 0.17102141822957845)	(50, 0.17714281525440517)	(52, 0.18347205818040346)	(54, 0.189640388150656)	(56, 0.1955248855461904)	(58, 0.20100933545452368)	(60, 0.20650049006934634)	(62, 0.21162288582725172)	(64, 0.21685479179115072)	(66, 0.22134918004121518)	(68, 0.22617656871358674)	(70, 0.23119392406982478)	(72, 0.235668198200421)	(74, 0.2401022440920808)	(76, 0.24465697470054992)	(78, 0.24878707389802338)	(80, 0.25291270329117055)	(82, 0.25684613109828813)	(84, 0.26096729068710905)	(86, 0.265155497340824)	(88, 0.2692364286907085)	(90, 0.2733464137687137)	(92, 0.2780799365502336)	(94, 0.2825095126375672)	(96, 0.2862552086629814)	(98, 0.2904300059037176)	(100, 0.29432767527622494)	(102, 0.29818288150763284)	(104, 0.3020023293044305)	(106, 0.3060251531980735)	(108, 0.31003903748306394)	(110, 0.3135724178029803)	(112, 0.31700522752555566)	(114, 0.3202212517383069)	(116, 0.3233232959407383)	(118, 0.32659519270756787)	(120, 0.32984697535492924)	(122, 0.33320156350179486)	(124, 0.3365717959638025)	(126, 0.3398772162630791)	(128, 0.3431468781277456)	(130, 0.3464187748945752)	(132, 0.34982700069335604)	(134, 0.3533313272851517)	(136, 0.35651829776978217)	(138, 0.3595108317662199)
SFZ_Mock2_R1 - polyg	(1, 0.0)	(2, 0.0)	(3, 0.02087845600800703)	(4, 0.02626010041683607)	(5, 0.029670561117780058)	(6, 0.031565758152118525)	(7, 0.033291102622058734)	(8, 0.034716970202138854)	(9, 0.03638867702016382)	(10, 0.03783912852403842)	(12, 0.039146546289472395)	(14, 0.04020812481696151)	(16, 0.04112219980168372)	(18, 0.04191335516743351)	(20, 0.042583825816374)	(22, 0.04331687372588228)	(24, 0.04392476711425499)	(26, 0.044601942469684894)	(28, 0.04534839979217198)	(30, 0.04614625986441117)	(32, 0.04698434817558679)	(34, 0.04800346356197634)	(36, 0.04902034404620276)	(38, 0.049883016281172865)	(40, 0.0508373195048315)	(42, 0.05183185096742657)	(44, 0.0528621408646318)	(46, 0.05399970606566751)	(48, 0.05519314382078158)	(50, 0.05616309135958217)	(52, 0.05708834085512006)	(54, 0.058056053491757506)	(56, 0.058999182204600466)	(58, 0.059846210124428624)	(60, 0.06074464079400889)	(62, 0.06176152127823531)	(64, 0.06299742217444895)	(66, 0.06440764543938712)	(68, 0.065779875367552)	(70, 0.06867183876664867)	(72, 0.07834002552437062)	(74, 0.08415077114852158)	(76, 0.08525257791494713)	(78, 0.08612195485640664)	(80, 0.08715894946010128)	(82, 0.08804620561886586)	(84, 0.08893346177763045)	(86, 0.08979613401260056)	(88, 0.09056941016104526)	(90, 0.09136056552679504)	(92, 0.09212937187091348)	(94, 0.09286018487825862)	(96, 0.09348148767961015)	(98, 0.09405138773120958)	(100, 0.09470621406500812)	(102, 0.09539232902909056)	(104, 0.09608961850398867)	(106, 0.09672209581615587)	(108, 0.0973813919542807)	(110, 0.09794905710371699)	(112, 0.09852119205747953)	(114, 0.09900616582687984)	(116, 0.09945091135734369)	(118, 0.10004763023490074)	(120, 0.10065105381894718)	(122, 0.10121871896838347)	(124, 0.10171486724859943)	(126, 0.10216855238771583)	(128, 0.10265352615711612)	(130, 0.10316531875247403)	(132, 0.10364805761971119)	(134, 0.1040570447155649)	(136, 0.10451296475684443)	(138, 0.10498229421110278)
SFZ_Mock2_R2 - polya	(1, 0.002641654356825552)	(2, 0.006315833513019467)	(3, 0.008228909764663015)	(4, 0.01042805349318784)	(5, 0.013159103936538791)	(6, 0.015554919055419494)	(7, 0.0179507341743002)	(8, 0.022916686780786136)	(9, 0.0294560105101191)	(10, 0.03615401229303465)	(12, 0.04148872375643786)	(14, 0.04788948355165645)	(16, 0.055624479938266636)	(18, 0.06362766458445301)	(20, 0.07072124405024346)	(22, 0.07819475688376684)	(24, 0.0847005570806528)	(26, 0.09231933855477996)	(28, 0.09927211918429289)	(30, 0.10667188024643283)	(32, 0.11308604945463024)	(34, 0.1199762528235754)	(36, 0.12711006052830226)	(38, 0.1336538540619615)	(40, 0.14098209825488112)	(42, 0.1485003091316672)	(44, 0.15480720303603412)	(46, 0.1632506634083581)	(48, 0.17035765228712735)	(50, 0.17625555909564058)	(52, 0.18234119768585716)	(54, 0.18850282294962029)	(56, 0.1940990179661103)	(58, 0.19946278315763427)	(60, 0.20457400440472395)	(62, 0.2097254538907501)	(64, 0.21511827281039483)	(66, 0.22001270854766047)	(68, 0.22492278860006804)	(70, 0.22999825141254754)	(72, 0.23481446557410346)	(74, 0.23918369930303235)	(76, 0.24394404091050986)	(78, 0.24820376443344516)	(80, 0.2524143201087915)	(82, 0.2564974863608391)	(84, 0.2605180753523189)	(86, 0.2646437047454661)	(88, 0.2690486969090051)	(90, 0.2732838365081459)	(92, 0.2782252051908374)	(94, 0.28240670713806293)	(96, 0.28628873219542844)	(98, 0.29032720040421334)	(100, 0.2944193062649135)	(102, 0.2984130764304357)	(104, 0.30215206774936054)	(106, 0.30608996536080435)	(108, 0.30999657434196437)	(110, 0.31390541822528745)	(112, 0.3175259597295661)	(114, 0.32101240710405665)	(116, 0.3240406995351046)	(118, 0.32738187826899134)	(120, 0.33062919111202654)	(122, 0.33388991336804047)	(124, 0.33694278972288283)	(126, 0.34027055904379083)	(128, 0.34346199933274757)	(130, 0.3467026074692933)	(132, 0.34997226933395986)	(134, 0.3534967100452237)	(136, 0.3565115930632928)	(138, 0.35935885841912674)
SFZ_Mock2_R2 - polyg	(1, 0.42071586240583464)	(2, 0.4338168588861319)	(3, 0.43742846078175807)	(4, 0.4390822883824779)	(5, 0.44124120387206633)	(6, 0.44423597277066723)	(7, 0.44703407027891223)	(8, 0.4499841411342504)	(9, 0.4536717297034231)	(10, 0.4576722045754347)	(12, 0.4620213241848954)	(14, 0.4652641672236043)	(16, 0.4680622647318493)	(18, 0.4706256975129651)	(20, 0.4729142373280153)	(22, 0.4751022065457245)	(24, 0.4771046788838934)	(26, 0.4790333994506789)	(28, 0.4805464282151213)	(30, 0.4820952154141739)	(32, 0.4837266939932624)	(34, 0.4853849913983086)	(36, 0.4867952146632467)	(38, 0.48815180027626964)	(40, 0.489597781975818)	(42, 0.4909856562191248)	(44, 0.4923757653645948)	(46, 0.4935826125326877)	(48, 0.49483862754836955)	(50, 0.49590244097802183)	(52, 0.4969282610709007)	(54, 0.4978624501750912)	(56, 0.4986938337797774)	(58, 0.4995900295471945)	(60, 0.5005264535535481)	(62, 0.5013623069625606)	(64, 0.5020260729050117)	(66, 0.5027278321842361)	(68, 0.503407242441829)	(70, 0.5040039613193861)	(72, 0.5045895056861275)	(74, 0.5050409559230807)	(76, 0.5055192249859917)	(78, 0.5059818497337606)	(80, 0.5064310650685507)	(82, 0.5068400521644043)	(84, 0.5071909318040166)	(86, 0.507561925563097)	(88, 0.5079150401048723)	(90, 0.5083284970050523)	(92, 0.5086391484057281)	(94, 0.5089565045128932)	(96, 0.5091866994356962)	(98, 0.5094772367169037)	(100, 0.5097342504656642)	(102, 0.5100024387252404)	(104, 0.510292976006448)	(106, 0.5105723387768398)	(108, 0.5109031042969838)	(110, 0.511220460404149)	(112, 0.5114975882723777)	(114, 0.5117613067276277)	(116, 0.5120406694980195)	(118, 0.5122507503013543)	(120, 0.512429542474405)	(122, 0.5126351534734135)	(124, 0.5128631134940532)	(126, 0.5131111876341612)	(128, 0.5133346778504746)	(130, 0.5135715774797669)	(132, 0.5137615441636334)	(134, 0.5139358665323579)	(136, 0.51410124929243)	(138, 0.51425098773736)
SFZ_Mock3_R1 - polya	(1, 0.002400607709233479)	(2, 0.006701513659962564)	(3, 0.008711528889997176)	(4, 0.010932200738026684)	(5, 0.013653182053794065)	(6, 0.015952850133571655)	(7, 0.018063804993062156)	(8, 0.023001069477317483)	(9, 0.029821077484902175)	(10, 0.036867102488877215)	(12, 0.042807180248379074)	(14, 0.049747876943356674)	(16, 0.05798103976332378)	(18, 0.06625150635939414)	(20, 0.07344674646778224)	(22, 0.0813419809630492)	(24, 0.08801935688553318)	(26, 0.09572807250028384)	(28, 0.10303522393698172)	(30, 0.11016902253178798)	(32, 0.11690564562808302)	(34, 0.1235040253188189)	(36, 0.13052152390577382)	(38, 0.1372888677588598)	(40, 0.1446574607091395)	(42, 0.1521511310263537)	(44, 0.15849496730367912)	(46, 0.16756417357631345)	(48, 0.17473308160745218)	(50, 0.18090137070311518)	(52, 0.18753047115064198)	(54, 0.19409813008458698)	(56, 0.19991751915669592)	(58, 0.20573690822880486)	(60, 0.2110823199104253)	(62, 0.21612930138321962)	(64, 0.22175339421572915)	(66, 0.2268881492793547)	(68, 0.23172227979438334)	(70, 0.23677584428649)	(72, 0.2416516672571635)	(74, 0.24588893735453995)	(76, 0.2507011244718608)	(78, 0.25482867758069827)	(80, 0.25932049109148525)	(82, 0.263614814022902)	(84, 0.26775553317036416)	(86, 0.27181945042584893)	(88, 0.27617302053107673)	(90, 0.2806055868680526)	(92, 0.2851742022708169)	(94, 0.2892205648081355)	(96, 0.2929948292138773)	(98, 0.29718601817606743)	(100, 0.3011643561804918)	(102, 0.3048332922772362)	(104, 0.3086251114011443)	(106, 0.3126868343168584)	(108, 0.3169065496960686)	(110, 0.3207598103335585)	(112, 0.3247491200368368)	(114, 0.32820520517581553)	(116, 0.33152524124900595)	(118, 0.33477944712907287)	(120, 0.3380731511250139)	(122, 0.3414875438083478)	(124, 0.34472638931001925)	(126, 0.34798937254916934)	(128, 0.3513576840973168)	(130, 0.35474793904317214)	(132, 0.35814477700833985)	(134, 0.36181371310508426)	(136, 0.36504597558744345)	(138, 0.3681707154210343)
SFZ_Mock3_R2 - polya	(1, 0.0029623586905531962)	(2, 0.0073422608730303665)	(3, 0.009483936489311787)	(4, 0.011739717773673778)	(5, 0.014535306641647682)	(6, 0.017150959648417615)	(7, 0.01963495226894074)	(8, 0.024506386560072663)	(9, 0.03124300965636771)	(10, 0.03849969127833765)	(12, 0.043908738813310706)	(14, 0.05071338644249994)	(16, 0.05858228886051754)	(18, 0.06683520073842167)	(20, 0.07414454651489033)	(22, 0.08205294704878197)	(24, 0.08887514939613744)	(26, 0.09682085370613236)	(28, 0.10412361646328867)	(30, 0.11173139244858343)	(32, 0.11830782874161153)	(34, 0.125020314100428)	(36, 0.13208608816234008)	(38, 0.13898728674144362)	(40, 0.14657970234834294)	(42, 0.15387368774641613)	(44, 0.1603184636531974)	(46, 0.16898171706823742)	(48, 0.17586316658940396)	(50, 0.18210825757704427)	(52, 0.18904017691293873)	(54, 0.19559028112871746)	(56, 0.20160716078019664)	(58, 0.2072246705933938)	(60, 0.2123089558422914)	(62, 0.217502958079728)	(64, 0.22298880750667838)	(66, 0.22784488141941484)	(68, 0.23254954588796745)	(70, 0.2375614179244293)	(72, 0.24206639747384096)	(74, 0.24647702041310904)	(76, 0.25143842263484295)	(78, 0.2559653455819624)	(80, 0.2602881949303993)	(82, 0.26446182917442307)	(84, 0.26889658985116976)	(86, 0.2730680297554228)	(88, 0.27727019041646683)	(90, 0.28153818127063424)	(92, 0.2862823438550609)	(94, 0.29034626111054573)	(96, 0.2942521859025343)	(98, 0.29847848430105695)	(100, 0.3025972600508112)	(102, 0.30641979993151025)	(104, 0.3102686718894586)	(106, 0.31427992499044477)	(108, 0.31843600451630233)	(110, 0.322271710435626)	(112, 0.32607888993792955)	(114, 0.32973465999604934)	(116, 0.3328967036057435)	(118, 0.33595341890644026)	(120, 0.33906060402186494)	(122, 0.34253863255855144)	(124, 0.3459135271260113)	(126, 0.3491019028129549)	(128, 0.3521235086773191)	(130, 0.3554501277698218)	(132, 0.35889304687017587)	(134, 0.3623425489898423)	(136, 0.3653882925916851)	(138, 0.3683835663788)
SFZ_Mock3_R2 - polyg	(1, 0.26493141788537006)	(2, 0.2747796147766314)	(3, 0.2776805319536027)	(4, 0.27907174336827734)	(5, 0.2809325434938989)	(6, 0.2832629323304674)	(7, 0.28590930609402826)	(8, 0.2885117930621735)	(9, 0.2920622348112958)	(10, 0.29607787659182344)	(12, 0.300233956117681)	(14, 0.30365493182032727)	(16, 0.3066348452290467)	(18, 0.30949626429014404)	(20, 0.31198025691066716)	(22, 0.31443133443462856)	(24, 0.31662347986563794)	(26, 0.3184930573503426)	(28, 0.3202968046419239)	(30, 0.3222300179799812)	(32, 0.32399646149545924)	(34, 0.3257431559530002)	(36, 0.327511793808249)	(38, 0.32908732976366917)	(40, 0.3306650600588601)	(42, 0.3322076809177185)	(44, 0.3337239696993276)	(46, 0.33504057356179573)	(48, 0.33637912082197163)	(50, 0.33763647751062864)	(52, 0.3387490077744142)	(54, 0.33978034746668084)	(56, 0.3408226588578014)	(58, 0.3417289211831336)	(60, 0.3426615155857151)	(62, 0.3435568062121934)	(64, 0.3442260798422814)	(66, 0.3450094591404499)	(68, 0.34565898371260084)	(70, 0.3462931479063563)	(72, 0.34688561964446696)	(74, 0.34745175930532823)	(76, 0.3479367083946706)	(78, 0.34843482352263766)	(80, 0.34882980468137814)	(82, 0.34918309338447373)	(84, 0.3495649085045895)	(86, 0.3499313632463098)	(88, 0.3502407651539898)	(90, 0.3505633331002944)	(92, 0.35089028972614067)	(94, 0.3512084689929038)	(96, 0.35151787090058384)	(98, 0.35177680299353586)	(100, 0.35204451244557106)	(102, 0.35236049737256336)	(104, 0.3526479558825356)	(106, 0.3529112766550292)	(108, 0.3531416823309611)	(110, 0.3533984200841424)	(112, 0.35366174085663604)	(114, 0.35394042200752507)	(116, 0.3541861880618525)	(118, 0.35442098241732595)	(120, 0.35459872393875913)	(122, 0.35481815791583715)	(124, 0.35503759189291517)	(126, 0.3552636088893055)	(128, 0.3555532617390485)	(130, 0.3557661126968142)	(132, 0.3559306881796227)	(134, 0.3561742598941793)	(136, 0.35636736179400796)	(138, 0.3566614033232925)
SFZ_P1_R1 - polya	(1, 0.002169206592620206)	(2, 0.006002523856086266)	(3, 0.007982319478041091)	(4, 0.01010191843548703)	(5, 0.012866416650198435)	(6, 0.015134838513167175)	(7, 0.017682867047118144)	(8, 0.02280598282511514)	(9, 0.03145575048550091)	(10, 0.040150615996045094)	(12, 0.045929905493847165)	(14, 0.05319967893938515)	(16, 0.061511212723582745)	(18, 0.07002568683349324)	(20, 0.07785918340601153)	(22, 0.08561375874075257)	(24, 0.09256784723518159)	(26, 0.10112065451772675)	(28, 0.10896542555278464)	(30, 0.11613372883546619)	(32, 0.12329526744062394)	(34, 0.12971494641067563)	(36, 0.136917073080976)	(38, 0.14399067087832484)	(40, 0.15153328631732127)	(42, 0.15868580535244736)	(44, 0.16531518932573575)	(46, 0.17312839186568274)	(48, 0.1794511104578938)	(50, 0.1851672629654741)	(52, 0.19123517870429008)	(54, 0.19729181998056644)	(56, 0.20317032474871705)	(58, 0.20854373359509326)	(60, 0.21379537824604178)	(62, 0.21934466870803587)	(64, 0.22465043077917451)	(66, 0.22933158762561895)	(68, 0.23473431007459816)	(70, 0.23974017144218324)	(72, 0.24386662473167908)	(74, 0.24802464651628578)	(76, 0.25227286400120935)	(78, 0.25633392540797545)	(80, 0.26049645697759805)	(82, 0.2644357541889364)	(84, 0.26835024758268755)	(86, 0.2722715056539626)	(88, 0.2761431560900633)	(90, 0.2803101974447017)	(92, 0.28490566837584513)	(94, 0.28905241569791223)	(96, 0.2926985768832208)	(98, 0.2967686578600186)	(100, 0.3004260935078668)	(102, 0.30404294109057245)	(104, 0.30779057243873753)	(106, 0.31146153744163324)	(108, 0.31527907045754383)	(110, 0.3186704287894574)	(112, 0.32211590454156097)	(114, 0.3254463807757606)	(116, 0.32871597491224636)	(118, 0.33182547168066967)	(120, 0.3350386935044575)	(122, 0.3383195621034828)	(124, 0.34141101973184274)	(126, 0.34461296709309086)	(128, 0.3476660915488162)	(130, 0.35075303939216035)	(132, 0.3540609667012808)	(134, 0.35739820761300417)	(136, 0.3603611363684126)	(138, 0.3631301443681399)
SFZ_P1_R1 - polyg	(1, 0.0)	(2, 0.0)	(3, 0.02301343293584389)	(4, 0.029408308088308445)	(5, 0.03309731223126755)	(6, 0.03527553839391944)	(7, 0.0370253349800663)	(8, 0.03862630866069036)	(9, 0.040403163956932275)	(10, 0.04216423500561874)	(12, 0.0436051113181804)	(14, 0.0447009890770301)	(16, 0.045763043448260994)	(18, 0.04660637324622353)	(20, 0.04736627202139297)	(22, 0.048067543591356475)	(24, 0.04879587387141503)	(26, 0.04954900796906071)	(28, 0.050419396477118295)	(30, 0.05138449047050858)	(32, 0.05234732957139093)	(34, 0.05332595291982874)	(36, 0.054239184385536834)	(38, 0.05527192515416475)	(40, 0.05630917570780851)	(42, 0.05731485776634136)	(44, 0.058451323590333656)	(46, 0.059691514469690315)	(48, 0.06093170534904699)	(50, 0.062079445635578885)	(52, 0.06312571575925432)	(54, 0.0641539467428664)	(56, 0.06517090326393887)	(58, 0.06616982064494796)	(60, 0.06727246308132143)	(62, 0.06835932127013947)	(64, 0.06956568876187731)	(66, 0.0710742118496766)	(68, 0.07254665665734916)	(70, 0.07441596254641583)	(72, 0.0776765371128699)	(74, 0.07969241101495148)	(76, 0.0807048577510081)	(78, 0.0815977951841449)	(80, 0.08257416364007478)	(82, 0.08345131682565612)	(84, 0.08434650915130085)	(86, 0.08520562319681883)	(88, 0.08611434487751107)	(90, 0.08706365462334592)	(92, 0.08794531759394311)	(94, 0.08879992185444524)	(96, 0.08947864449932953)	(98, 0.09016187692922965)	(100, 0.09085412892916148)	(102, 0.0915689298541725)	(104, 0.09228373077918352)	(106, 0.09300529638171831)	(108, 0.09371107773669765)	(110, 0.0943334280688839)	(112, 0.09498509200367314)	(114, 0.0955668542707168)	(116, 0.09608322465503076)	(118, 0.09665822224455067)	(120, 0.09728282746924485)	(122, 0.09777664892847959)	(124, 0.0983403720554599)	(126, 0.09893791857005901)	(128, 0.09951742594459476)	(130, 0.09997291423119485)	(132, 0.10041487316274741)	(134, 0.10090192994445839)	(136, 0.10133712419848717)	(138, 0.10185574947530907)
SFZ_P1_R2 - polya	(1, 0.0027735177847430905)	(2, 0.006633893758304205)	(3, 0.008767022070797673)	(4, 0.01101740479370304)	(5, 0.01373229537324018)	(6, 0.016438166382745634)	(7, 0.019234233092567936)	(8, 0.0243753880106283)	(9, 0.03291241104561801)	(10, 0.04149678682327407)	(12, 0.04721519422336226)	(14, 0.054268497988139805)	(16, 0.06238836590916409)	(18, 0.0705961746379973)	(20, 0.07840261250042055)	(22, 0.08580993438894172)	(24, 0.0925791216977212)	(26, 0.10113418387277429)	(28, 0.10936003174167086)	(30, 0.11700186245101585)	(32, 0.12447457622226674)	(34, 0.13116033250825312)	(36, 0.1382903026183)	(38, 0.14558037009640928)	(40, 0.1528952413921057)	(42, 0.15997785875948622)	(44, 0.16671322268064687)	(46, 0.1742626027971671)	(48, 0.18052894907668016)	(50, 0.1864660810500367)	(52, 0.19251144786377344)	(54, 0.1986830886579538)	(56, 0.20415345788217068)	(58, 0.20956745479368952)	(60, 0.2149115500374628)	(62, 0.2205916242649163)	(64, 0.226095816876752)	(66, 0.23116030544954302)	(68, 0.23676822311674312)	(70, 0.24159594797620243)	(72, 0.24618239933731415)	(74, 0.2502953232717624)	(76, 0.2547960887175732)	(78, 0.25893156157710073)	(80, 0.2633669351401817)	(82, 0.26737613401926563)	(84, 0.27183405650742587)	(86, 0.27607550931482566)	(88, 0.28011176690400463)	(90, 0.28433969035635687)	(92, 0.2887232013917557)	(94, 0.2925181854825871)	(96, 0.2962500325831967)	(98, 0.3002637412472965)	(100, 0.30392117689514475)	(102, 0.30752900490781865)	(104, 0.3110421274351599)	(106, 0.3146251516302467)	(108, 0.3185125863139029)	(110, 0.3222444334145125)	(112, 0.3257350070167745)	(114, 0.3290519538959266)	(116, 0.3323125284623807)	(118, 0.3353521235630585)	(120, 0.3382812289308481)	(122, 0.34141101973184274)	(124, 0.3445024773602028)	(126, 0.3474541316530716)	(128, 0.35056362842149497)	(130, 0.35366410561988665)	(132, 0.3569088959387853)	(134, 0.36026417599057203)	(136, 0.36312788947563196)	(138, 0.3659645442505968)
SFZ_P1_R2 - polyg	(1, 0.29902580526044775)	(2, 0.31228908299204033)	(3, 0.31499495400154576)	(4, 0.31612240025550636)	(5, 0.3180706273823503)	(6, 0.32064571462639635)	(7, 0.32308099853495126)	(8, 0.3259356924499795)	(9, 0.32963371616297027)	(10, 0.3334737981039601)	(12, 0.3378640738168827)	(14, 0.34164101876765074)	(16, 0.344725711718487)	(18, 0.34779462042176773)	(20, 0.3505478441739395)	(22, 0.3532289113658578)	(24, 0.355542431078985)	(26, 0.3576845789615102)	(28, 0.3598492757691145)	(30, 0.36188093391875154)	(32, 0.36387425889575387)	(34, 0.3658923876903434)	(36, 0.3678000267520447)	(38, 0.36952501952060446)	(40, 0.3712612867517038)	(42, 0.37285775064731197)	(44, 0.37437303841263503)	(46, 0.37590636531802146)	(48, 0.3771848893700128)	(50, 0.3784250802493695)	(52, 0.37958634989094886)	(54, 0.3805875221644659)	(56, 0.38159094933049087)	(58, 0.38251545525873853)	(60, 0.3834377062944783)	(62, 0.38427652630742504)	(64, 0.38515818927802226)	(66, 0.38591808805319167)	(68, 0.3865855362355363)	(70, 0.3871222006524216)	(72, 0.38771974716702073)	(74, 0.3883060192190802)	(76, 0.38881111514085454)	(78, 0.38929817192256555)	(80, 0.38975140531665775)	(82, 0.3901415017205281)	(84, 0.390545127479446)	(86, 0.3909216945282688)	(88, 0.391286987114552)	(90, 0.39166580905588283)	(92, 0.39200404293207103)	(94, 0.3923558061633067)	(96, 0.39268276557695525)	(98, 0.39296913692546126)	(100, 0.3932261946713643)	(102, 0.3934719779547277)	(104, 0.3937560944107258)	(106, 0.3939748189839941)	(108, 0.39422060226735756)	(110, 0.3944979540458319)	(112, 0.3947166786191002)	(114, 0.3950030499676062)	(116, 0.39532775448874685)	(118, 0.3955915769121736)	(120, 0.3958305955180133)	(122, 0.3960628494463292)	(124, 0.3963311816547718)	(126, 0.3965521611205481)	(128, 0.3967731405863244)	(130, 0.39700764940714817)	(132, 0.3972466680129878)	(134, 0.3974631376937483)	(136, 0.39770892097711164)	(138, 0.39792764555038007)
SFZ_P2_R1 - polya	(1, 0.002184915177205263)	(2, 0.0058943959141643)	(3, 0.007999537312080121)	(4, 0.010224339378930105)	(5, 0.012980966641043033)	(6, 0.015223496214401782)	(7, 0.017887054067343696)	(8, 0.022859619643052224)	(9, 0.03155052970897417)	(10, 0.0406070695966394)	(12, 0.04610038067604289)	(14, 0.05332877145499175)	(16, 0.0616119488712121)	(18, 0.07016990263831832)	(20, 0.07812733712244013)	(22, 0.08573465335301382)	(24, 0.09273258654734873)	(26, 0.10195753774684722)	(28, 0.11001247351676724)	(30, 0.1174336509289989)	(32, 0.1249900005783599)	(34, 0.1317884993244712)	(36, 0.13941354306155368)	(38, 0.14713165620780716)	(40, 0.15495170251648605)	(42, 0.1628803298025311)	(44, 0.1696300779057433)	(46, 0.1775409776852796)	(48, 0.18391844815180775)	(50, 0.1900277900823908)	(52, 0.19618809859418657)	(54, 0.20236391867417752)	(56, 0.20845553309825182)	(58, 0.21414606268756534)	(60, 0.2195130652830939)	(62, 0.2251570601678219)	(64, 0.23035786738983074)	(66, 0.23507781599778937)	(68, 0.24053567206417537)	(70, 0.24539300884757692)	(72, 0.249765055140301)	(74, 0.2538135744392402)	(76, 0.2582498829430586)	(78, 0.26230061818031136)	(80, 0.266708119486053)	(82, 0.27064140999268516)	(84, 0.2749026593697296)	(86, 0.27909964653567965)	(88, 0.2832212917989674)	(90, 0.2872321401465755)	(92, 0.29178367744270084)	(94, 0.2961601556120521)	(96, 0.2999006594854015)	(98, 0.30408656695978364)	(100, 0.3079112764890496)	(102, 0.3116207572260086)	(104, 0.3155030811514281)	(106, 0.3191527315539201)	(108, 0.32326551306395357)	(110, 0.3269683459859718)	(112, 0.3304783922747072)	(114, 0.3338155953749822)	(116, 0.33690904526076165)	(118, 0.3400002792082275)	(120, 0.3431579913051013)	(122, 0.34657053630803847)	(124, 0.3497038730834626)	(126, 0.3528039707841829)	(128, 0.355866397533572)	(130, 0.3590706443350312)	(132, 0.3621109117012844)	(134, 0.3655500479639848)	(136, 0.36843963152491344)	(138, 0.37126495287474787)
