gene_id	feature_id	lr	df	pvalue	adj_pvalue
LITCHI001196	LITCHI001196.m1	0.00132275518262759	1	0.97098757293962	1
LITCHI001196	LITCHI001196.m4	0.00132275518262759	1	0.97098757293962	1
LITCHI001198	LITCHI001198.m1	1.01263724889759	1	0.31427186376874	0.837104036590488
LITCHI001198	LITCHI001198.m2	1.01263724889759	1	0.31427186376874	0.837104036590488
LITCHI001199	LITCHI001199.m1	0.0448640824761242	1	0.832254149888416	1
LITCHI001199	LITCHI001199.m2	0.0448640824761242	1	0.832254149888416	1
LITCHI001203	LITCHI001203.m2	0.0598143957774937	1	0.806789536327115	1
LITCHI001203	LITCHI001203.m4	0.0598143957774937	1	0.806789536327115	1
LITCHI001205	LITCHI001205.m5	0.300372305580822	1	0.583649112724847	0.957720126793758
LITCHI001205	LITCHI001205.m7	0.300372305580822	1	0.583649112724847	0.957720126793758
LITCHI001214	LITCHI001214.m5	0.00507039471995086	1	0.943233245800724	1
LITCHI001214	LITCHI001214.m6	0.0621855091885664	1	0.803074414658546	1
LITCHI001214	LITCHI001214.m7	0.22397230239585	1	0.636029749866315	0.975693649262945
LITCHI001221	LITCHI001221.m1	11.9953941181011	1	0.000533321963774509	0.0420925968423662
LITCHI001221	LITCHI001221.m3	11.9953941181011	1	0.000533321963774509	0.0420925968423662
LITCHI001230	LITCHI001230.m1	0.294160551959067	1	0.587566604067449	0.959850735666713
LITCHI001230	LITCHI001230.m2	0.588258909789147	1	0.443093178342408	0.908490345519599
LITCHI001230	LITCHI001230.m3	6.54194002208533	1	0.0105360390322651	0.206663423999336
LITCHI001231	LITCHI001231.m1	0.123655919989687	1	0.725102684879926	1
LITCHI001231	LITCHI001231.m2	9.50670718862239	1	0.0020472220128842	0.0888066911633009
LITCHI001231	LITCHI001231.m3	0.159166688703408	1	0.689924887634889	0.992543081078341
LITCHI001234	LITCHI001234.m1	0.34536761241543	1	0.556747199442011	0.95357761677497
LITCHI001234	LITCHI001234.m2	0.34536761241543	1	0.556747199442011	0.95357761677497
LITCHI001235	LITCHI001235.m1	0.048550390813034	1	0.825605176854985	1
LITCHI001235	LITCHI001235.m2	-0.00317485857522115	1	1	1
LITCHI001235	LITCHI001235.m3	0.231457154615782	1	0.63044546899163	0.975616440716509
LITCHI001244	LITCHI001244.m10	6.45126117946347	1	0.0110873610635606	0.211980632133553
LITCHI001244	LITCHI001244.m2	17.5097663376946	1	2.85835624063038e-05	0.00864847983738144
LITCHI001244	LITCHI001244.m3	0.473372989566997	1	0.491439514505969	0.93160549747726
LITCHI001245	LITCHI001245.m1	NA	1	NA	NA
LITCHI001245	LITCHI001245.m2	NA	1	NA	NA
LITCHI001249	LITCHI001249.m2	1.51239222369622	1	0.21877441685037	0.762450724779087
LITCHI001249	LITCHI001249.m3	1.51239222369622	1	0.21877441685037	0.762450724779087
LITCHI001250	LITCHI001250.m1	0.50700349303952	1	0.476438906074169	0.924574629566416
LITCHI001250	LITCHI001250.m2	1.31770317265182	1	0.2510046757181	0.789587332604825
LITCHI001250	LITCHI001250.m3	0.000620224542217329	1	0.980131291250158	1
LITCHI001256	LITCHI001256.m2	0.551722350341152	1	0.457614795514845	0.916286837093202
LITCHI001256	LITCHI001256.m3	0.00236164382658899	1	0.961240662359534	1
LITCHI001256	LITCHI001256.m5	1.46936649479903	1	0.225445673147039	0.768397980785232
LITCHI001258	LITCHI001258.m1	1.8742924544058	1	0.170984268009917	0.708559245026442
LITCHI001258	LITCHI001258.m2	1.8742924544058	1	0.170984268009917	0.708559245026442
LITCHI001267	LITCHI001267.m1	0.0249758111749543	1	0.87442734957829	1
LITCHI001267	LITCHI001267.m2	0.0249758111749543	1	0.87442734957829	1
LITCHI001271	LITCHI001271.m1	1.16674816800514	1	0.280070413238737	0.810267865289438
LITCHI001271	LITCHI001271.m2	1.16674816800514	1	0.280070413238737	0.810267865289438
LITCHI001280	LITCHI001280.m1	0.061364847344521	1	0.804351604604979	1
LITCHI001280	LITCHI001280.m2	0.300508738815552	1	0.583563662903164	0.957720126793758
LITCHI001280	LITCHI001280.m3	6.74053604413348	1	0.00942463019352152	0.194529295105497
LITCHI001280	LITCHI001280.m4	1.55609883309808	1	0.212237341537856	0.758952443068153
LITCHI001280	LITCHI001280.m6	6.04920974496054	1	0.013912522174517	0.235572814557179
LITCHI001280	LITCHI001280.m7	0.175016543871607	1	0.675691393793985	0.989994164239308
LITCHI001282	LITCHI001282.m1	0.772219902137294	1	0.379531182753713	0.877358880724221
LITCHI001282	LITCHI001282.m2	0.772219902137294	1	0.379531182753713	0.877358880724221
LITCHI001288	LITCHI001288.m1	-0.0139766574866371	1	1	1
LITCHI001288	LITCHI001288.m10	4.52714215307788	1	0.0333612852333586	0.369645718382932
LITCHI001288	LITCHI001288.m2	0.177983008572483	1	0.67311237173676	0.988314193393911
LITCHI001288	LITCHI001288.m3	5.95356295496458	1	0.0146875705470919	0.239647677639452
LITCHI001288	LITCHI001288.m5	-0.00609321832598653	1	1	1
LITCHI001288	LITCHI001288.m7	3.33091765573772	1	0.0679889309686796	0.500021061944784
LITCHI001293	LITCHI001293.m1	1.53391836764058	1	0.215525318908558	0.760878097063607
LITCHI001293	LITCHI001293.m2	0.677200517748133	1	0.410552385740759	0.893169216154118
LITCHI001293	LITCHI001293.m3	0.00271644344320521	1	0.958433466439197	1
LITCHI001294	LITCHI001294.m1	7.1033901936753	1	0.00769382919006529	0.176980772008569
LITCHI001294	LITCHI001294.m2	7.1033901936753	1	0.00769382919006529	0.176980772008569
LITCHI001298	LITCHI001298.m1	1.39133883961995	1	0.238179131767994	0.775583457800144
LITCHI001298	LITCHI001298.m2	1.39133883961995	1	0.238179131767994	0.775583457800144
LITCHI001321	LITCHI001321.m1	0.307602518951171	1	0.579155115269562	0.957063613877877
LITCHI001321	LITCHI001321.m2	0.307602518951171	1	0.579155115269562	0.957063613877877
LITCHI001323	LITCHI001323.m1	0.233989568623656	1	0.628581273592954	0.975437735591575
LITCHI001323	LITCHI001323.m2	0.233989568623656	1	0.628581273592954	0.975437735591575
LITCHI001325	LITCHI001325.m2	0.944585959776305	1	0.331101234117156	0.849935028968751
LITCHI001325	LITCHI001325.m5	0.944585959776305	1	0.331101234117156	0.849935028968751
LITCHI001326	LITCHI001326.m1	-0.289516243617982	1	1	1
LITCHI001326	LITCHI001326.m2	2.31642150995322	1	0.128014224655783	0.644150607812241
LITCHI001326	LITCHI001326.m3	0.0108557934872806	1	0.917017665596955	1
LITCHI001328	LITCHI001328.m4	0.724493301822804	1	0.394673968193218	0.884680037230558
LITCHI001328	LITCHI001328.m5	0.724493301822804	1	0.394673968193218	0.884680037230558
LITCHI001332	LITCHI001332.m2	5.27042883015383	1	0.0216906686297301	0.296453639256599
LITCHI001332	LITCHI001332.m5	5.27042883015383	1	0.0216906686297301	0.296453639256599
LITCHI001338	LITCHI001338.m1	NA	1	NA	NA
LITCHI001338	LITCHI001338.m2	NA	1	NA	NA
LITCHI001344	LITCHI001344.m1	0.0161345398828416	1	0.89892313752126	1
LITCHI001344	LITCHI001344.m2	0.0161345398828416	1	0.89892313752126	1
LITCHI001345	LITCHI001345.m1	NA	1	NA	NA
LITCHI001345	LITCHI001345.m2	NA	1	NA	NA
LITCHI001345	LITCHI001345.m3	NA	1	NA	NA
LITCHI001345	LITCHI001345.m5	NA	1	NA	NA
LITCHI001345	LITCHI001345.m6	NA	1	NA	NA
LITCHI001345	LITCHI001345.m7	NA	1	NA	NA
LITCHI001351	LITCHI001351.m5	0.11065471785696	1	0.739399976571739	1
LITCHI001351	LITCHI001351.m6	-0.0153475657716626	1	1	1
LITCHI001351	LITCHI001351.m7	0.311399615980918	1	0.576822592392631	0.957027291570835
LITCHI001351	LITCHI001351.m8	0.0715629910700955	1	0.78907451430012	1
LITCHI001353	LITCHI001353.m1	0.101363262743689	1	0.750199758532074	1
LITCHI001353	LITCHI001353.m3	0.0290306567912921	1	0.864708271229371	1
LITCHI001353	LITCHI001353.m4	0.547324903658591	1	0.45941280177265	0.916838357681802
LITCHI001356	LITCHI001356.m1	0.142396228110556	1	0.70591036306401	0.995829950217164
LITCHI001356	LITCHI001356.m2	0.142396228110556	1	0.70591036306401	0.995829950217164
LITCHI001365	LITCHI001365.m1	0.183692727558082	1	0.668218788540091	0.987706345104736
LITCHI001365	LITCHI001365.m2	0.542070718773175	1	0.461575818215753	0.918251178340939
LITCHI001365	LITCHI001365.m3	0.366423690313241	1	0.544960146190852	0.951240950843907
LITCHI001366	LITCHI001366.m1	0.163090275382274	1	0.686327166180698	0.991924458087847
LITCHI001366	LITCHI001366.m2	0.163090275382274	1	0.686327166180698	0.991924458087847
LITCHI001388	LITCHI001388.m1	0.0853255540714599	1	0.77020605197607	1
LITCHI001388	LITCHI001388.m4	0.0853255540714599	1	0.77020605197607	1
LITCHI001393	LITCHI001393.m1	8.19871474930733	1	0.0041920074947495	0.133382924159753
LITCHI001393	LITCHI001393.m2	3.28661441203803	1	0.0698469057957584	0.508557281154392
LITCHI001393	LITCHI001393.m3	0.0957595344807487	1	0.756978955895882	1
LITCHI001393	LITCHI001393.m4	6.1327225482637	1	0.013270236842853	0.231590209015299
LITCHI001397	LITCHI001397.m1	4.81291164555296	1	0.028247279581559	0.338153559206078
LITCHI001397	LITCHI001397.m2	6.80600455829699	1	0.00908518257061531	0.192500549982071
LITCHI001397	LITCHI001397.m3	1.42377070708608	1	0.23278375894233	0.771289809122604
LITCHI001405	LITCHI001405.m1	0.00526940856070723	1	0.942131833911164	1
LITCHI001405	LITCHI001405.m2	0.00526940856070723	1	0.942131833911164	1
