gene_id	RNA-Seq_FZX_Fr_C1	RNA-Seq_FZX_Fr_C2	RNA-Seq_FZX_Fr_C3	RNA-Seq_FZX_Fr_M1	RNA-Seq_FZX_Fr_M2	RNA-Seq_FZX_Fr_M3	RNA-Seq_FZX_Le_C1	RNA-Seq_FZX_Le_C2	RNA-Seq_FZX_Le_C3	RNA-Seq_FZX_Le_M1	RNA-Seq_FZX_Le_M2	RNA-Seq_FZX_Le_M3
LITCHI014293	11.6621044897534	11.5767814373783	11.6599134604395	11.6622488595982	11.6087418351473	11.6718861782117	11.6155974929855	11.5356273803749	11.5141321195555	11.5196105357939	11.5975076127585	11.5406803729512
LITCHI014294	10.8790897651059	10.9424669130935	10.8202957598408	10.9000865204907	10.7989604003725	10.7916910200247	9.79795643708844	9.83019466409446	9.72634903736766	9.71461088745879	9.74113330463008	9.67524570804231
LITCHI014295	10.7768480979453	10.6756651652087	10.6687502646565	10.7423722182373	10.8173655481502	10.8320622672591	10.3836149998557	10.4906725549146	10.5272408438043	10.5880645675111	10.5540478817166	10.5977277375001
LITCHI014298	10.8479194740692	10.9168686879428	10.8270678582398	10.8078333894538	10.6751509672888	10.7589469482073	11.3471613285458	11.246701455583	11.3174747528322	11.2015166512434	11.2553480370419	11.0797978156323
LITCHI014299	12.9836248097945	12.9564007568413	12.9090973308837	12.835544474331	12.9108289794948	12.8897017614718	12.4362405188135	12.4474189102817	12.4524850660028	12.4317259633723	12.426485697214	12.508658260196
LITCHI014300	10.4512220950224	10.4298699321518	10.4253734220171	10.4039533160747	10.333354984427	10.4077979685328	10.5576644673767	10.5027775556644	10.5558899965188	10.602505367324	10.5117577823913	10.6020464033014
LITCHI014301	9.78796011981783	9.71757288193725	9.71614590595645	9.80013319673735	9.73124946941348	9.77445599581399	9.85600582495797	9.75347365469023	9.74784815222812	9.8211184335784	9.72025202320384	9.71762731788307
LITCHI014303	11.0605783725311	11.1248020960559	11.0848721262514	11.1482566798764	11.0247076039589	11.066319968359	10.4891777427653	10.3713507426006	10.3512069748185	10.3393559968633	10.233765530246	10.276603554107
LITCHI014304	9.697132629897	9.78835720601738	9.79922312520904	9.80468005724075	9.82450582268906	9.87075308063589	9.51502601510565	9.69981072824482	9.70237967973902	9.67509544001163	9.63773845313735	9.72385195516998
LITCHI014313	10.5585855477919	10.4578259930174	10.5074888363718	10.489617707651	10.4222401659787	10.4858180809171	10.6405434402816	10.6868378000557	10.5629099739304	10.73901943593	10.7705981841342	10.7567524017555
LITCHI014314	12.1801447526035	12.2765968125669	12.1671655280223	12.149522407294	11.9921834344163	11.9404063372553	11.5291625048076	11.4370641685475	11.3735983249287	11.3105296037238	11.3110431998045	11.2689259935861
LITCHI014315	10.7874436454246	10.798799081269	10.7634259357883	10.7385546734224	10.7776365940089	10.6505998440103	11.177738605097	11.1285439010813	11.1045875325497	11.0874789534218	11.0438755142139	11.1225011874601
LITCHI014316	10.7922236432661	10.7753539618963	10.8366664550028	10.8802705663907	10.7715850209104	10.8346413368349	11.1953607549435	11.0722802503272	11.0276014296175	11.0416419970032	11.1171606392094	11.100011845477
LITCHI014317	13.9642770876891	13.9731328953219	13.9542928401175	13.8969223598012	13.947280407516	13.9439671876718	12.8003055077124	12.8552217688178	12.8602870664332	12.5798779148377	12.5119866687809	12.5307496015073
LITCHI014318	9.77768589625915	9.75055232526426	9.66711106966091	9.6175846759396	9.63661087673015	9.65906601275156	9.6196495784989	9.75347365469023	9.68451540362581	9.56840681721275	9.51502601510565	9.69051988345697
