Sample	salmon_version	samp_type	opt_type	quant_errors	num_libraries	library_types	frag_dist_length	frag_length_mean	frag_length_sd	frag_length_source	seq_bias_correct	gc_bias_correct	pos_bias_correct	num_bias_bins	mapping_type	keep_duplicates	index_seq_hash	index_name_hash	index_seq_hash512	index_name_hash512	index_decoy_seq_hash	index_decoy_name_hash	num_valid_targets	num_decoy_targets	num_eq_classes	serialized_eq_classes	eq_class_properties	length_classes	num_processed	num_mapped	num_dovetail_fragments	num_fragments_filtered_vm	num_alignments_below_threshold_for_mapped_fragments_vm	percent_mapped	num_decoy_fragments	inference_truncated_mass	num_bootstraps	num_orphan	range_factorization_bins	meta_info_complete	num_em_iterations	em_converged	detected_library_type	total_time_seconds	peak_rss_kb	diagnostics	call	start_time	end_time
HC_48hpi_3	2.5.1	none	vb	[]	1	['IU']	1001	223.1769710157692	62.1832567518369	rad_baked	True	True	False	0	mapping	False	d9b37b2be3805d428c012d6c8292420f637a14558b2d1a7a69e23e63a59a792d	daef0f53b5572211df58ac2d3e309c6fd2947ad6a2d6ba07689c6879c38578a8	11d5016f56f9350dfde25f01116ed6871cba697f29e444fb9280b858fb19d5d5ad23759b3bdf2d96c48e9fa11be5ae884bf29cc969a397178e8c071367671e1b	84b563b021e4e53b71b0cb7374a0e836348ce580497e25226378eee3b76f48e84398914bd014bf9368094d4e9d02ed7fbd132272cae5bf796e27695a93179aa1	15f0c392eb01b3ccec413eb855548d5aae8523658e473d24ad6d40071692162a	3646b314b8380d6b00a24c7ebcc307b59f95e423d5574cc6cddeecb8c9c0bacf	59539	0	113016	False	['range_factorized', 'gzipped']	[1044, 1976, 2872, 4168, 34608567]	13010254	10379252	98700	213912	6833044	79.77747398321355	0	0.0	30	1286154	4	True	1296	True	IU	52.620700495	2465304	[]	quant	Sun Aug 23 05:05:15 2026	Sun Aug 23 05:06:08 2026
HC_6hpi_1	2.5.1	none	vb	[]	1	['IU']	1001	221.6387914381487	67.24348458599218	rad_baked	True	True	False	0	mapping	False	d9b37b2be3805d428c012d6c8292420f637a14558b2d1a7a69e23e63a59a792d	daef0f53b5572211df58ac2d3e309c6fd2947ad6a2d6ba07689c6879c38578a8	11d5016f56f9350dfde25f01116ed6871cba697f29e444fb9280b858fb19d5d5ad23759b3bdf2d96c48e9fa11be5ae884bf29cc969a397178e8c071367671e1b	84b563b021e4e53b71b0cb7374a0e836348ce580497e25226378eee3b76f48e84398914bd014bf9368094d4e9d02ed7fbd132272cae5bf796e27695a93179aa1	15f0c392eb01b3ccec413eb855548d5aae8523658e473d24ad6d40071692162a	3646b314b8380d6b00a24c7ebcc307b59f95e423d5574cc6cddeecb8c9c0bacf	59539	0	124280	False	['range_factorized', 'gzipped']	[1044, 1976, 2872, 4168, 34608567]	14281935	11744055	288278	135534	7571716	82.23013898326802	0	0.0	30	1240106	4	True	1433	True	IU	64.407143292	1903924	[]	quant	Sun Aug 23 09:46:45 2026	Sun Aug 23 09:47:50 2026
HC_6hpi_2	2.5.1	none	vb	[]	1	['IU']	1001	211.58549276455273	66.34716752196455	rad_baked	True	True	False	0	mapping	False	d9b37b2be3805d428c012d6c8292420f637a14558b2d1a7a69e23e63a59a792d	daef0f53b5572211df58ac2d3e309c6fd2947ad6a2d6ba07689c6879c38578a8	11d5016f56f9350dfde25f01116ed6871cba697f29e444fb9280b858fb19d5d5ad23759b3bdf2d96c48e9fa11be5ae884bf29cc969a397178e8c071367671e1b	84b563b021e4e53b71b0cb7374a0e836348ce580497e25226378eee3b76f48e84398914bd014bf9368094d4e9d02ed7fbd132272cae5bf796e27695a93179aa1	15f0c392eb01b3ccec413eb855548d5aae8523658e473d24ad6d40071692162a	3646b314b8380d6b00a24c7ebcc307b59f95e423d5574cc6cddeecb8c9c0bacf	59539	0	119845	False	['range_factorized', 'gzipped']	[1044, 1976, 2872, 4168, 34608567]	14277851	11804245	408139	141842	7565710	82.67522192240274	0	0.0	30	1284745	4	True	1542	True	IU	78.719770532	1905652	[]	quant	Sun Aug 23 09:52:48 2026	Sun Aug 23 09:54:06 2026
HC_6hpi_3	2.5.1	none	vb	[]	1	['IU']	1001	218.142012702476	71.24873660750569	rad_baked	True	True	False	0	mapping	False	d9b37b2be3805d428c012d6c8292420f637a14558b2d1a7a69e23e63a59a792d	daef0f53b5572211df58ac2d3e309c6fd2947ad6a2d6ba07689c6879c38578a8	11d5016f56f9350dfde25f01116ed6871cba697f29e444fb9280b858fb19d5d5ad23759b3bdf2d96c48e9fa11be5ae884bf29cc969a397178e8c071367671e1b	84b563b021e4e53b71b0cb7374a0e836348ce580497e25226378eee3b76f48e84398914bd014bf9368094d4e9d02ed7fbd132272cae5bf796e27695a93179aa1	15f0c392eb01b3ccec413eb855548d5aae8523658e473d24ad6d40071692162a	3646b314b8380d6b00a24c7ebcc307b59f95e423d5574cc6cddeecb8c9c0bacf	59539	0	117891	False	['range_factorized', 'gzipped']	[1044, 1976, 2872, 4168, 34608567]	14092558	11507537	398420	143294	7412236	81.65683618261497	0	0.0	30	1274880	4	True	1655	True	IU	82.300890575	1959968	[]	quant	Sun Aug 23 10:00:21 2026	Sun Aug 23 10:01:44 2026
HI_24hpi_1	2.5.1	none	vb	[]	1	['IU']	1001	240.29711017794128	69.55039839929334	rad_baked	True	True	False	0	mapping	False	d9b37b2be3805d428c012d6c8292420f637a14558b2d1a7a69e23e63a59a792d	daef0f53b5572211df58ac2d3e309c6fd2947ad6a2d6ba07689c6879c38578a8	11d5016f56f9350dfde25f01116ed6871cba697f29e444fb9280b858fb19d5d5ad23759b3bdf2d96c48e9fa11be5ae884bf29cc969a397178e8c071367671e1b	84b563b021e4e53b71b0cb7374a0e836348ce580497e25226378eee3b76f48e84398914bd014bf9368094d4e9d02ed7fbd132272cae5bf796e27695a93179aa1	15f0c392eb01b3ccec413eb855548d5aae8523658e473d24ad6d40071692162a	3646b314b8380d6b00a24c7ebcc307b59f95e423d5574cc6cddeecb8c9c0bacf	59539	0	119897	False	['range_factorized', 'gzipped']	[1044, 1976, 2872, 4168, 34608567]	14139117	9853371	77654	180515	6391474	69.68872950128356	0	0.0	30	1212744	4	True	1290	True	IU	54.391257808	1949808	[]	quant	Sun Aug 23 08:18:18 2026	Sun Aug 23 08:19:12 2026
HI_24hpi_2	2.5.1	none	vb	[]	1	['IU']	1001	237.5162095715317	69.48110238898444	rad_baked	True	True	False	0	mapping	False	d9b37b2be3805d428c012d6c8292420f637a14558b2d1a7a69e23e63a59a792d	daef0f53b5572211df58ac2d3e309c6fd2947ad6a2d6ba07689c6879c38578a8	11d5016f56f9350dfde25f01116ed6871cba697f29e444fb9280b858fb19d5d5ad23759b3bdf2d96c48e9fa11be5ae884bf29cc969a397178e8c071367671e1b	84b563b021e4e53b71b0cb7374a0e836348ce580497e25226378eee3b76f48e84398914bd014bf9368094d4e9d02ed7fbd132272cae5bf796e27695a93179aa1	15f0c392eb01b3ccec413eb855548d5aae8523658e473d24ad6d40071692162a	3646b314b8380d6b00a24c7ebcc307b59f95e423d5574cc6cddeecb8c9c0bacf	59539	0	145393	False	['range_factorized', 'gzipped']	[1044, 1976, 2872, 4168, 34608567]	15985706	12735543	101820	230823	8187987	79.66831743308678	0	0.0	30	1600470	4	True	1409	True	IU	57.768722639	2670368	[]	quant	Sun Aug 23 02:14:03 2026	Sun Aug 23 02:15:01 2026
HI_24hpi_3	2.5.1	none	vb	[]	1	['IU']	1001	237.34777244263688	64.15103468135743	rad_baked	True	True	False	0	mapping	False	d9b37b2be3805d428c012d6c8292420f637a14558b2d1a7a69e23e63a59a792d	daef0f53b5572211df58ac2d3e309c6fd2947ad6a2d6ba07689c6879c38578a8	11d5016f56f9350dfde25f01116ed6871cba697f29e444fb9280b858fb19d5d5ad23759b3bdf2d96c48e9fa11be5ae884bf29cc969a397178e8c071367671e1b	84b563b021e4e53b71b0cb7374a0e836348ce580497e25226378eee3b76f48e84398914bd014bf9368094d4e9d02ed7fbd132272cae5bf796e27695a93179aa1	15f0c392eb01b3ccec413eb855548d5aae8523658e473d24ad6d40071692162a	3646b314b8380d6b00a24c7ebcc307b59f95e423d5574cc6cddeecb8c9c0bacf	59539	0	113715	False	['range_factorized', 'gzipped']	[1044, 1976, 2872, 4168, 34608567]	12352371	9877266	69535	159443	6411330	79.9625108410361	0	0.0	30	1204016	4	True	1057	True	IU	69.772533085	1990564	[]	quant	Sun Aug 23 09:55:04 2026	Sun Aug 23 09:56:14 2026
HI_48hpi_1	2.5.1	none	vb	[]	1	['IU']	1001	219.7868943310132	57.820632574174546	rad_baked	True	True	False	0	mapping	False	d9b37b2be3805d428c012d6c8292420f637a14558b2d1a7a69e23e63a59a792d	daef0f53b5572211df58ac2d3e309c6fd2947ad6a2d6ba07689c6879c38578a8	11d5016f56f9350dfde25f01116ed6871cba697f29e444fb9280b858fb19d5d5ad23759b3bdf2d96c48e9fa11be5ae884bf29cc969a397178e8c071367671e1b	84b563b021e4e53b71b0cb7374a0e836348ce580497e25226378eee3b76f48e84398914bd014bf9368094d4e9d02ed7fbd132272cae5bf796e27695a93179aa1	15f0c392eb01b3ccec413eb855548d5aae8523658e473d24ad6d40071692162a	3646b314b8380d6b00a24c7ebcc307b59f95e423d5574cc6cddeecb8c9c0bacf	59539	0	116200	False	['range_factorized', 'gzipped']	[1044, 1976, 2872, 4168, 34608567]	16031582	12688139	195729	253977	7635685	79.14464710968637	0	0.0	30	1563750	4	True	1632	True	IU	73.41611481	2515680	[]	quant	Sun Aug 23 09:42:06 2026	Sun Aug 23 09:43:19 2026
HI_48hpi_2	2.5.1	none	vb	[]	1	['IU']	1001	224.28886012993297	60.82915851891086	rad_baked	True	True	False	0	mapping	False	d9b37b2be3805d428c012d6c8292420f637a14558b2d1a7a69e23e63a59a792d	daef0f53b5572211df58ac2d3e309c6fd2947ad6a2d6ba07689c6879c38578a8	11d5016f56f9350dfde25f01116ed6871cba697f29e444fb9280b858fb19d5d5ad23759b3bdf2d96c48e9fa11be5ae884bf29cc969a397178e8c071367671e1b	84b563b021e4e53b71b0cb7374a0e836348ce580497e25226378eee3b76f48e84398914bd014bf9368094d4e9d02ed7fbd132272cae5bf796e27695a93179aa1	15f0c392eb01b3ccec413eb855548d5aae8523658e473d24ad6d40071692162a	3646b314b8380d6b00a24c7ebcc307b59f95e423d5574cc6cddeecb8c9c0bacf	59539	0	108988	False	['range_factorized', 'gzipped']	[1044, 1976, 2872, 4168, 34608567]	12731506	10261658	155004	201137	6356938	80.60050397808398	0	0.0	30	1314426	4	True	1511	True	IU	70.654928999	2639824	[]	quant	Sun Aug 23 09:28:59 2026	Sun Aug 23 09:30:09 2026
HI_48hpi_3	2.5.1	none	vb	[]	1	['IU']	1001	223.82220047656216	60.73641314393569	rad_baked	True	True	False	0	mapping	False	d9b37b2be3805d428c012d6c8292420f637a14558b2d1a7a69e23e63a59a792d	daef0f53b5572211df58ac2d3e309c6fd2947ad6a2d6ba07689c6879c38578a8	11d5016f56f9350dfde25f01116ed6871cba697f29e444fb9280b858fb19d5d5ad23759b3bdf2d96c48e9fa11be5ae884bf29cc969a397178e8c071367671e1b	84b563b021e4e53b71b0cb7374a0e836348ce580497e25226378eee3b76f48e84398914bd014bf9368094d4e9d02ed7fbd132272cae5bf796e27695a93179aa1	15f0c392eb01b3ccec413eb855548d5aae8523658e473d24ad6d40071692162a	3646b314b8380d6b00a24c7ebcc307b59f95e423d5574cc6cddeecb8c9c0bacf	59539	0	119527	False	['range_factorized', 'gzipped']	[1044, 1976, 2872, 4168, 34608567]	16087157	12517293	99660	204502	7407424	77.80923005848703	0	0.0	30	1218197	4	True	1241	True	IU	58.482846506	2311300	[]	quant	Sun Aug 23 09:37:46 2026	Sun Aug 23 09:38:45 2026
HI_6hpi_1	2.5.1	none	vb	[]	1	['IU']	1001	205.49743672493534	63.834047438033565	rad_baked	True	True	False	0	mapping	False	d9b37b2be3805d428c012d6c8292420f637a14558b2d1a7a69e23e63a59a792d	daef0f53b5572211df58ac2d3e309c6fd2947ad6a2d6ba07689c6879c38578a8	11d5016f56f9350dfde25f01116ed6871cba697f29e444fb9280b858fb19d5d5ad23759b3bdf2d96c48e9fa11be5ae884bf29cc969a397178e8c071367671e1b	84b563b021e4e53b71b0cb7374a0e836348ce580497e25226378eee3b76f48e84398914bd014bf9368094d4e9d02ed7fbd132272cae5bf796e27695a93179aa1	15f0c392eb01b3ccec413eb855548d5aae8523658e473d24ad6d40071692162a	3646b314b8380d6b00a24c7ebcc307b59f95e423d5574cc6cddeecb8c9c0bacf	59539	0	123528	False	['range_factorized', 'gzipped']	[1044, 1976, 2872, 4168, 34608567]	17067242	13068515	681176	190682	8463208	76.57074880639766	0	0.0	30	1633661	4	True	1726	True	IU	62.495862806	1959340	[]	quant	Sun Aug 23 10:05:43 2026	Sun Aug 23 10:06:45 2026
HI_6hpi_2	2.5.1	none	vb	[]	1	['IU']	1001	205.09858611741947	64.18061668720183	rad_baked	True	True	False	0	mapping	False	d9b37b2be3805d428c012d6c8292420f637a14558b2d1a7a69e23e63a59a792d	daef0f53b5572211df58ac2d3e309c6fd2947ad6a2d6ba07689c6879c38578a8	11d5016f56f9350dfde25f01116ed6871cba697f29e444fb9280b858fb19d5d5ad23759b3bdf2d96c48e9fa11be5ae884bf29cc969a397178e8c071367671e1b	84b563b021e4e53b71b0cb7374a0e836348ce580497e25226378eee3b76f48e84398914bd014bf9368094d4e9d02ed7fbd132272cae5bf796e27695a93179aa1	15f0c392eb01b3ccec413eb855548d5aae8523658e473d24ad6d40071692162a	3646b314b8380d6b00a24c7ebcc307b59f95e423d5574cc6cddeecb8c9c0bacf	59539	0	122050	False	['range_factorized', 'gzipped']	[1044, 1976, 2872, 4168, 34608567]	16351112	13302523	592664	176127	8600427	81.35546377518544	0	0.0	30	1567848	4	True	1460	True	IU	55.77462937	2552288	[]	quant	Sun Aug 23 02:46:02 2026	Sun Aug 23 02:46:58 2026
HI_6hpi_3	2.5.1	none	vb	[]	1	['IU']	1001	235.2903200390717	67.43221491241006	rad_baked	True	True	False	0	mapping	False	d9b37b2be3805d428c012d6c8292420f637a14558b2d1a7a69e23e63a59a792d	daef0f53b5572211df58ac2d3e309c6fd2947ad6a2d6ba07689c6879c38578a8	11d5016f56f9350dfde25f01116ed6871cba697f29e444fb9280b858fb19d5d5ad23759b3bdf2d96c48e9fa11be5ae884bf29cc969a397178e8c071367671e1b	84b563b021e4e53b71b0cb7374a0e836348ce580497e25226378eee3b76f48e84398914bd014bf9368094d4e9d02ed7fbd132272cae5bf796e27695a93179aa1	15f0c392eb01b3ccec413eb855548d5aae8523658e473d24ad6d40071692162a	3646b314b8380d6b00a24c7ebcc307b59f95e423d5574cc6cddeecb8c9c0bacf	59539	0	120773	False	['range_factorized', 'gzipped']	[1044, 1976, 2872, 4168, 34608567]	13771769	11404936	87875	180750	7423232	82.81387815900774	0	0.0	30	1325635	4	True	1459	True	IU	59.718352272	2515780	[]	quant	Sun Aug 23 06:39:23 2026	Sun Aug 23 06:40:23 2026
