Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66
HC_24hpi_3_R1	(1, 32.42924363449015)	(2, 32.51848145810055)	(3, 32.47281632789437)	(4, 32.53069202818064)	(5, 32.53528612199742)	(6, 36.09958046456936)	(7, 36.26976768852991)	(8, 36.31557009229874)	(9, 36.36304215866539)	(10, 36.42731282115375)	(12, 36.395356962090354)	(14, 36.43309336201946)	(16, 36.42568393873312)	(18, 36.41442455151065)	(20, 36.399290062426374)	(22, 36.39352299674964)	(24, 36.38478894662556)	(26, 36.36210382057857)	(28, 36.341540524582015)	(30, 36.09744842962433)	(32, 36.252379042524716)	(34, 36.258105557379466)	(36, 36.22515166975985)	(38, 36.16497357019061)	(40, 36.12189286943534)	(42, 36.09075982264689)	(44, 36.0091923659365)	(46, 36.052347807880395)	(48, 36.051483722812165)	(50, 36.03828245465226)	(52, 36.02580378300226)	(54, 36.01342041714521)	(56, 35.99587274011772)	(58, 35.9798619170434)	(60, 35.9872812349265)	(62, 35.96878120746847)	(64, 35.955299738328904)	(66, 35.937643657083115)	(68, 35.92603660663791)	(70, 35.9022645687641)	(72, 35.717267127431526)	(74, 24.670901804252104)	(76, 33.004027253309914)	(78, 35.51398381813395)	(80, 35.655272885116574)	(82, 35.61704054404521)	(84, 35.566109606419154)	(86, 35.49568931353533)	(88, 35.43856436914609)	(90, 35.35413563155386)	(92, 35.08860535187003)	(94, 35.273088705155686)	(96, 35.345277757985436)	(98, 35.318438408418444)	(100, 35.25283601232849)	(102, 35.19899676437349)	(104, 35.132642219456905)	(106, 35.067584793647754)	(108, 34.97662583262908)	(110, 34.861542483068845)	(112, 34.777849697989474)	(114, 34.63939476126555)	(116, 34.504465586272026)	(118, 34.316866851070884)	(120, 34.136053290472496)	(122, 33.83060852366967)	(124, 33.14645609352603)
HC_24hpi_3_R2	(1, 32.43894521894384)	(2, 32.523003447835926)	(3, 32.4936811213942)	(4, 32.511232673251335)	(5, 32.54521741508208)	(6, 36.23457766590656)	(7, 36.288219004760364)	(8, 36.24316719265872)	(9, 36.201752657153605)	(10, 36.244357028205464)	(12, 36.2490605783819)	(14, 36.260266813470054)	(16, 36.24401900584783)	(18, 36.23679216743214)	(20, 36.22878904780768)	(22, 36.15731183848938)	(24, 36.21234545593381)	(26, 36.21351622133006)	(28, 36.199801040016666)	(30, 36.192032593566466)	(32, 36.17472196799069)	(34, 36.17322098425885)	(36, 36.171344258882854)	(38, 36.15007985451948)	(40, 36.13755370337513)	(42, 36.13578276611982)	(44, 36.11741806680488)	(46, 36.09978583787689)	(48, 36.09123090518096)	(50, 36.07328151293802)	(52, 36.054173554444446)	(54, 36.038770770031235)	(56, 36.01790020345485)	(58, 36.00169356937751)	(60, 35.978927663645116)	(62, 35.96389783933243)	(64, 35.937982609941116)	(66, 35.90773284192829)	(68, 35.898109212356054)	(70, 35.876710649959875)	(72, 35.854909663932276)	(74, 35.82148016810642)	(76, 35.79787846983108)	(78, 35.765410787376354)	(80, 35.72358394051432)	(82, 35.69919816148055)	(84, 35.6597019412189)	(86, 35.618744834163095)	(88, 35.59261257826574)	(90, 35.5311148922167)	(92, 35.46923144203452)	(94, 35.42328229086168)	(96, 35.389711676777225)	(98, 35.337304438058524)	(100, 35.263616077972685)	(102, 35.185059552305276)	(104, 35.1196038850799)	(106, 35.034935078215675)	(108, 34.982535856089456)	(110, 34.862887610229464)	(112, 34.74758589721443)	(114, 34.54193212813821)	(116, 34.48587003398072)	(118, 34.33543857514088)	(120, 34.12078103113032)	(122, 33.810816891530955)	(124, 33.120961974605734)
HC_48hpi_1_R1	(1, 32.448812305303676)	(2, 32.52047761793502)	(3, 32.56268231023959)	(4, 32.61951184083053)	(5, 32.61531763869469)	(6, 36.140876891002605)	(7, 36.388375762198855)	(8, 36.43893750495278)	(9, 36.44413238351096)	(10, 36.45536912378766)	(12, 36.45183192975368)	(14, 36.44600696504658)	(16, 36.433174917153806)	(18, 36.430634959882326)	(20, 36.41467232543627)	(22, 36.41344936099719)	(24, 36.40390890219685)	(26, 36.3792764066985)	(28, 36.358726489759675)	(30, 36.31596050450285)	(32, 36.29362353590292)	(34, 36.27248056065528)	(36, 36.23344419734456)	(38, 36.1663408349291)	(40, 36.12040385274677)	(42, 36.084084823668846)	(44, 36.059274566381006)	(46, 36.0535859521134)	(48, 36.037497716596846)	(50, 36.02111755051004)	(52, 35.9978485372269)	(54, 35.993466851583804)	(56, 35.981242310075416)	(58, 35.993724621461936)	(60, 35.995264106041645)	(62, 35.99129128675919)	(64, 35.978881937361294)	(66, 35.94900826589589)	(68, 35.927250210321866)	(70, 35.91849263770871)	(72, 35.89266364029997)	(74, 18.609091033844596)	(76, 26.344805684733746)	(78, 34.324982304342385)	(80, 35.4800114925585)	(82, 35.57615049522022)	(84, 35.54890866564712)	(86, 35.49833841046245)	(88, 35.45292918756046)	(90, 35.36459000296327)	(92, 35.32470145033787)	(94, 35.40287352044913)	(96, 35.41886793831496)	(98, 35.36504577053679)	(100, 35.316706978702385)	(102, 35.267016025582606)	(104, 35.17773070681284)	(106, 35.114401864145876)	(108, 35.04582705425953)	(110, 34.945510023014336)	(112, 34.81077296287866)	(114, 34.70599020684196)	(116, 34.57209706551075)	(118, 34.45873412976988)	(120, 34.26578214288725)	(122, 33.942723976759815)	(124, 33.24465391976315)
HC_48hpi_1_R2	(1, 32.41146811693309)	(2, 32.48992536864223)	(3, 32.49977404080786)	(4, 32.5158831584597)	(5, 32.52685249825801)	(6, 36.23225231439496)	(7, 36.26868505905698)	(8, 36.25007769000912)	(9, 36.252554575825776)	(10, 36.24391901215086)	(12, 36.231682554587735)	(14, 36.22822854078914)	(16, 36.217245276983235)	(18, 36.206107658442306)	(20, 36.20131561696847)	(22, 36.189203880147964)	(24, 36.18765924136715)	(26, 36.177695836701886)	(28, 36.1758504592012)	(30, 36.16791463478684)	(32, 36.163182895427084)	(34, 36.14772435931912)	(36, 36.140159615096266)	(38, 36.12751601338029)	(40, 36.11000308744073)	(42, 36.10968190548682)	(44, 36.10274291043842)	(46, 36.09449245568164)	(48, 36.08146529330435)	(50, 36.06436492801541)	(52, 36.057235385137766)	(54, 36.04214645581489)	(56, 36.02432393143093)	(58, 36.00562034665758)	(60, 35.98905864923004)	(62, 35.96436997991624)	(64, 35.949844530898474)	(66, 35.934387859257384)	(68, 35.916604076858356)	(70, 35.88717101922856)	(72, 35.86459180575379)	(74, 35.860212961416394)	(76, 35.830035085062136)	(78, 35.80162903548731)	(80, 35.77511418642143)	(82, 35.7548866897918)	(84, 35.70298517245269)	(86, 35.68843777224008)	(88, 35.65436306792918)	(90, 35.599889712567105)	(92, 35.5463671740295)	(94, 35.498254531364566)	(96, 35.46516776988891)	(98, 35.431710914933234)	(100, 35.36609630987782)	(102, 35.303134330299834)	(104, 35.21846121149396)	(106, 35.15514012826158)	(108, 35.10203770892839)	(110, 35.00555661570124)	(112, 34.92066018298091)	(114, 34.812320172658886)	(116, 34.69341756664075)	(118, 34.54260655405388)	(120, 34.35928289896711)	(122, 34.083937518392545)	(124, 33.4304514226187)
HC_48hpi_2_R1	(1, 32.43138466056165)	(2, 32.51211278176951)	(3, 32.522640215633004)	(4, 32.506001573089435)	(5, 32.53114068597832)	(6, 36.05978064456335)	(7, 36.29953071823501)	(8, 36.371883509059906)	(9, 36.402697705428956)	(10, 36.40238689284587)	(12, 36.334266070350346)	(14, 36.37514864686891)	(16, 36.31884837118115)	(18, 36.35841179846085)	(20, 36.275471455484805)	(22, 36.307230900565045)	(24, 36.32135700614933)	(26, 36.302996376949466)	(28, 36.23695731850199)	(30, 36.177548399019955)	(32, 36.15638143074711)	(34, 36.133471003004686)	(36, 36.06976840323746)	(38, 36.00176513940099)	(40, 36.02747949238547)	(42, 36.01255423570291)	(44, 36.01021703523781)	(46, 35.96763862299923)	(48, 35.98935652791492)	(50, 35.97864945809832)	(52, 35.9499456678688)	(54, 35.940176564254585)	(56, 35.915643934135694)	(58, 35.904585654423514)	(60, 35.921962276625464)	(62, 35.87783842194091)	(64, 35.83772080796206)	(66, 35.85432694311481)	(68, 35.84810723801402)	(70, 35.83114253007081)	(72, 35.60971273272155)	(74, 24.575978834302717)	(76, 32.93599580420235)	(78, 35.44180853704103)	(80, 35.582420359891216)	(82, 35.524858581152586)	(84, 35.4563430577403)	(86, 35.401022816991)	(88, 35.31347980122686)	(90, 35.209905248004766)	(92, 35.241925207651434)	(94, 35.221881338562824)	(96, 35.23493649138204)	(98, 35.26026631047972)	(100, 35.139127540806115)	(102, 35.176588291217655)	(104, 35.064572605640706)	(106, 34.8946468899924)	(108, 34.797695745226136)	(110, 34.701345841249776)	(112, 34.53362848297848)	(114, 34.414934482783565)	(116, 34.30919939370915)	(118, 34.15864735667764)	(120, 34.0459411911541)	(122, 33.837823275917486)	(124, 33.193764213934074)
HC_48hpi_2_R2	(1, 32.371019753260185)	(2, 32.436826108008354)	(3, 32.44701624409254)	(4, 32.44800348237167)	(5, 32.456657615198345)	(6, 36.12933698541284)	(7, 36.17116115036775)	(8, 36.169213331660195)	(9, 36.158133196296326)	(10, 36.158196007993766)	(12, 36.13940543462414)	(14, 36.140807803319206)	(16, 36.13058258384602)	(18, 36.09623988253418)	(20, 36.07096185185597)	(22, 36.01939876601776)	(24, 35.98690122306357)	(26, 35.95918306671224)	(28, 35.9767259352641)	(30, 36.00340105141049)	(32, 36.04654681025207)	(34, 36.12835726500626)	(36, 36.129695328976766)	(38, 36.118695331360925)	(40, 36.09273810876867)	(42, 36.095265647134944)	(44, 36.073061546369885)	(46, 36.06987659239174)	(48, 36.05490655489387)	(50, 36.049167320271835)	(52, 36.034097011902205)	(54, 35.997041588422775)	(56, 35.974480719789405)	(58, 35.94990694404065)	(60, 35.93826565616729)	(62, 35.94232002850551)	(64, 35.898324553064434)	(66, 35.85786863246664)	(68, 35.85261514669831)	(70, 35.830240549619184)	(72, 35.80589694165344)	(74, 35.802159044584414)	(76, 35.76692351356166)	(78, 35.730505087497164)	(80, 35.68757585731722)	(82, 35.66299335407308)	(84, 35.62614997481336)	(86, 35.59108668708474)	(88, 35.55025664190258)	(90, 35.49728208632432)	(92, 35.45722589711262)	(94, 35.385329241550735)	(96, 35.34147907110267)	(98, 35.26416801978895)	(100, 35.172458108246886)	(102, 35.12616695965788)	(104, 35.06581255845349)	(106, 35.000747850363865)	(108, 34.90778616521267)	(110, 34.81465048500924)	(112, 34.69744177844535)	(114, 34.554323317245505)	(116, 34.43399448250578)	(118, 34.231745618295804)	(120, 34.009415001679415)	(122, 33.67637198086158)	(124, 32.96026454743834)
HC_48hpi_3_R1	(1, 32.392199030088115)	(2, 32.48114933036665)	(3, 32.49149378636267)	(4, 32.477435797948296)	(5, 32.50231225308899)	(6, 36.01005645239516)	(7, 36.261171303803906)	(8, 36.33743799313987)	(9, 36.37024949705056)	(10, 36.36724713445257)	(12, 36.299066874482236)	(14, 36.337172510236925)	(16, 36.27770799094314)	(18, 36.318734515098626)	(20, 36.23447470741155)	(22, 36.26372459753668)	(24, 36.27643307348188)	(26, 36.25650452327833)	(28, 36.183751754577585)	(30, 36.12452754573431)	(32, 36.10402812336634)	(34, 36.07706370466662)	(36, 36.01373177513674)	(38, 35.9389842049687)	(40, 35.965600008572956)	(42, 35.947312227927505)	(44, 35.94642982185044)	(46, 35.899420326501556)	(48, 35.92210152959275)	(50, 35.90980618986977)	(52, 35.880098783949876)	(54, 35.86986887518299)	(56, 35.84603192110721)	(58, 35.8336989237078)	(60, 35.848594650761676)	(62, 35.80224052246798)	(64, 35.76455844215485)	(66, 35.782636507431775)	(68, 35.773407345542594)	(70, 35.75418024487065)	(72, 35.526729422460434)	(74, 24.480632195953632)	(76, 32.84709415309581)	(78, 35.34720140444102)	(80, 35.49397575331493)	(82, 35.43664414255005)	(84, 35.36449443168813)	(86, 35.30991539696667)	(88, 35.221328166980264)	(90, 35.10557714143992)	(92, 35.140648147222365)	(94, 35.120661312035125)	(96, 35.13722250881244)	(98, 35.16257861410125)	(100, 35.03639687940879)	(102, 35.07473415395484)	(104, 34.954313084607975)	(106, 34.78051279097943)	(108, 34.68294198029342)	(110, 34.583098078616615)	(112, 34.41588836298028)	(114, 34.295675062327206)	(116, 34.187765701939256)	(118, 34.02656408299168)	(120, 33.906153438182386)	(122, 33.68351085317853)	(124, 33.01095657478559)
HC_48hpi_3_R2	(1, 32.378993138796524)	(2, 32.444233064166156)	(3, 32.45564367920872)	(4, 32.463200795311145)	(5, 32.469618118139735)	(6, 36.140385191557364)	(7, 36.183160836060544)	(8, 36.178634944406156)	(9, 36.16852453457096)	(10, 36.160427306031075)	(12, 36.14589473041802)	(14, 36.14988838803608)	(16, 36.14064152782874)	(18, 36.09981484604374)	(20, 36.07221815192847)	(22, 36.01956541355764)	(24, 35.98985569382427)	(26, 35.962445352719485)	(28, 35.978452611301826)	(30, 36.005746236776005)	(32, 36.0494783956428)	(34, 36.13168245577984)	(36, 36.135311902197174)	(38, 36.12385131614036)	(40, 36.093411192995944)	(42, 36.09477087794487)	(44, 36.073032108054726)	(46, 36.070026851633386)	(48, 36.05447126806335)	(50, 36.04875219356011)	(52, 36.03046218599149)	(54, 35.99664947433588)	(56, 35.969148933410764)	(58, 35.9459823204742)	(60, 35.93397561861276)	(62, 35.935705620641386)	(64, 35.89092031017664)	(66, 35.849708188663314)	(68, 35.84173116954483)	(70, 35.820653947837194)	(72, 35.79496898798948)	(74, 35.793488099979015)	(76, 35.75729194720749)	(78, 35.720726272889095)	(80, 35.67373497506925)	(82, 35.64758411427658)	(84, 35.61221368300599)	(86, 35.57691200818152)	(88, 35.534771767020686)	(90, 35.476744653571465)	(92, 35.43650989508431)	(94, 35.36341078210499)	(96, 35.32160503844875)	(98, 35.241897469409736)	(100, 35.147517711008)	(102, 35.0992285553136)	(104, 35.03755660553)	(106, 34.97129017750297)	(108, 34.876436082287896)	(110, 34.784566581036145)	(112, 34.66724749889558)	(114, 34.521639633809606)	(116, 34.39660243778298)	(118, 34.19175464480065)	(120, 33.96796979966534)	(122, 33.62718952924018)	(124, 32.897536912975426)
HC_6hpi_1_R1	(1, 32.33909270697563)	(2, 32.46960275340842)	(3, 32.46997126089707)	(4, 32.47819857743366)	(5, 32.501108708308784)	(6, 36.13765851756082)	(7, 36.34282147342079)	(8, 36.42974898009268)	(9, 36.378916442344824)	(10, 36.407123264459614)	(12, 36.46418296960461)	(14, 36.44787870131043)	(16, 36.39794604162532)	(18, 36.426733982475064)	(20, 36.410138507142065)	(22, 36.391804226808205)	(24, 36.401136890764455)	(26, 36.38674262276085)	(28, 36.37922721956093)	(30, 36.364640260580934)	(32, 36.33991856013544)	(34, 36.349285851586785)	(36, 36.34484246518801)	(38, 36.298995720005706)	(40, 36.2879558972992)	(42, 36.281574940931634)	(44, 36.27489725982399)	(46, 36.26252747788114)	(48, 36.24254146415426)	(50, 36.170163692414974)	(52, 36.21513431194463)	(54, 36.203837879691136)	(56, 36.188533595509284)	(58, 36.16699402747503)	(60, 36.14260368996107)	(62, 36.15329175218649)	(64, 36.14232363105631)	(66, 36.114493982385255)	(68, 36.093153361714975)	(70, 36.07898221641868)	(72, 36.077658845860135)	(74, 36.08157657721557)	(76, 36.07544954572573)	(78, 36.056098984558645)	(80, 36.02574591205136)	(82, 35.997959495428134)	(84, 35.97116578326549)	(86, 35.9568524140839)	(88, 35.92199271660728)	(90, 35.8761647941625)	(92, 35.8539357071946)	(94, 35.815105632760535)	(96, 35.81522607287092)	(98, 35.75962285713145)	(100, 35.69320680391725)	(102, 35.65948642742912)	(104, 35.59529673637632)	(106, 35.5042205980608)	(108, 35.39189967048162)	(110, 35.32294983448582)	(112, 35.282773788393456)	(114, 35.20960473963827)	(116, 35.07861554979747)	(118, 34.96503710469739)	(120, 34.861339833476656)	(122, 34.71339899349387)	(124, 34.17083526765414)
HC_6hpi_1_R2	(1, 32.06961633700195)	(2, 32.19417368864933)	(3, 32.1744810489615)	(4, 32.19020608902085)	(5, 32.22206563746439)	(6, 35.81424750917855)	(7, 35.83648679258098)	(8, 35.87822427423175)	(9, 35.786398411699814)	(10, 35.82807053105899)	(12, 35.84446631356325)	(14, 35.90590025091138)	(16, 35.95140451906552)	(18, 35.97871853498843)	(20, 35.95124942803619)	(22, 35.97272064324618)	(24, 36.01659904627769)	(26, 36.042240214648785)	(28, 36.01504446001189)	(30, 14.171877515196645)	(32, 31.19836302025975)	(34, 35.454809514828334)	(36, 35.745233348091006)	(38, 35.78094883911061)	(40, 35.73576760846633)	(42, 35.70014928320823)	(44, 35.67805142501015)	(46, 35.60796389432578)	(48, 35.72167641564631)	(50, 35.77734784671053)	(52, 35.786366976285315)	(54, 35.84923949613727)	(56, 35.858082614742756)	(58, 35.79313053056284)	(60, 35.74315524916383)	(62, 35.70502495702108)	(64, 35.69522622240706)	(66, 35.70699318450059)	(68, 35.76079900146161)	(70, 35.734085015762204)	(72, 35.74573878922965)	(74, 35.70783984381475)	(76, 35.70111472666535)	(78, 35.71755668527563)	(80, 35.668207881861846)	(82, 35.64747535504689)	(84, 35.6233983588784)	(86, 35.63181203284366)	(88, 35.57113464453573)	(90, 35.48759525831453)	(92, 35.4508167482347)	(94, 35.459315492149756)	(96, 35.50475620573614)	(98, 35.45195317343391)	(100, 35.40703088617066)	(102, 35.366171956748076)	(104, 35.33020612690168)	(106, 35.27488599635804)	(108, 35.20050526673238)	(110, 35.11805328475655)	(112, 35.058294841108506)	(114, 34.923223400161746)	(116, 34.87157959443665)	(118, 34.74046711551761)	(120, 34.56570777549304)	(122, 34.32379952452935)	(124, 33.73733658801083)
HC_6hpi_2_R1	(1, 32.30720260352906)	(2, 32.44205433997035)	(3, 32.43917393450877)	(4, 32.445064526867526)	(5, 32.4710587048429)	(6, 36.09259243565436)	(7, 36.29993967579575)	(8, 36.39091849326625)	(9, 36.33878382678178)	(10, 36.36820649690209)	(12, 36.42443355095945)	(14, 36.40483420789305)	(16, 36.35553659300689)	(18, 36.383115813437186)	(20, 36.36474400104049)	(22, 36.34560901356934)	(24, 36.353286394430086)	(26, 36.341050869630166)	(28, 36.33110213855012)	(30, 36.31508551251865)	(32, 36.28772256468164)	(34, 36.29828260504681)	(36, 36.2963212074286)	(38, 36.24575314161599)	(40, 36.23055462859618)	(42, 36.22441739731926)	(44, 36.21761165029184)	(46, 36.20290553401045)	(48, 36.18248675543012)	(50, 36.11022388515026)	(52, 36.155546120945324)	(54, 36.13963865636911)	(56, 36.12428589053792)	(58, 36.10012750577741)	(60, 36.073863128488036)	(62, 36.08452422271724)	(64, 36.07617548403363)	(66, 36.04534509440299)	(68, 36.02312488723247)	(70, 36.0098586569282)	(72, 36.007348927034656)	(74, 36.010796983230634)	(76, 36.00602650539581)	(78, 35.984050492780796)	(80, 35.95166172753231)	(82, 35.92474539997755)	(84, 35.89444767921523)	(86, 35.8806202677678)	(88, 35.84222931850306)	(90, 35.79348257963565)	(92, 35.76959183513806)	(94, 35.727373644241425)	(96, 35.72787348167122)	(98, 35.66864462251631)	(100, 35.596004450138146)	(102, 35.55744891243911)	(104, 35.49014832702102)	(106, 35.38725219008304)	(108, 35.26633411358873)	(110, 35.18968494954295)	(112, 35.14371439960553)	(114, 35.06603484791431)	(116, 34.92055434644086)	(118, 34.79710543086476)	(120, 34.68441511004701)	(122, 34.52265538284238)	(124, 33.934313006743494)
HC_6hpi_2_R2	(1, 32.11717015396785)	(2, 32.23980198420617)	(3, 32.22382934238493)	(4, 32.2443834860022)	(5, 32.27086464202491)	(6, 35.87653975377667)	(7, 35.904813686597514)	(8, 35.93786859100855)	(9, 35.855118392816955)	(10, 35.89245139201971)	(12, 35.905430691215365)	(14, 35.970966499090096)	(16, 36.01585305099486)	(18, 36.043612025367125)	(20, 36.01887770085288)	(22, 36.04135485795446)	(24, 36.087254902716104)	(26, 36.11486959767265)	(28, 36.089494560490934)	(30, 14.184000134193864)	(32, 31.3624802126178)	(34, 35.53098500342703)	(36, 35.8175337334811)	(38, 35.85387405688472)	(40, 35.811667468423074)	(42, 35.775025000469356)	(44, 35.75191613622818)	(46, 35.687447385192755)	(48, 35.79116872728109)	(50, 35.84039661542802)	(52, 35.84871953668947)	(54, 35.91981114316529)	(56, 35.932223279813655)	(58, 35.871654441147925)	(60, 35.817363288387355)	(62, 35.77771088187104)	(64, 35.766481400507686)	(66, 35.782502368427586)	(68, 35.83871026687834)	(70, 35.81502510891655)	(72, 35.827434563853984)	(74, 35.79022173705749)	(76, 35.78678620067488)	(78, 35.80205717493775)	(80, 35.753446255127656)	(82, 35.73432283853752)	(84, 35.71237097779965)	(86, 35.723519074149884)	(88, 35.66337447238844)	(90, 35.58028209245055)	(92, 35.54479683672187)	(94, 35.5574475977646)	(96, 35.60191508359844)	(98, 35.5524852160561)	(100, 35.511135088612875)	(102, 35.47279741434857)	(104, 35.43583886318187)	(106, 35.38712478755019)	(108, 35.31643194485203)	(110, 35.23747817092864)	(112, 35.184626278684064)	(114, 35.05265869027533)	(116, 35.00747996932655)	(118, 34.88380597244729)	(120, 34.72312723281104)	(122, 34.49804664900462)	(124, 33.94512464912573)
HC_6hpi_3_R1	(1, 32.352668834146364)	(2, 32.47975690431787)	(3, 32.47395369953418)	(4, 32.482984565328735)	(5, 32.5050193158687)	(6, 36.13638652400792)	(7, 36.33673985943503)	(8, 36.42207731201106)	(9, 36.37069281531429)	(10, 36.39681770335804)	(12, 36.45443414176475)	(14, 36.43574154528936)	(16, 36.38538851498784)	(18, 36.41374181323221)	(20, 36.395373820707356)	(22, 36.37757637754622)	(24, 36.38607408960105)	(26, 36.373382107066725)	(28, 36.366099149636284)	(30, 36.3506628108254)	(32, 36.325455608128266)	(34, 36.3356979116799)	(36, 36.33211456374892)	(38, 36.28448860419627)	(40, 36.2708102953593)	(42, 36.26419522713249)	(44, 36.256611271107104)	(46, 36.24451927829843)	(48, 36.225540947059635)	(50, 36.15293196198169)	(52, 36.19820020772593)	(54, 36.18547202811485)	(56, 36.1713022947511)	(58, 36.14836972029129)	(60, 36.123066662613006)	(62, 36.134201209105655)	(64, 36.12496559115785)	(66, 36.094955113508476)	(68, 36.074520760470406)	(70, 36.06022440824333)	(72, 36.05780327935153)	(74, 36.06156564677142)	(76, 36.05772960651764)	(78, 36.036787323258686)	(80, 36.00666938168497)	(82, 35.97929502974823)	(84, 35.951372231188785)	(86, 35.93745536439597)	(88, 35.90274954565963)	(90, 35.85623405368243)	(92, 35.83169124949008)	(94, 35.79282857670141)	(96, 35.79360442992896)	(98, 35.735343039605524)	(100, 35.66750804911589)	(102, 35.632666957459946)	(104, 35.56893606038443)	(106, 35.47257626875875)	(108, 35.36014113200048)	(110, 35.28633090073859)	(112, 35.245720610815816)	(114, 35.174142898158735)	(116, 35.03782951217036)	(118, 34.9249797426785)	(120, 34.81872177841193)	(122, 34.667735910659914)	(124, 34.11591321608449)
HC_6hpi_3_R2	(1, 32.13207048713229)	(2, 32.256221971908865)	(3, 32.23391360177478)	(4, 32.25156256231126)	(5, 32.279839685598596)	(6, 35.88443091736788)	(7, 35.90821637916977)	(8, 35.94720930011429)	(9, 35.8556621161325)	(10, 35.89719141123989)	(12, 35.909828080892055)	(14, 35.97024713327417)	(16, 36.0155249316696)	(18, 36.04065897759654)	(20, 36.014510743897596)	(22, 36.0369406675495)	(24, 36.0800578220079)	(26, 36.106655477309374)	(28, 36.07962369216433)	(30, 14.185201437524684)	(32, 31.42998564459471)	(34, 35.538623932321855)	(36, 35.81970763594321)	(38, 35.85469034685355)	(40, 35.80956678796288)	(42, 35.775416299775245)	(44, 35.754899830375216)	(46, 35.688232433387654)	(48, 35.794603163693736)	(50, 35.84504329808546)	(52, 35.85511445490546)	(54, 35.918728527997814)	(56, 35.930220735477256)	(58, 35.868486731802236)	(60, 35.818829289657444)	(62, 35.779440781003714)	(64, 35.77175004310257)	(66, 35.78288903043202)	(68, 35.83851367813617)	(70, 35.81447881099807)	(72, 35.82659990227921)	(74, 35.788544261841196)	(76, 35.78288721200026)	(78, 35.80135816175832)	(80, 35.75246711306403)	(82, 35.73355739869902)	(84, 35.708642495229554)	(86, 35.72017105180465)	(88, 35.66238825037183)	(90, 35.58014695451587)	(92, 35.54498472437864)	(94, 35.55500177612408)	(96, 35.59853194406292)	(98, 35.550210368318645)	(100, 35.507841131728185)	(102, 35.470171873463016)	(104, 35.43547046465355)	(106, 35.38205468160045)	(108, 35.31314127679714)	(110, 35.232993609548544)	(112, 35.18318633066119)	(114, 35.04991737087653)	(116, 35.007522607798435)	(118, 34.88407234067215)	(120, 34.72369367015137)	(122, 34.50013106682538)	(124, 33.941610257489245)
HI_24hpi_1_R1	(1, 32.417107164471446)	(2, 32.50105880020655)	(3, 32.50727269602479)	(4, 32.49287469648918)	(5, 32.519246781818126)	(6, 36.02097386986755)	(7, 36.26752045407079)	(8, 36.343629662304934)	(9, 36.372979090561316)	(10, 36.36577351329648)	(12, 36.29872696435004)	(14, 36.33346725258727)	(16, 36.272032829207085)	(18, 36.310081916713756)	(20, 36.22855490197867)	(22, 36.256559621085245)	(24, 36.26832747052026)	(26, 36.250512461280294)	(28, 36.175779930245994)	(30, 36.11587562363336)	(32, 36.0943703046717)	(34, 36.06494915446976)	(36, 36.003569554261)	(38, 35.9299895219351)	(40, 35.95559988917036)	(42, 35.93407503162958)	(44, 35.93706494657306)	(46, 35.88893829708397)	(48, 35.90986240776553)	(50, 35.89908692504511)	(52, 35.86917983131393)	(54, 35.861664102774625)	(56, 35.83575776877552)	(58, 35.821066990461034)	(60, 35.83386744616268)	(62, 35.78993567272228)	(64, 35.751189753389085)	(66, 35.7646084264238)	(68, 35.75413774389091)	(70, 35.733001356047154)	(72, 35.50100994691056)	(74, 24.46061558922497)	(76, 32.81336634826361)	(78, 35.32219172866262)	(80, 35.46765113655647)	(82, 35.406898975527994)	(84, 35.33311123836049)	(86, 35.272091106156324)	(88, 35.18258168161393)	(90, 35.06249801856928)	(92, 35.097319992449194)	(94, 35.075976614070925)	(96, 35.090838400087904)	(98, 35.11969271089788)	(100, 34.986829119339134)	(102, 35.02187060192327)	(104, 34.89906143417103)	(106, 34.72058783770194)	(108, 34.620382591324486)	(110, 34.51919278148763)	(112, 34.3461613190715)	(114, 34.22290205793118)	(116, 34.10866679568201)	(118, 33.949760561285046)	(120, 33.8206414532914)	(122, 33.597091311707494)	(124, 32.91122060572419)
