Sample	featurecounts-Assigned	featurecounts-percent_assigned	salmon-percent_mapped	salmon-num_mapped	salmon-library_types	salmon-compatible_fragment_ratio	salmon-strand_mapping_bias	star-total_reads	star-mapped	star-mapped_percent	star-uniquely_mapped	star-uniquely_mapped_percent	star-multimapped	fastp-pct_duplication	fastp-after_filtering_q30_rate	fastp-after_filtering_q30_bases	fastp-filtering_result_passed_filter_reads	fastp-after_filtering_gc_content	fastp-pct_surviving_reads	fastp-pct_surviving_bases	fastp-pct_adapter	fastp-before_filtering_read1_mean_length	fastp-before_filtering_read2_mean_length	fastqc-percent_duplicates	fastqc-percent_gc	fastqc-avg_sequence_length	fastqc-median_sequence_length	fastqc-percent_fails	fastqc-total_sequences
SRR18856601														29.835099999999997	94.74430000000001	6027.813069	42.504177999999996	44.5201	99.64496589195046	99.4350096735983	1.7768912982626908	150.0	150.0						
SRR18856602														30.6174	94.5264	6537.26595	46.20384	44.3304	99.61810627230145	99.40584093627258	1.8676174187488892	150.0	150.0						
SRR18856603														30.2124	94.7805	6381.343874	44.972662	44.1415	99.66076570394053	99.46667024481634	1.8789363339915237	150.0	150.0						
SRR18856604														29.8095	94.4644	6629.195452	46.897542	44.4418	99.56773026286876	99.32763667080768	2.0100742347118263	150.0	150.0						
SRR18856605														28.7719	94.3713	6609.921558999999	46.810894	44.3683	99.59356982918402	99.3457655903618	2.342221139713345	150.0	150.0						
SRR18856606														29.667900000000003	94.2692	6437.232811999999	45.626647999999996	44.4297	99.56254724276803	99.33800241720041	1.9100458418508517	150.0	150.0						
SRR18856607														30.696800000000003	94.3278	6597.656387999999	46.72589	44.6697	99.56785497315181	99.36196721735325	1.8425253293880566	150.0	150.0						
SRR18856608														30.241699999999998	94.6275	6972.082471	49.231998	44.640800000000006	99.61117406276428	99.38358828415646	2.102746405139574	150.0	150.0						
SRR18856609														31.9583	94.784	7796.829478	54.961818	44.7046	99.60717000018268	99.38511245137363	2.1385582694268876	150.0	150.0						
STARpass1								24.615999	22.853008	92.83999999999999	21.220841999999998	86.21	1.632166																
YR_M1			81.64981569542431	18.627036999999998	IU	100.0	0.0	22.813323999999998	21.108494999999998	92.52	19.56746	85.77	1.541035																
YR_M1_R1																								59.28260246912157	44.0	150.15248902351976	150	18.181818181818183	22.813323999999998
YR_M1_R2																								57.87191225599606	44.0	150.15223005205203	150	18.181818181818183	22.813323999999998
YR_M2			81.92480152162871	19.174865999999998	IU	100.0	0.0	23.405447	21.706051	92.74	20.180519	86.22	1.5255319999999999																
YR_M2_R1																								58.78619031402538	44.0	150.1145603414453	150	18.181818181818183	23.405447
YR_M2_R2																								57.37999248372413	44.0	150.11459580327605	150	18.181818181818183	23.405447
YR_M3			82.29870554836329	19.298035	IU	100.0	0.0	23.448771	21.727280999999998	92.66000000000001	20.207572	86.18	1.519709																
YR_M3_R1																								59.14087086262726	44.0	150.12823629434567	150	18.181818181818183	23.448771
YR_M3_R2																								57.96804864114213	44.0	150.12813392224265	150	18.181818181818183	23.448771
YR_P1			80.77340407379043	18.162975	IU	100.0	0.0	22.486331	20.547674	91.38	18.986525	84.44	1.561149																
YR_P1_R1																								58.78426742929415	44.0	150.19864067641805	150	18.181818181818183	22.486331
YR_P1_R2																								57.93977552963261	44.0	150.1983562814227	150	18.181818181818183	22.486331
YR_P2			81.25444984659283	18.771338	IU	100.0	0.0	23.10192	21.29927	92.2	19.703522	85.29	1.595748																
YR_P2_R1																								60.14585287757511	44.0	150.17122379871458	150	18.181818181818183	23.10192
YR_P2_R2																								59.09527656224264	44.0	150.17108359391773	150	18.181818181818183	23.10192
YR_P3			82.07548914367901	17.442756	IU	100.0	0.0	21.252088999999998	19.495257	91.73	18.087713	85.11	1.407544																
YR_P3_R1																								59.40111938886318	44.0	150.17541447337248	150	18.181818181818183	21.252088999999998
YR_P3_R2																								58.58811704849521	44.0	150.17528498022006	150	18.181818181818183	21.252088999999998
results/alignment/PRJNA830488/GW_M1/Aligned.sortedByCoord.out.bam	16.799979999999998	63.902463423879055																											
results/alignment/PRJNA830488/GW_M2/Aligned.sortedByCoord.out.bam	19.085061	63.11066148789431																											
results/alignment/PRJNA830488/GW_M3/Aligned.sortedByCoord.out.bam	19.093583	62.530421776807955																											
results/alignment/PRJNA830488/GW_P1/Aligned.sortedByCoord.out.bam	19.399991	63.08629757501688																											
results/alignment/PRJNA830488/GW_P2/Aligned.sortedByCoord.out.bam	17.201054	60.50048988324966																											
results/alignment/PRJNA830488/GW_P3/Aligned.sortedByCoord.out.bam	16.669397999999997	64.76468163842924																											
results/alignment/PRJNA830488/YR_M1/Aligned.sortedByCoord.out.bam	16.206495999999998	63.669341278596505																											
results/alignment/PRJNA830488/YR_M2/Aligned.sortedByCoord.out.bam	16.702575	64.45721212280255																											
results/alignment/PRJNA830488/YR_M3/Aligned.sortedByCoord.out.bam	16.75345	64.6217459429565																											
results/alignment/PRJNA830488/YR_P1/Aligned.sortedByCoord.out.bam	15.619857999999999	61.19583468057462																											
results/alignment/PRJNA830488/YR_P2/Aligned.sortedByCoord.out.bam	16.238795	63.0737922191228																											
results/alignment/PRJNA830488/YR_P3/Aligned.sortedByCoord.out.bam	14.993723999999998	62.9652491693822																											
