Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73
GW_P3_R1 - polya	(1, 0.0012669635613147229)	(2, 0.011924866492644655)	(3, 0.016449124885582703)	(4, 0.020947701584710317)	(5, 0.024718630292542315)	(6, 0.028682171703952562)	(7, 0.032435979282577604)	(8, 0.03999067754514681)	(9, 0.048662529488469886)	(10, 0.05963503316897763)	(12, 0.06989272970509497)	(14, 0.08117341371132791)	(16, 0.09289496679463997)	(18, 0.10605683487248718)	(20, 0.11860662258118572)	(22, 0.12940149454617128)	(24, 0.14146118993132073)	(26, 0.1526348668800102)	(28, 0.1625116182912728)	(30, 0.1722171584104658)	(32, 0.18152677241674797)	(34, 0.19030777155876538)	(36, 0.20083084559759054)	(38, 0.2109194709827892)	(40, 0.21982459831155704)	(42, 0.23286875862610643)	(44, 0.24306011078654682)	(46, 0.2525387959437477)	(48, 0.26245835017802766)	(50, 0.2704153949769603)	(52, 0.27793799112226647)	(54, 0.2857131239233752)	(56, 0.2937386532391357)	(58, 0.3016058121097319)	(60, 0.30932530124091806)	(62, 0.317162498135402)	(64, 0.32483062387896733)	(66, 0.3325950559743217)	(68, 0.3403744690577323)	(70, 0.3477814975808915)	(72, 0.35456574502914767)	(74, 0.3611231375154117)	(76, 0.36882764565854176)	(78, 0.375397878991711)	(80, 0.382612294811292)	(82, 0.38930665633121164)	(84, 0.39576988260683743)	(86, 0.4022331088824632)	(88, 0.40859574852399816)	(90, 0.4145410606411135)	(92, 0.42139593274734843)	(94, 0.4284327168514072)	(96, 0.43478465578718783)	(98, 0.4409546827251445)	(100, 0.4477560513026076)	(102, 0.4543006029419664)	(104, 0.4608280334521183)	(106, 0.4673383428330632)	(108, 0.47383153108480114)	(110, 0.4803825031476126)	(112, 0.48664027587275493)	(114, 0.49324689160548896)	(116, 0.49923286640447084)	(118, 0.5053665109428627)	(120, 0.5114059892706164)	(122, 0.5176744627015131)	(124, 0.5238851523213361)	(126, 0.5299781341778615)	(128, 0.5357543751440582)	(130, 0.5422539838192488)	(132, 0.5485224572501455)	(134, 0.5545341137429378)	(136, 0.5602932335799276)	(138, 0.5657420329500411)
GW_P3_R2 - polya	(1, 0.001433894571082541)	(2, 0.012673915895448968)	(3, 0.017609081389353954)	(4, 0.023888255526004962)	(5, 0.0313915904009533)	(6, 0.038184398413812985)	(7, 0.045328189575415255)	(8, 0.05711180675210253)	(9, 0.07019662974851844)	(10, 0.08706522229967155)	(12, 0.10466146284212029)	(14, 0.12319080492634811)	(16, 0.14127071736889335)	(18, 0.15990706651066464)	(20, 0.1770752788229395)	(22, 0.19238798875741053)	(24, 0.20830421849642672)	(26, 0.22283791705198125)	(28, 0.23591417948379367)	(30, 0.24861591721420395)	(32, 0.2601063350532221)	(34, 0.2710938197217859)	(36, 0.2835772630548075)	(38, 0.294406377278207)	(40, 0.3051199238794595)	(42, 0.3196557625761649)	(44, 0.33153140582233964)	(46, 0.342131524942596)	(48, 0.3531254300346125)	(50, 0.3614741206641543)	(52, 0.3701438324663265)	(54, 0.37880498370389526)	(56, 0.3876352060923826)	(58, 0.3958897305112862)	(60, 0.40379541192259794)	(62, 0.4119707511189193)	(64, 0.42006048466920587)	(66, 0.4277542921065816)	(68, 0.4358911087621873)	(70, 0.4437518472093308)	(72, 0.451126773615227)	(74, 0.458848402887564)	(76, 0.4666791793585954)	(78, 0.47343346483073945)	(80, 0.48059865740385044)	(82, 0.48726091680650707)	(84, 0.493852551551185)	(86, 0.5003842623436386)	(88, 0.5068710301719239)	(90, 0.5129661521696002)	(92, 0.5197182975005934)	(94, 0.5264362005731726)	(96, 0.5329593508010227)	(98, 0.5396836742970545)	(100, 0.5462389266421677)	(102, 0.5525395021903274)	(104, 0.559221022863342)	(106, 0.5652112779446256)	(108, 0.5721132331561796)	(110, 0.5780970678140107)	(112, 0.5839054108974704)	(114, 0.5898507230145857)	(116, 0.5950362850231424)	(118, 0.6007140794963991)	(120, 0.6067471374007001)	(122, 0.6125982833071772)	(124, 0.6186570229052887)	(126, 0.6245488314936323)	(128, 0.6301538611677595)	(130, 0.6360863324379696)	(132, 0.6419203572152398)	(134, 0.6474804439251987)	(136, 0.652753751720941)	(138, 0.6580056581051746)
YR_M1_R1 - polya	(1, 0.001174752087858832)	(2, 0.012326130115891924)	(3, 0.016832268721559383)	(4, 0.020864999769432985)	(5, 0.02530977072871976)	(6, 0.029566055345551574)	(7, 0.033620703409989704)	(8, 0.04104618862205262)	(9, 0.05006723264001335)	(10, 0.060666301850620274)	(12, 0.07123030383472395)	(14, 0.08353670863570781)	(16, 0.0966759600661438)	(18, 0.11013519993842194)	(20, 0.12316267458437885)	(22, 0.13451788086646208)	(24, 0.1455180314801999)	(26, 0.1560206658179229)	(28, 0.16581538052061157)	(30, 0.17582269028397615)	(32, 0.18556480414690996)	(34, 0.19477871791063855)	(36, 0.20436083755265125)	(38, 0.21395172400128976)	(40, 0.2224095006935421)	(42, 0.23294720225776833)	(44, 0.24227508450763247)	(46, 0.25197555603909366)	(48, 0.2610207087752754)	(50, 0.26916288042899844)	(52, 0.27734450271253763)	(54, 0.2854669490513526)	(56, 0.29357186177691597)	(58, 0.30194197040291015)	(60, 0.3098671635926443)	(62, 0.31788221655029314)	(64, 0.32590165291125484)	(66, 0.3332372783554032)	(68, 0.3406167378326806)	(70, 0.3479764719950499)	(72, 0.3551915538480933)	(74, 0.36270689882807083)	(76, 0.3703581293107484)	(78, 0.3771217206225625)	(80, 0.3844310456468334)	(82, 0.39111135229570226)	(84, 0.3980700050549407)	(86, 0.40518865203510024)	(88, 0.411568695557035)	(90, 0.4183739292003217)	(92, 0.4255342185119538)	(94, 0.4327690256799053)	(96, 0.4395896012347872)	(98, 0.4467038648116337)	(100, 0.45383127859841904)	(102, 0.46039542505949593)	(104, 0.46695299641560345)	(106, 0.47378672218042406)	(108, 0.48144014436475807)	(110, 0.488304553952769)	(112, 0.4948358248889991)	(114, 0.5008914965657789)	(116, 0.5066578636239067)	(118, 0.5128691461182947)	(120, 0.5190146775629891)	(122, 0.5249717226652284)	(124, 0.5309419179774065)	(126, 0.5366995182289087)	(128, 0.5425338280383867)	(130, 0.5482475942567597)	(132, 0.554493943977651)	(134, 0.5608805626045551)	(136, 0.5665526864914556)	(138, 0.5722554942015464)
YR_M1_R2 - polya	(1, 0.0013369380104363573)	(2, 0.012738170027305096)	(3, 0.01830509223469583)	(4, 0.024880197204054964)	(5, 0.03351111832716706)	(6, 0.04047196278806192)	(7, 0.04755992594503107)	(8, 0.059794004591351965)	(9, 0.07359734162369325)	(10, 0.09168764709605667)	(12, 0.11015273355167357)	(14, 0.1291854707363118)	(16, 0.14850751253960187)	(18, 0.16802461579031622)	(20, 0.1861127295610232)	(22, 0.20196969104546098)	(24, 0.21686230380105942)	(26, 0.23019223327560684)	(28, 0.24286246055156188)	(30, 0.25540118572812975)	(32, 0.2670698053470858)	(34, 0.27813789871217365)	(36, 0.28982405194438127)	(38, 0.30041873775167527)	(40, 0.31005784163675576)	(42, 0.3215555085265085)	(44, 0.3321940283669315)	(46, 0.3432445881187678)	(48, 0.35355216100906645)	(50, 0.36248334525911263)	(52, 0.371497814172104)	(54, 0.3803150299360146)	(56, 0.38881225725808305)	(58, 0.3974081111546919)	(60, 0.4049431814495774)	(62, 0.4136420453240396)	(64, 0.4219376360937144)	(66, 0.42973790228903075)	(68, 0.437522826572752)	(70, 0.44478612586223737)	(72, 0.45216777704117117)	(74, 0.4599351677116408)	(76, 0.4678932364262218)	(78, 0.4752661207985298)	(80, 0.4828099579000412)	(82, 0.48990011275866685)	(84, 0.49695520039078916)	(86, 0.5040891892825439)	(88, 0.5110105831136225)	(90, 0.5176799312542091)	(92, 0.5247481690962703)	(94, 0.5315512110379005)	(96, 0.5383849368027211)	(98, 0.5455167339928193)	(100, 0.5521970406416881)	(102, 0.5587831041193296)	(104, 0.5652595825141483)	(106, 0.5716462011410525)	(108, 0.5791637378226864)	(110, 0.5858002104384262)	(112, 0.5920093012311577)	(114, 0.5979729214383664)	(116, 0.6037524387064331)	(118, 0.6094223708916772)	(120, 0.6153224317508488)	(122, 0.6210077058476879)	(124, 0.6271357036791306)	(126, 0.6325404399639438)	(128, 0.638041611121641)	(130, 0.6437071599035722)	(132, 0.649293807425871)	(134, 0.655060174483999)	(136, 0.6600988965921845)	(138, 0.6655956843465687)
YR_M2_R1 - polya	(1, 0.00108521747095879)	(2, 0.01156141132446648)	(3, 0.015731380819174273)	(4, 0.019559549535627326)	(5, 0.02380215169571425)	(6, 0.027455147513311753)	(7, 0.03107396325308378)	(8, 0.038529492728765234)	(9, 0.046809616581986235)	(10, 0.05731144549386303)	(12, 0.06815507518399457)	(14, 0.08005615103185168)	(16, 0.09306167064444443)	(18, 0.10649230497499151)	(20, 0.11870313777814198)	(22, 0.1297475754254982)	(24, 0.14051002743079422)	(26, 0.14998645400790678)	(28, 0.1599435379294401)	(30, 0.16945414458437816)	(32, 0.17839009868087544)	(34, 0.18748627189217965)	(36, 0.19756939485069436)	(38, 0.20679801586357227)	(40, 0.21478974531014083)	(42, 0.22478955432895598)	(44, 0.23384086618811423)	(46, 0.24366336605320976)	(48, 0.2528855783014954)	(50, 0.2606423197130138)	(52, 0.2680188077587239)	(54, 0.2761216224582252)	(56, 0.28418812082503697)	(58, 0.2920644925089446)	(60, 0.2998789128017935)	(62, 0.30793259363942077)	(64, 0.3159435493797662)	(66, 0.3232089521725434)	(68, 0.33059398523770983)	(70, 0.33801106212583765)	(72, 0.34504147688356474)	(74, 0.3523047434214779)	(76, 0.36007002985245273)	(78, 0.3667394175381483)	(80, 0.3741821294846452)	(82, 0.38075538570145656)	(84, 0.38754226740467723)	(86, 0.3945491833588993)	(88, 0.40159668815553917)	(90, 0.4081955794307197)	(92, 0.4146769766883751)	(94, 0.42185052052199645)	(96, 0.42850709067850745)	(98, 0.4354392377124863)	(100, 0.4423713847464652)	(102, 0.44917962899832675)	(104, 0.455981464485596)	(106, 0.46297129040090534)	(108, 0.47150990109268154)	(110, 0.47831387283481486)	(112, 0.48477818005355766)	(114, 0.4909861366886093)	(116, 0.49685656505513437)	(118, 0.503246103353634)	(120, 0.5093814273233064)	(122, 0.5154761624505613)	(124, 0.5215708975778159)	(126, 0.5273046056330393)	(128, 0.5338095016941997)	(130, 0.5398422854303957)	(132, 0.5461805536121571)	(134, 0.5522603349553632)	(136, 0.5579854979911301)	(138, 0.563900787709801)
YR_M2_R2 - polya	(1, 0.001303115467096185)	(2, 0.011950209709731244)	(3, 0.016880685936055826)	(4, 0.02218287050873243)	(5, 0.029241056579692754)	(6, 0.03576090642490186)	(7, 0.042246576192285494)	(8, 0.05303893576567882)	(9, 0.06568556456110408)	(10, 0.08170747604179489)	(12, 0.09873983607320125)	(14, 0.11641093630897115)	(16, 0.13458192018293863)	(18, 0.15191549215018196)	(20, 0.16823861556670977)	(22, 0.18268397095770056)	(24, 0.19644145228245374)	(26, 0.20910944362651993)	(28, 0.2211301497467662)	(30, 0.23257406705370762)	(32, 0.2434305142730237)	(34, 0.2537165814436272)	(36, 0.2644811697037873)	(38, 0.2747544193452063)	(40, 0.2840044029067251)	(42, 0.2946899497369138)	(44, 0.30485638663512815)	(46, 0.3156572912279778)	(48, 0.32574895920594893)	(50, 0.33438583762147334)	(52, 0.34311457499615367)	(54, 0.3518454486256981)	(56, 0.36051437086418386)	(58, 0.36939478233421474)	(60, 0.37779240020496085)	(62, 0.38601911768657954)	(64, 0.39388908060589484)	(66, 0.4015539630582573)	(68, 0.4094986948978159)	(70, 0.417595100832725)	(72, 0.42493313629088136)	(74, 0.4326535613697102)	(76, 0.4406581083454634)	(78, 0.44752189522379127)	(80, 0.45459717133366434)	(82, 0.4612857853131367)	(84, 0.46794876423424)	(86, 0.47514794312623043)	(88, 0.4821954479228703)	(90, 0.48923013519032554)	(92, 0.49634813639748043)	(94, 0.503758804521016)	(96, 0.5108511706698018)	(98, 0.5177619551551398)	(100, 0.524215581099562)	(102, 0.5305132604389056)	(104, 0.536787440974744)	(106, 0.5438798071235298)	(108, 0.5513460178735318)	(110, 0.5579128653257509)	(112, 0.5644968028168827)	(114, 0.5706748518838372)	(116, 0.5764897376238959)	(118, 0.5823281221674595)	(120, 0.5882220493374897)	(122, 0.594028390058092)	(124, 0.5998539570724712)	(126, 0.6057350667133168)	(128, 0.611353417005879)	(130, 0.6170935338256945)	(132, 0.6230921374840652)	(134, 0.6289241132630365)	(136, 0.6342647504232668)	(138, 0.6396822927586044)
YR_M3_R1 - polya	(1, 0.0008443939343345542)	(2, 0.010384339545983029)	(3, 0.014653219991785498)	(4, 0.018512697317910606)	(5, 0.022508642350594837)	(6, 0.025852101161293273)	(7, 0.029502612311749728)	(8, 0.036552022278694266)	(9, 0.04520492779770846)	(10, 0.0555722088803716)	(12, 0.06526994527772906)	(14, 0.07635794643565755)	(16, 0.08868481849219305)	(18, 0.10126117057478193)	(20, 0.11321275643827985)	(22, 0.12411737911551954)	(24, 0.1344782632744377)	(26, 0.14470267972679676)	(28, 0.15470533615599724)	(30, 0.164204767917261)	(32, 0.17336516272004193)	(34, 0.18230592980757926)	(36, 0.19208682621362116)	(38, 0.2010147994536686)	(40, 0.2086761817922142)	(42, 0.21826090587007735)	(44, 0.227310420661279)	(46, 0.23631728929418092)	(48, 0.2453262902349978)	(50, 0.253360826458666)	(52, 0.2613036734419898)	(54, 0.2690567450208798)	(56, 0.2767650381335551)	(58, 0.28485501436301286)	(60, 0.29276161211178187)	(62, 0.3008899698837095)	(64, 0.3082379029587521)	(66, 0.31561995296043444)	(68, 0.3227503906281485)	(70, 0.3296697298122788)	(72, 0.33640569051572045)	(74, 0.34362781742377885)	(76, 0.35120177513781)	(78, 0.35804435123700085)	(80, 0.365304859687529)	(82, 0.3719448665347962)	(84, 0.378798104173562)	(86, 0.3858709695275714)	(88, 0.39259840099935306)	(90, 0.3991723063012556)	(92, 0.4060127500925315)	(94, 0.41301524928534633)	(96, 0.4202437731171497)	(98, 0.4272142876912398)	(100, 0.43405473148251567)	(102, 0.44036849521878996)	(104, 0.4467931389666435)	(106, 0.4537529920011586)	(108, 0.46140797741595924)	(110, 0.4681759227381256)	(112, 0.4738969048740337)	(114, 0.4797991331827156)	(116, 0.48566937687267275)	(118, 0.4918168205915781)	(120, 0.49794507353924855)	(122, 0.5041351634164537)	(124, 0.5104638533081329)	(126, 0.5165302693262688)	(128, 0.5223194853154565)	(130, 0.528287815169503)	(132, 0.5345141542812628)	(134, 0.5404291764374346)	(136, 0.545953986245164)	(138, 0.5515257068270231)
YR_M3_R2 - polya	(1, 0.0013646770655911988)	(2, 0.011424905808496318)	(3, 0.015992309362396862)	(4, 0.02121646375411317)	(5, 0.0283596952693171)	(6, 0.03551145601618098)	(7, 0.04249263212984595)	(8, 0.053909008706682325)	(9, 0.06666021003830008)	(10, 0.08320052253484841)	(12, 0.1012824936539318)	(14, 0.11970350173149799)	(16, 0.13819914058608873)	(18, 0.1558781055092397)	(20, 0.17282142420172042)	(22, 0.18803117655931734)	(24, 0.20183147338510832)	(26, 0.2149558286018487)	(28, 0.22723792219216948)	(30, 0.23934943114929136)	(32, 0.2503350815273005)	(34, 0.26084949185609774)	(36, 0.27173065914627254)	(38, 0.28215551254264026)	(40, 0.2914907565944501)	(42, 0.3023548654213051)	(44, 0.31277971881767275)	(46, 0.3231469999003359)	(48, 0.3337147179270078)	(50, 0.3424699742259413)	(52, 0.35136596284726396)	(54, 0.3601702622282421)	(56, 0.3683391338505545)	(58, 0.3765698424024014)	(60, 0.384843197112548)	(62, 0.3929822164240505)	(64, 0.4014879926969307)	(66, 0.40912165503258147)	(68, 0.4168320804531717)	(70, 0.42470669358321594)	(72, 0.4320098481920438)	(74, 0.43967762745433436)	(76, 0.44744988980445927)	(78, 0.45440121360731445)	(80, 0.46201994978756034)	(82, 0.46899046436165037)	(84, 0.4760484035602548)	(86, 0.48347949664398193)	(88, 0.49071441739953026)	(90, 0.49746743656629167)	(92, 0.5045061849936613)	(94, 0.5117112534383998)	(96, 0.5188480880298587)	(98, 0.5256991933607096)	(100, 0.532456477143301)	(102, 0.5386444347125912)	(104, 0.5450669461525297)	(106, 0.5515001191320432)	(108, 0.5584940890931981)	(110, 0.5649954959259911)	(112, 0.5711706596477913)	(114, 0.5769769341002988)	(116, 0.5824441715943236)	(118, 0.5880052306366077)	(120, 0.5938157697049453)	(122, 0.5996988072423923)	(124, 0.6056607401726939)	(126, 0.6112793715286826)	(128, 0.6172988767726888)	(130, 0.6231328712280912)	(132, 0.6286726071912254)	(134, 0.6341249185298454)	(136, 0.6393874544640314)	(138, 0.6444452888383787)
YR_P1_R1 - polya	(1, 0.0009116649577025261)	(2, 0.008996576631376634)	(3, 0.01242532630156516)	(4, 0.01573400302610506)	(5, 0.019385110003050297)	(6, 0.022836095403914493)	(7, 0.02620703217434627)	(8, 0.03266428836256124)	(9, 0.04017107103866789)	(10, 0.049203224839125606)	(12, 0.05802858634429957)	(14, 0.06835041252394622)	(16, 0.07934375776999814)	(18, 0.09077959405649592)	(20, 0.10025423889739948)	(22, 0.10930418128239774)	(24, 0.11834078222899058)	(26, 0.12780653277762388)	(28, 0.13643844342591951)	(30, 0.14508591908568808)	(32, 0.1533153630087541)	(34, 0.161046726564685)	(36, 0.1696608486284401)	(38, 0.17776354888665474)	(40, 0.18528812014730195)	(42, 0.19357092982398952)	(44, 0.2014890735175961)	(46, 0.21023216281927007)	(48, 0.21803690428643072)	(50, 0.2253257768019158)	(52, 0.23210767465799556)	(54, 0.23892514968315642)	(56, 0.2455625152898443)	(58, 0.2530626272467483)	(60, 0.26006021169038207)	(62, 0.26740022638642114)	(64, 0.27458014382159546)	(66, 0.2808439491529321)	(68, 0.28719447383390384)	(70, 0.29377402654083495)	(72, 0.29987773461130673)	(74, 0.30653733594867033)	(76, 0.31332368095088525)	(78, 0.3192472796028841)	(80, 0.3257267715217747)	(82, 0.33163035801616547)	(84, 0.33733827008061035)	(86, 0.34307953574106864)	(88, 0.3489897929546621)	(90, 0.35503346455230955)	(92, 0.3611171604651733)	(94, 0.36727868143540177)	(96, 0.3737292669044141)	(98, 0.3799908486626831)	(100, 0.386145698913709)	(102, 0.3913933313531674)	(104, 0.3972235399363284)	(106, 0.402922557708503)	(108, 0.40972446772219084)	(110, 0.41545683909037895)	(112, 0.4211313975588103)	(114, 0.4269638297150389)	(116, 0.4321269663779298)	(118, 0.4375391432243882)	(120, 0.44309585232023846)	(122, 0.4485925249432644)	(124, 0.45395800675530396)	(126, 0.4591367084296678)	(128, 0.46453776741078834)	(130, 0.47005889933755757)	(132, 0.47544216973413755)	(134, 0.4808143222653798)	(136, 0.4857995730828653)	(138, 0.49119173777171565)
YR_P1_R2 - polya	(1, 0.001156257995134911)	(2, 0.009467974121700869)	(3, 0.01315465826772718)	(4, 0.017415024265185815)	(5, 0.022515900882184827)	(6, 0.02709201425523799)	(7, 0.032028346465237036)	(8, 0.040517948437208365)	(9, 0.050288328496098364)	(10, 0.06290932922760943)	(12, 0.07555478926286374)	(14, 0.08884953263384765)	(16, 0.10351844416058806)	(18, 0.1178182425581123)	(20, 0.13075054351908277)	(22, 0.1424954564619724)	(24, 0.1538223376681594)	(26, 0.1644910412463465)	(28, 0.1744104007007635)	(30, 0.18450986957365342)	(32, 0.19389334791878676)	(34, 0.20284545308881202)	(36, 0.21187538331620218)	(38, 0.22050284681836269)	(40, 0.22875897361823944)	(42, 0.23735308352438644)	(44, 0.24618956289489824)	(46, 0.2560466623034233)	(48, 0.26486535308939463)	(50, 0.27242105437298775)	(52, 0.2791495864754459)	(54, 0.2865451904981742)	(56, 0.29401861957826736)	(58, 0.30130971566681997)	(60, 0.3084273730561024)	(62, 0.31591192000153334)	(64, 0.32294285804118067)	(66, 0.32968473158204425)	(68, 0.33620202424308354)	(70, 0.34273488191559576)	(72, 0.34884303713220266)	(74, 0.3552936226012149)	(76, 0.36202437827674067)	(78, 0.36826594787740163)	(80, 0.37493221993396786)	(82, 0.3810092451276289)	(84, 0.38691727876815474)	(86, 0.39269634517076174)	(88, 0.39867998029558493)	(90, 0.40445459955205676)	(92, 0.4101936416394475)	(94, 0.4161150167183788)	(96, 0.4218318230750939)	(98, 0.4277665395924306)	(100, 0.43332324868828087)	(102, 0.43859756400455013)	(104, 0.4444922562066706)	(106, 0.4502557575978047)	(108, 0.45661517657104667)	(110, 0.4622563814434645)	(112, 0.4676307575477743)	(114, 0.47280945922213813)	(116, 0.4780037259079749)	(118, 0.4831690861439334)	(120, 0.4883344463798919)	(122, 0.4937088224842016)	(124, 0.49869407330168714)	(126, 0.503625958365551)	(128, 0.5085133719680637)	(130, 0.5135364235276978)	(132, 0.5186817716060481)	(134, 0.5234846894319931)	(136, 0.5281653107392219)	(138, 0.5325813268514104)
YR_P2_R1 - polya	(1, 0.0009393158663868631)	(2, 0.010579207269352504)	(3, 0.014518273805813543)	(4, 0.018162992513176393)	(5, 0.022301176698733265)	(6, 0.025902608960640502)	(7, 0.0295083698670933)	(8, 0.036884380172730234)	(9, 0.04516507718838954)	(10, 0.05560143918773851)	(12, 0.06635812088345903)	(14, 0.07868610054921843)	(16, 0.09156814671680968)	(18, 0.10511680414441743)	(20, 0.11777592511791228)	(22, 0.12886591244364104)	(24, 0.13927413825344387)	(26, 0.15001134104870936)	(28, 0.15997155214804656)	(30, 0.17005512961693228)	(32, 0.17920371986397668)	(34, 0.18819215026283528)	(36, 0.19773681148579858)	(38, 0.20706936912602936)	(40, 0.21493451626531473)	(42, 0.22449649206646027)	(44, 0.2337554627494165)	(46, 0.2440857729573992)	(48, 0.2530071093658016)	(50, 0.26074672581326575)	(52, 0.26855127192891326)	(54, 0.2761220712391005)	(56, 0.28363876249246817)	(58, 0.29127665579311157)	(60, 0.2991980753114893)	(62, 0.3068576118348605)	(64, 0.31470760871823644)	(66, 0.3219494310429609)	(68, 0.329600310277241)	(70, 0.33653047019468507)	(72, 0.3430732164253014)	(74, 0.35013972864593074)	(76, 0.3576932133779357)	(78, 0.36403467763718345)	(80, 0.37089990788644406)	(82, 0.3782802468366266)	(84, 0.3849138946026997)	(86, 0.3910822130801249)	(88, 0.3978825136612022)	(90, 0.40439928802454517)	(92, 0.4111324946151662)	(94, 0.4184717114421659)	(96, 0.4252914909236981)	(98, 0.43216537846204994)	(100, 0.4386258804463006)	(102, 0.44546513882828787)	(104, 0.45211177252799767)	(106, 0.45881684292907254)	(108, 0.4667425910919958)	(110, 0.4733913891139784)	(112, 0.47959217242549534)	(114, 0.48570421852382833)	(116, 0.49120376141896427)	(118, 0.49713184012411094)	(120, 0.5032828440233539)	(122, 0.5096091580266922)	(124, 0.5158878569400291)	(126, 0.5218462361569948)	(128, 0.527579525857591)	(130, 0.5331656416436383)	(132, 0.5394811340356126)	(134, 0.5458312555839515)	(136, 0.5517982920900082)	(138, 0.5575142672124223)
YR_P2_R2 - polya	(1, 0.0012682928518495432)	(2, 0.011133273771184386)	(3, 0.015916425994029933)	(4, 0.02094631095597249)	(5, 0.027144929945216674)	(6, 0.03299292872627037)	(7, 0.03869808223732053)	(8, 0.04822110023755601)	(9, 0.058899866331456434)	(10, 0.07324283003317472)	(12, 0.08845585128855091)	(14, 0.10435496270439859)	(16, 0.12078649739935035)	(18, 0.1381551836384162)	(20, 0.1539850367415349)	(22, 0.16836479392189047)	(24, 0.1814286431603953)	(26, 0.19382371681661092)	(28, 0.20507602831279825)	(30, 0.21716593252855174)	(32, 0.22769103174108474)	(34, 0.23752138350405505)	(36, 0.24868928643160396)	(38, 0.25921222132186417)	(40, 0.26834349699072635)	(42, 0.2787668730564386)	(44, 0.2890625541080568)	(46, 0.3004100957842465)	(48, 0.31023828322494407)	(50, 0.31925701413562163)	(52, 0.32753554682900815)	(54, 0.33551323872647815)	(56, 0.3433870431548547)	(58, 0.3517002050046057)	(60, 0.35961946020071056)	(62, 0.3678352275481864)	(64, 0.375975243616115)	(66, 0.3835741791158484)	(68, 0.3915886644919556)	(70, 0.39902311149895764)	(72, 0.4061848538995893)	(74, 0.4135348923379529)	(76, 0.42123122233996135)	(78, 0.42791897816285396)	(80, 0.4354529839944039)	(82, 0.4422814207650273)	(84, 0.4487440870715508)	(86, 0.4554534861171712)	(88, 0.46244208273598036)	(90, 0.4694609798666085)	(92, 0.4763997970731437)	(94, 0.48306590967330854)	(96, 0.4895870126811971)	(98, 0.49588519049498914)	(100, 0.5020600019392327)	(102, 0.5081612264262018)	(104, 0.514606578154543)	(106, 0.5216709260528996)	(108, 0.5291270162826294)	(110, 0.5352065975468706)	(112, 0.5411000470956526)	(114, 0.5468831162085229)	(116, 0.5522073489995637)	(118, 0.5578475728424304)	(120, 0.5635354117752984)	(122, 0.5692708657981674)	(124, 0.5748894464183063)	(126, 0.580382496346624)	(128, 0.586236988094496)	(130, 0.5918317611696344)	(132, 0.5975260930693207)	(134, 0.6029671992630916)	(136, 0.6081096289832186)	(138, 0.6133061667601654)
YR_P3_R1 - polya	(1, 0.0010116652532369877)	(2, 0.011674146480376587)	(3, 0.015843148407669476)	(4, 0.01950396499845262)	(5, 0.02444936118985762)	(6, 0.02813841029933575)	(7, 0.03186980818685636)	(8, 0.038767953587997867)	(9, 0.047440042247140976)	(10, 0.05828838755568923)	(12, 0.06941435263140486)	(14, 0.08207663726610592)	(16, 0.09508712296471183)	(18, 0.10847404224591757)	(20, 0.12081635833540882)	(22, 0.13186938940449572)	(24, 0.14324709443857497)	(26, 0.15370253719528465)	(28, 0.16353451183081344)	(30, 0.17323708742232352)	(32, 0.18266910137634)	(34, 0.1912306126705944)	(36, 0.2008555488356933)	(38, 0.21038167118535972)	(40, 0.21834088874745441)	(42, 0.22827638261819816)	(44, 0.23763781527547717)	(46, 0.24747214262089717)	(48, 0.2569559161925211)	(50, 0.26504218008874325)	(52, 0.27267201826606313)	(54, 0.2804971313643567)	(56, 0.28835282969123643)	(58, 0.29619911717855124)	(60, 0.3035889789469638)	(62, 0.31125881319243487)	(64, 0.31882042278290856)	(66, 0.32580797115991755)	(68, 0.333282530484415)	(70, 0.34031713305924893)	(72, 0.3471141119350667)	(74, 0.35397226126805703)	(76, 0.3616585644827669)	(78, 0.3680438191276161)	(80, 0.3748949103309327)	(82, 0.38154837390338425)	(84, 0.3882065428956184)	(86, 0.39487647543730875)	(88, 0.4014993537811742)	(90, 0.4082892745273182)	(92, 0.4152580012251972)	(94, 0.4226102196353497)	(96, 0.4298589188102873)	(98, 0.4366582503959964)	(100, 0.4433352410673605)	(102, 0.44965932525503727)	(104, 0.45607751783836403)	(106, 0.4627498030899457)	(108, 0.4701137850495544)	(110, 0.4764378692372312)	(112, 0.48239728339176446)	(114, 0.48801320190217534)	(116, 0.4934973686586763)	(118, 0.4994097286153846)	(120, 0.5051409299104667)	(122, 0.5109191854033738)	(124, 0.5163562979620497)	(126, 0.5219181041449619)	(128, 0.5279033981082989)	(130, 0.5339780950475033)	(132, 0.540130431413119)	(134, 0.5455934237805987)	(136, 0.5508470249677573)	(138, 0.5563029592055633)
