Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37
GW_P3_R1	(1, 36.5407794265663)	(2, 36.508285620669824)	(3, 36.601783336818194)	(4, 36.634917686961124)	(5, 36.62728174894047)	(6, 36.59666232146675)	(7, 36.57321835924367)	(8, 36.607930335837366)	(9, 36.609664963042974)	(10, 36.6117043121062)	(15, 36.58425915054802)	(20, 36.57207720173976)	(25, 36.5229279527902)	(30, 36.46828445738127)	(35, 36.42991254962714)	(40, 36.4032502387264)	(45, 36.366039267817754)	(50, 36.33414821085064)	(55, 36.32680303744354)	(60, 36.31046999123222)	(65, 36.30085619979726)	(70, 36.28099805947335)	(75, 36.214701132077685)	(80, 36.16963911288817)	(85, 36.10250678634638)	(90, 36.121227996426974)	(95, 36.12624290850154)	(100, 36.092499820782095)	(105, 36.01801057042253)	(110, 35.973180690310244)	(115, 35.941871503848596)	(120, 35.88646031428414)	(125, 35.84331429246278)	(130, 35.84240701838246)	(135, 35.71892505678453)	(140, 35.66424579253954)	(145, 35.58298307575918)	(150, 35.54631317015064)
GW_P3_R2	(1, 36.238909478235726)	(2, 36.33268215971916)	(3, 36.3826946902456)	(4, 36.3777281074796)	(5, 36.35372565402179)	(6, 36.32994628887754)	(7, 36.25293818908532)	(8, 36.34972992488746)	(9, 36.35586211412988)	(10, 36.36546025340555)	(15, 36.36598772115416)	(20, 36.332121768039094)	(25, 36.315121034612716)	(30, 36.27269183606626)	(35, 36.21789570457722)	(40, 36.19597277490507)	(45, 36.16436184794698)	(50, 36.12356836636245)	(55, 36.10436645239613)	(60, 36.061142833759135)	(65, 36.04549637074014)	(70, 35.97002223234354)	(75, 35.962065498636775)	(80, 35.95754024052038)	(85, 35.888521560539886)	(90, 35.889565642848744)	(95, 35.83571549483221)	(100, 35.80331840751124)	(105, 35.76919933398934)	(110, 35.64705116041867)	(115, 35.60017387942269)	(120, 35.50807319146868)	(125, 35.4287255192151)	(130, 35.41173773326892)	(135, 35.24904619922576)	(140, 35.23645851776276)	(145, 35.06257979281055)	(150, 35.09861498927603)
YR_M1_R1	(1, 36.5482684154225)	(2, 36.51783488456132)	(3, 36.608965094258075)	(4, 36.64326101711438)	(5, 36.63578477209196)	(6, 36.60572023612166)	(7, 36.57935730891298)	(8, 36.61492371738551)	(9, 36.61743821286192)	(10, 36.62052812645803)	(15, 36.59347741696914)	(20, 36.58165079319436)	(25, 36.53367044627078)	(30, 36.48011229845779)	(35, 36.4418489214214)	(40, 36.41471380939698)	(45, 36.37671269684535)	(50, 36.34617868210857)	(55, 36.33835827520717)	(60, 36.32270963622675)	(65, 36.31240284608303)	(70, 36.29189342941124)	(75, 36.225440377456)	(80, 36.18210897302899)	(85, 36.116828674599404)	(90, 36.133971365703246)	(95, 36.13889713786675)	(100, 36.10591844426203)	(105, 36.02986053195633)	(110, 35.985899329787536)	(115, 35.95298999980865)	(120, 35.89486795863587)	(125, 35.851056148080815)	(130, 35.849900869441235)	(135, 35.7245083277384)	(140, 35.67031442805898)	(145, 35.5909093176312)	(150, 35.55254559910115)
YR_M1_R2	(1, 36.17052806509038)	(2, 36.29632056249234)	(3, 36.34996364405292)	(4, 36.358258095137735)	(5, 36.32415328866587)	(6, 36.30369050998443)	(7, 36.22040400600982)	(8, 36.32038119477898)	(9, 36.32746687856623)	(10, 36.33991626998328)	(15, 36.34049032048114)	(20, 36.306090703836055)	(25, 36.29002681064803)	(30, 36.246449107676824)	(35, 36.190015201143694)	(40, 36.16680443693686)	(45, 36.135084880327305)	(50, 36.09276757598761)	(55, 36.07316214790429)	(60, 36.03069155313252)	(65, 36.01631021066945)	(70, 35.9385091176423)	(75, 35.93323110119904)	(80, 35.92859666524409)	(85, 35.86239537010427)	(90, 35.86192866305067)	(95, 35.80690405492449)	(100, 35.77608147381879)	(105, 35.74121706965464)	(110, 35.62016647317747)	(115, 35.5737074533471)	(120, 35.47998044610564)	(125, 35.39781130081714)	(130, 35.383278719906556)	(135, 35.21674099792017)	(140, 35.20464666442866)	(145, 35.02926500483528)	(150, 35.070642647461625)
YR_M2_R1	(1, 36.556106704563256)	(2, 36.52322602512142)	(3, 36.61191657651315)	(4, 36.64203708649529)	(5, 36.63428812105148)	(6, 36.60473047150093)	(7, 36.577231146237025)	(8, 36.610921338097064)	(9, 36.61450904996602)	(10, 36.61648911896449)	(15, 36.588377115805564)	(20, 36.57634208823271)	(25, 36.52852738937223)	(30, 36.47515691574608)	(35, 36.43696017641505)	(40, 36.41100296939635)	(45, 36.37386078771967)	(50, 36.34174329136083)	(55, 36.33462508480302)	(60, 36.31864273310246)	(65, 36.30924522685383)	(70, 36.288912831728545)	(75, 36.223616557083226)	(80, 36.17883932115477)	(85, 36.11403449408506)	(90, 36.13259883501517)	(95, 36.13808035388226)	(100, 36.10483713607134)	(105, 36.030714087343256)	(110, 35.98644380744206)	(115, 35.95576191789199)	(120, 35.898078771114854)	(125, 35.85473371936314)	(130, 35.85321708985429)	(135, 35.72973631679256)	(140, 35.67504010150282)	(145, 35.59672574390747)	(150, 35.558184711893226)
YR_M2_R2	(1, 36.245048385531796)	(2, 36.33604510949951)	(3, 36.386055562194564)	(4, 36.38917876680586)	(5, 36.35804558656795)	(6, 36.337257434134884)	(7, 36.25643992186947)	(8, 36.357373777138285)	(9, 36.36250788117826)	(10, 36.372903016977205)	(15, 36.37327920291375)	(20, 36.33960420409831)	(25, 36.321396117749856)	(30, 36.27990922643485)	(35, 36.22455292291505)	(40, 36.20234319820558)	(45, 36.17239108980537)	(50, 36.12917287821048)	(55, 36.110649056339284)	(60, 36.06898113594326)	(65, 36.05457445277163)	(70, 35.97780548667724)	(75, 35.97143316758017)	(80, 35.96480388058756)	(85, 35.89859131979929)	(90, 35.89864741301544)	(95, 35.843930045675876)	(100, 35.812049049026975)	(105, 35.77729573778342)	(110, 35.65711622824059)	(115, 35.60945775659958)	(120, 35.51493842395282)	(125, 35.43294058859804)	(130, 35.41683364551126)	(135, 35.25195433671536)	(140, 35.23828091071181)	(145, 35.0634803358022)	(150, 35.09757436333283)
YR_M3_R1	(1, 36.53479152489484)	(2, 36.49744773404116)	(3, 36.592580267852846)	(4, 36.62437033480347)	(5, 36.61652548869192)	(6, 36.58482787861249)	(7, 36.5568783540937)	(8, 36.59350023077968)	(9, 36.598387139351566)	(10, 36.60048720677088)	(15, 36.57276017578917)	(20, 36.560647523915)	(25, 36.512177367419376)	(30, 36.458118727195526)	(35, 36.42009380833551)	(40, 36.393516720023406)	(45, 36.356889436566306)	(50, 36.32617775308291)	(55, 36.31929809628049)	(60, 36.30353936336867)	(65, 36.29334457994597)	(70, 36.273656977807946)	(75, 36.21078016367229)	(80, 36.1669564600363)	(85, 36.09910143832616)	(90, 36.119073786564115)	(95, 36.124070263698904)	(100, 36.09154299747396)	(105, 36.017795358448055)	(110, 35.9740277248594)	(115, 35.943414609366855)	(120, 35.886770885087195)	(125, 35.84394899230818)	(130, 35.84514796156404)	(135, 35.71995393580427)	(140, 35.667204836233154)	(145, 35.588992354871436)	(150, 35.550358757710924)
YR_M3_R2	(1, 36.30048794454942)	(2, 36.34274252582364)	(3, 36.409620145976945)	(4, 36.40890676104091)	(5, 36.367724560063294)	(6, 36.35065662929627)	(7, 36.27611745621977)	(8, 36.38106888416455)	(9, 36.39037274064385)	(10, 36.395531834056456)	(15, 36.3934432299245)	(20, 36.364597249041324)	(25, 36.34835922957327)	(30, 36.308075306596876)	(35, 36.257360831706805)	(40, 36.23417993159022)	(45, 36.2047761577435)	(50, 36.16364113306166)	(55, 36.14526055764985)	(60, 36.10446348479442)	(65, 36.09121995062835)	(70, 36.017432549990914)	(75, 36.01062116318029)	(80, 36.00541270711038)	(85, 35.9424102493209)	(90, 35.94328480664668)	(95, 35.89015626697108)	(100, 35.86124675775126)	(105, 35.8268962570976)	(110, 35.71193173384861)	(115, 35.66752908345383)	(120, 35.57778826589562)	(125, 35.49880012744038)	(130, 35.48302215634316)	(135, 35.323404536053715)	(140, 35.31250648640258)	(145, 35.1433385515037)	(150, 35.176352190461984)
YR_P1_R1	(1, 36.549602067140256)	(2, 36.521431886776014)	(3, 36.608983430867404)	(4, 36.64040403034181)	(5, 36.632334238964994)	(6, 36.60467850446567)	(7, 36.57669225806558)	(8, 36.60950881671181)	(9, 36.613379523764905)	(10, 36.616062398085305)	(15, 36.588132505921045)	(20, 36.57734211063602)	(25, 36.530835795310495)	(30, 36.478701817513276)	(35, 36.440941234982965)	(40, 36.41600005220744)	(45, 36.37886945262915)	(50, 36.348599314099474)	(55, 36.34179747301106)	(60, 36.3259540548939)	(65, 36.314667587065635)	(70, 36.294747969188556)	(75, 36.22935074175611)	(80, 36.185303728756345)	(85, 36.11996917616575)	(90, 36.13886460438188)	(95, 36.142927405966184)	(100, 36.109418865836346)	(105, 36.034718265125676)	(110, 35.99086465892712)	(115, 35.958514007925864)	(120, 35.90408474362188)	(125, 35.86022513269647)	(130, 35.857173909919354)	(135, 35.732230065904005)	(140, 35.67820149145531)	(145, 35.598588365949446)	(150, 35.562361083211925)
YR_P1_R2	(1, 36.38384194380132)	(2, 36.444037179742665)	(3, 36.47135893356724)	(4, 36.48170290653464)	(5, 36.43271145479447)	(6, 36.42093523394279)	(7, 36.3652620340775)	(8, 36.4512040225682)	(9, 36.457515234477334)	(10, 36.46687087368767)	(15, 36.465366261841474)	(20, 36.43838967771132)	(25, 36.42223066982337)	(30, 36.38522475692429)	(35, 36.337079063778845)	(40, 36.31886699927967)	(45, 36.29177517199632)	(50, 36.254545023043406)	(55, 36.2380873165388)	(60, 36.20049477123159)	(65, 36.18643902172531)	(70, 36.11733644912986)	(75, 36.10837866949185)	(80, 36.10190701024705)	(85, 36.041381020491215)	(90, 36.040283093285645)	(95, 35.98950343817863)	(100, 35.9613320343564)	(105, 35.928859403708124)	(110, 35.8201064371459)	(115, 35.776127958059554)	(120, 35.690153163376884)	(125, 35.615681144706606)	(130, 35.59856495617563)	(135, 35.44663794770336)	(140, 35.433598607642324)	(145, 35.27255738560659)	(150, 35.3076322213388)
YR_P2_R1	(1, 36.5465203757956)	(2, 36.51748110113791)	(3, 36.60744769265931)	(4, 36.63851757775977)	(5, 36.62864168865618)	(6, 36.59981421457611)	(7, 36.57228680559884)	(8, 36.6056779696233)	(9, 36.60937774868928)	(10, 36.61289873742096)	(15, 36.58538465201161)	(20, 36.57375354083124)	(25, 36.526037073974805)	(30, 36.47124573105101)	(35, 36.43327169405262)	(40, 36.40727819159876)	(45, 36.370365092876476)	(50, 36.339596629335176)	(55, 36.33270042432643)	(60, 36.317055481809895)	(65, 36.30691001065586)	(70, 36.28620026950483)	(75, 36.221500679165935)	(80, 36.17742540084978)	(85, 36.11141336449724)	(90, 36.13066775929922)	(95, 36.13553969393688)	(100, 36.10235819554168)	(105, 36.02799862265893)	(110, 35.98297968773605)	(115, 35.95212723975583)	(120, 35.89697218437157)	(125, 35.85287022031574)	(130, 35.85024994892325)	(135, 35.72553040736845)	(140, 35.67201587252974)	(145, 35.591901441971096)	(150, 35.55689629062676)
YR_P2_R2	(1, 36.314737216646925)	(2, 36.3815519662435)	(3, 36.42780357649927)	(4, 36.42615271804248)	(5, 36.38649393643472)	(6, 36.367659138288076)	(7, 36.30303576499269)	(8, 36.39465862577656)	(9, 36.40592305747747)	(10, 36.41422482633478)	(15, 36.41244438557488)	(20, 36.38061052934128)	(25, 36.363125870057544)	(30, 36.32266329283148)	(35, 36.26882549928657)	(40, 36.25037992261555)	(45, 36.21937583561885)	(50, 36.180254633958114)	(55, 36.16237231434969)	(60, 36.121966398081625)	(65, 36.10864148589157)	(70, 36.03428086869967)	(75, 36.026004281991824)	(80, 36.01951426967042)	(85, 35.954856409044865)	(90, 35.95456343813393)	(95, 35.90302914250303)	(100, 35.87162609104265)	(105, 35.83715968064078)	(110, 35.7206562871265)	(115, 35.67594952044493)	(120, 35.58572944039263)	(125, 35.50877193456049)	(130, 35.49086014736633)	(135, 35.330462648126314)	(140, 35.31802620238274)	(145, 35.149140147203184)	(150, 35.18353087978237)
YR_P3_R1	(1, 36.53443376789924)	(2, 36.50779088116938)	(3, 36.60290463681006)	(4, 36.6344351842306)	(5, 36.62533603167199)	(6, 36.59544522893726)	(7, 36.56964616513699)	(8, 36.6053029892732)	(9, 36.60893707907962)	(10, 36.61217346680601)	(15, 36.58497527466594)	(20, 36.57368108142216)	(25, 36.52628095995645)	(30, 36.471910335904475)	(35, 36.434081258999946)	(40, 36.40808138397908)	(45, 36.371377997463256)	(50, 36.340510842260706)	(55, 36.334648369479716)	(60, 36.319470140088534)	(65, 36.3091542716204)	(70, 36.28831799617891)	(75, 36.2238518807394)	(80, 36.17888164757497)	(85, 36.11346065169175)	(90, 36.13137940547442)	(95, 36.13696848438009)	(100, 36.102677349968005)	(105, 36.028288753631)	(110, 35.984672948967614)	(115, 35.95447147014651)	(120, 35.897455126487635)	(125, 35.855322196715385)	(130, 35.85380824937341)	(135, 35.72978234226389)	(140, 35.67556011999652)	(145, 35.596378129810965)	(150, 35.557582942952216)
YR_P3_R2	(1, 36.37392705253587)	(2, 36.428076552850875)	(3, 36.456385769888314)	(4, 36.46806998596703)	(5, 36.42378502179245)	(6, 36.404607895252084)	(7, 36.34369783601038)	(8, 36.43997919451589)	(9, 36.443635493903685)	(10, 36.4566490287143)	(15, 36.455556731387674)	(20, 36.429373197147825)	(25, 36.41309393161303)	(30, 36.37538663836996)	(35, 36.326466955771636)	(40, 36.30806164716266)	(45, 36.281290256707194)	(50, 36.24341894401103)	(55, 36.228485190259896)	(60, 36.190869065783595)	(65, 36.17858272373087)	(70, 36.1078013572707)	(75, 36.10019689116174)	(80, 36.092922646008454)	(85, 36.03504448658148)	(90, 36.0356690919706)	(95, 35.985352267400366)	(100, 35.956240000977836)	(105, 35.924700191019404)	(110, 35.81518506638801)	(115, 35.773186419688635)	(120, 35.68955517033304)	(125, 35.615029405555156)	(130, 35.599411194471585)	(135, 35.45016493609462)	(140, 35.437961486109444)	(145, 35.27757331348767)	(150, 35.31200929160161)
