Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37
RNA-Seq_FZX_Fr_M3_R1	(1, 36.37738230802049)	(2, 36.36812412544344)	(3, 36.51201220607748)	(4, 36.5741104811777)	(5, 36.592194546039416)	(6, 36.59928721389305)	(7, 36.55291428640815)	(8, 36.58321651998367)	(9, 36.59330061118885)	(10, 36.61852312595611)	(15, 36.61859474723759)	(20, 36.619531262380654)	(25, 36.57102341871838)	(30, 36.49912924014217)	(35, 36.49176347320999)	(40, 36.43002417111428)	(45, 36.39562035919276)	(50, 36.38865044173424)	(55, 36.19742896822)	(60, 35.98116267021372)	(65, 35.87043026128118)	(70, 35.84490672173048)	(75, 35.88026960925024)	(80, 35.809750807463246)	(85, 35.73128160835998)	(90, 35.6216618198935)	(95, 35.58377469607845)	(100, 35.63620043527955)	(105, 35.61953973863422)	(110, 35.58821767101671)	(115, 35.28519644764068)	(120, 35.3404681334155)	(125, 35.33332900179701)	(130, 35.228865274004505)	(135, 35.12187139922723)	(140, 34.99874258297247)	(145, 34.84709820703141)	(150, 34.843046912790896)
RNA-Seq_FZX_Fr_M3_R2	(1, 36.04453691181794)	(2, 36.23538267271277)	(3, 36.267222963017694)	(4, 36.29647192126763)	(5, 36.34157820169253)	(6, 36.291404149630026)	(7, 36.22555769413226)	(8, 36.3399704788603)	(9, 36.296918859673944)	(10, 36.288895465035125)	(15, 36.27073169577174)	(20, 36.27223201755298)	(25, 36.23318652342685)	(30, 36.16437044805184)	(35, 36.11964652033997)	(40, 36.05144362962001)	(45, 36.09103601929503)	(50, 35.987315182264375)	(55, 35.90571935896724)	(60, 35.88105865310639)	(65, 35.773814879988585)	(70, 35.78156773392314)	(75, 35.7324718474458)	(80, 35.75516219450043)	(85, 35.7299036574515)	(90, 35.620281688515256)	(95, 35.68747981852819)	(100, 35.60215493900783)	(105, 35.48508814697472)	(110, 35.30594539081444)	(115, 35.19076793657162)	(120, 35.29455067299008)	(125, 35.104534244760416)	(130, 34.965421107800374)	(135, 34.859805557298266)	(140, 34.637142713871526)	(145, 34.666352367554445)	(150, 34.56558811879107)
RNA-Seq_FZX_Le_C1_R1	(1, 36.56260706583943)	(2, 36.52269172355356)	(3, 36.63739811416648)	(4, 36.67775503072692)	(5, 36.6817965109688)	(6, 36.68127989737361)	(7, 36.64139900354236)	(8, 36.65975875608527)	(9, 36.67898303180085)	(10, 36.70150027407327)	(15, 36.684336134829614)	(20, 36.68919715428025)	(25, 36.66662131849832)	(30, 36.6487584607007)	(35, 36.62311990281874)	(40, 36.60594757804567)	(45, 36.57346609402488)	(50, 36.58189824497601)	(55, 36.56555869850736)	(60, 36.54575228713744)	(65, 36.54083820688331)	(70, 36.535680747997574)	(75, 36.50092650218926)	(80, 36.487768130184094)	(85, 36.44877614534772)	(90, 36.430841124467605)	(95, 36.44790106800354)	(100, 36.40852739306265)	(105, 36.36223311782718)	(110, 36.34041038967153)	(115, 36.30406949349369)	(120, 36.30077930746501)	(125, 36.22463955307781)	(130, 36.22278877366877)	(135, 36.171447160363854)	(140, 36.07103468981859)	(145, 36.05097290758427)	(150, 35.95614001924211)
RNA-Seq_FZX_Le_C1_R2	(1, 36.17895179608213)	(2, 36.39895383694785)	(3, 36.45862648604958)	(4, 36.473705171896235)	(5, 36.46597722580679)	(6, 36.46080644766376)	(7, 36.452788308019)	(8, 36.492238214035865)	(9, 36.496357196224146)	(10, 36.4895239701943)	(15, 36.4620481432014)	(20, 36.411778614472965)	(25, 36.40257036422376)	(30, 36.35905474370127)	(35, 36.307894180226334)	(40, 36.267987761909716)	(45, 36.2451954027747)	(50, 36.188249337291346)	(55, 36.155205900090365)	(60, 36.190729118040785)	(65, 36.1476617566355)	(70, 36.04022282703629)	(75, 36.018019669372165)	(80, 35.99771790369156)	(85, 35.97236295157107)	(90, 35.94593278621318)	(95, 35.874548166630404)	(100, 35.88043041877652)	(105, 35.843537334696784)	(110, 35.75924007916602)	(115, 35.72421842160797)	(120, 35.584548346514566)	(125, 35.59363105663055)	(130, 35.56760893328491)	(135, 35.50811991216655)	(140, 35.44170561580868)	(145, 35.19010703511321)	(150, 35.174691099222514)
RNA-Seq_FZX_Le_C2_R1	(1, 36.57689001473688)	(2, 36.53669297378612)	(3, 36.6492357336278)	(4, 36.68906728013769)	(5, 36.68945966200099)	(6, 36.69013446512467)	(7, 36.64900731682306)	(8, 36.67660056279439)	(9, 36.69276534545103)	(10, 36.71347392340213)	(15, 36.700315122427774)	(20, 36.70093423575268)	(25, 36.67793540966077)	(30, 36.66040901220025)	(35, 36.63913780669013)	(40, 36.61214439376787)	(45, 36.58902545417068)	(50, 36.59111957246661)	(55, 36.57673827908265)	(60, 36.55592992051248)	(65, 36.5490136084389)	(70, 36.5435223140495)	(75, 36.50733129402324)	(80, 36.49473976651926)	(85, 36.45508093689749)	(90, 36.43297753728374)	(95, 36.44884348244879)	(100, 36.40419263065805)	(105, 36.352930129854556)	(110, 36.33285971616396)	(115, 36.288149459033384)	(120, 36.27780578537284)	(125, 36.18792160667108)	(130, 36.19115316513839)	(135, 36.13620918068166)	(140, 36.01720590932797)	(145, 35.999675206615066)	(150, 35.87922308694672)
RNA-Seq_FZX_Le_C2_R2	(1, 36.178279316096024)	(2, 36.45228166758595)	(3, 36.5184916812703)	(4, 36.52820003838174)	(5, 36.53629042016523)	(6, 36.52684593176308)	(7, 36.51520526216477)	(8, 36.545215574903374)	(9, 36.551347927792555)	(10, 36.54491093650385)	(15, 36.51522320854339)	(20, 36.46847981728125)	(25, 36.464260866135035)	(30, 36.41873662008237)	(35, 36.3689292592488)	(40, 36.33006336469409)	(45, 36.31073090949666)	(50, 36.25529065704309)	(55, 36.224615050795194)	(60, 36.25615396453791)	(65, 36.2169597550023)	(70, 36.107542310257834)	(75, 36.08831696685471)	(80, 36.0623931066779)	(85, 36.03392851230362)	(90, 36.00816891671722)	(95, 35.92873963375817)	(100, 35.93570587198907)	(105, 35.9008107659759)	(110, 35.805658578881236)	(115, 35.77337658240798)	(120, 35.61753851918694)	(125, 35.636648845634475)	(130, 35.59774949880025)	(135, 35.546795026626185)	(140, 35.44079089521454)	(145, 35.17661652902328)	(150, 35.13711410980259)
RNA-Seq_FZX_Le_C3_R1	(1, 36.3985411979913)	(2, 36.3979480785503)	(3, 36.53964625306623)	(4, 36.59396168201494)	(5, 36.608382644103024)	(6, 36.61539078032815)	(7, 36.570792078488886)	(8, 36.608310021467254)	(9, 36.625715229215714)	(10, 36.63993661911337)	(15, 36.63246661848674)	(20, 36.63948887462719)	(25, 36.59295722277761)	(30, 36.530950199261824)	(35, 36.5156210724065)	(40, 36.45775440517115)	(45, 36.417999036092866)	(50, 36.406492932866044)	(55, 36.2155360721478)	(60, 36.01711242080533)	(65, 35.89652274901688)	(70, 35.86621790785099)	(75, 35.881468870641456)	(80, 35.80449465230427)	(85, 35.75661135951863)	(90, 35.67141240690703)	(95, 35.584223579180076)	(100, 35.694719116257964)	(105, 35.640084517796595)	(110, 35.65253436839955)	(115, 35.2601883016186)	(120, 35.3970552044251)	(125, 35.38287699313737)	(130, 35.26779062018055)	(135, 35.161283636998135)	(140, 35.04611593853169)	(145, 34.89414813861938)	(150, 34.887489026413654)
RNA-Seq_FZX_Le_C3_R2	(1, 36.187348192754584)	(2, 36.42057386821772)	(3, 36.44339553150847)	(4, 36.43233759399963)	(5, 36.44481670461718)	(6, 36.42769451765498)	(7, 36.38037430847689)	(8, 36.472951491814186)	(9, 36.442087338471694)	(10, 36.426572793610205)	(15, 36.407321253906574)	(20, 36.40986296316124)	(25, 36.37355683260731)	(30, 36.308838493896474)	(35, 36.27315680882201)	(40, 36.215046363388375)	(45, 36.25106891645289)	(50, 36.16358058882616)	(55, 36.09418356095683)	(60, 36.086264310266415)	(65, 35.996703480286044)	(70, 36.011689792708566)	(75, 35.96976773790121)	(80, 35.98111169965595)	(85, 35.95395230978467)	(90, 35.86040861379663)	(95, 35.920114844729376)	(100, 35.85137773085504)	(105, 35.74063857125441)	(110, 35.56514292119541)	(115, 35.45420432487636)	(120, 35.57520111026355)	(125, 35.424280065682034)	(130, 35.272434864077944)	(135, 35.18306784422798)	(140, 34.976680417008126)	(145, 34.99289443946044)	(150, 34.90942041016526)
RNA-Seq_FZX_Le_M1_R1	(1, 36.5625138771092)	(2, 36.5103446620482)	(3, 36.63714322137754)	(4, 36.67969716914746)	(5, 36.67884220024372)	(6, 36.67223494138436)	(7, 36.636581117483175)	(8, 36.66897689176592)	(9, 36.686183352952675)	(10, 36.70521015166747)	(15, 36.69418360622096)	(20, 36.69153404119369)	(25, 36.669913126999774)	(30, 36.650725106954816)	(35, 36.62841717577265)	(40, 36.60022595474547)	(45, 36.57702252850463)	(50, 36.58254646330389)	(55, 36.5696971818392)	(60, 36.54711676888833)	(65, 36.540774111847796)	(70, 36.53475882164098)	(75, 36.50116469080909)	(80, 36.4870564327176)	(85, 36.44706096937694)	(90, 36.425073165878146)	(95, 36.43810070438149)	(100, 36.38993672264158)	(105, 36.34007351225868)	(110, 36.31797261840821)	(115, 36.273775794652956)	(120, 36.26342013569423)	(125, 36.16822078835587)	(130, 36.17507304022094)	(135, 36.11704583180724)	(140, 36.0039988336496)	(145, 35.97371108174378)	(150, 35.85072120031882)
RNA-Seq_FZX_Le_M1_R2	(1, 36.23042994882388)	(2, 36.3512393445119)	(3, 36.442552501464796)	(4, 36.485382731201646)	(5, 36.488664666054504)	(6, 36.474588159905565)	(7, 36.473458204585086)	(8, 36.52058155787602)	(9, 36.52684641459783)	(10, 36.52398333347702)	(15, 36.50164621087138)	(20, 36.45812957979937)	(25, 36.45665585141368)	(30, 36.41353866030666)	(35, 36.365056529094495)	(40, 36.323018976954195)	(45, 36.307219879886205)	(50, 36.251048583141554)	(55, 36.222927309432734)	(60, 36.25669557606612)	(65, 36.219559525195415)	(70, 36.10953427553088)	(75, 36.09081115644637)	(80, 36.0659162547006)	(85, 36.03594413730368)	(90, 36.01324822955646)	(95, 35.933857746222536)	(100, 35.9447061940383)	(105, 35.91202361325065)	(110, 35.81038544981343)	(115, 35.78866774078596)	(120, 35.63388343562474)	(125, 35.65357047450565)	(130, 35.61477381778673)	(135, 35.560939062556784)	(140, 35.456577805565175)	(145, 35.18978591750232)	(150, 35.15111306864529)
RNA-Seq_FZX_Le_M2_R1	(1, 36.56978956546103)	(2, 36.53635987620604)	(3, 36.648816294519165)	(4, 36.68627719438079)	(5, 36.688166372443725)	(6, 36.687323011012055)	(7, 36.65381957779132)	(8, 36.68558899307965)	(9, 36.70434494550101)	(10, 36.71871114829323)	(15, 36.70618553633504)	(20, 36.704761818473706)	(25, 36.682035563620566)	(30, 36.663839973686876)	(35, 36.642842035337175)	(40, 36.614201139125996)	(45, 36.59354214948027)	(50, 36.59456000778739)	(55, 36.58325005297584)	(60, 36.55886623868794)	(65, 36.55186198765314)	(70, 36.547593308348056)	(75, 36.512145088018706)	(80, 36.50027358576066)	(85, 36.4588845196779)	(90, 36.4402971317559)	(95, 36.45038634428113)	(100, 36.41029544967337)	(105, 36.35779606576283)	(110, 36.3340458120574)	(115, 36.29085588112006)	(120, 36.28011265864121)	(125, 36.18513959695601)	(130, 36.1948139590184)	(135, 36.137328965360496)	(140, 36.01992664120951)	(145, 35.99384764037863)	(150, 35.86820957888839)
RNA-Seq_FZX_Le_M2_R2	(1, 36.09745542685806)	(2, 36.35806135240528)	(3, 36.428305735415485)	(4, 36.42949623861609)	(5, 36.449224793690405)	(6, 36.433946719757614)	(7, 36.4139320724192)	(8, 36.46468780799999)	(9, 36.47419573208186)	(10, 36.458768070457836)	(15, 36.42864808710752)	(20, 36.37682073712621)	(25, 36.376320277564005)	(30, 36.33066250311826)	(35, 36.275329678080894)	(40, 36.22901294632295)	(45, 36.211102235267724)	(50, 36.15338473519269)	(55, 36.11948642116686)	(60, 36.15196652378753)	(65, 36.106424774255224)	(70, 35.98290854376775)	(75, 35.96782961181246)	(80, 35.94240946327983)	(85, 35.90818162514684)	(90, 35.88075882266258)	(95, 35.79078283828778)	(100, 35.79975374403239)	(105, 35.76052237466867)	(110, 35.65174564591932)	(115, 35.623715393808574)	(120, 35.45355204325028)	(125, 35.474099335778064)	(130, 35.43533755725398)	(135, 35.37375879029484)	(140, 35.261871326745045)	(145, 34.971334939311376)	(150, 34.93382895749758)
RNA-Seq_FZX_Le_M3_R1	(1, 36.5740938821099)	(2, 36.53432572487369)	(3, 36.647256331498156)	(4, 36.684987280878396)	(5, 36.6882961472334)	(6, 36.68881776279201)	(7, 36.6556373400774)	(8, 36.6830325239256)	(9, 36.70151546656965)	(10, 36.71672748615556)	(15, 36.70202297415672)	(20, 36.70020728086472)	(25, 36.67895809056766)	(30, 36.66096093283436)	(35, 36.63877540897207)	(40, 36.60945070501783)	(45, 36.587423889050186)	(50, 36.59218055851728)	(55, 36.581051717979314)	(60, 36.55809703885865)	(65, 36.5498154509926)	(70, 36.54594063196515)	(75, 36.51145428121797)	(80, 36.49941191286022)	(85, 36.455355389132336)	(90, 36.43731201168896)	(95, 36.44890059683745)	(100, 36.40789975310418)	(105, 36.355680624931175)	(110, 36.33571759770359)	(115, 36.293264672116514)	(120, 36.282499684594555)	(125, 36.19230947219071)	(130, 36.19717785551734)	(135, 36.1412510590906)	(140, 36.02524317674478)	(145, 36.00025615528011)	(150, 35.87806494223617)
RNA-Seq_FZX_Le_M3_R2	(1, 36.088712561792136)	(2, 36.30591607728866)	(3, 36.415613188006525)	(4, 36.418144417499256)	(5, 36.39222196824246)	(6, 36.40450155021153)	(7, 36.400711543794785)	(8, 36.441909644088916)	(9, 36.45529867376465)	(10, 36.44759463606805)	(15, 36.419113764843004)	(20, 36.36689640352822)	(25, 36.36722974516252)	(30, 36.32248659734948)	(35, 36.26611381659558)	(40, 36.224766298710975)	(45, 36.20493741107391)	(50, 36.14681080777624)	(55, 36.111087768363475)	(60, 36.14737230339786)	(65, 36.10330832057019)	(70, 35.98557336322284)	(75, 35.96684353913652)	(80, 35.94321401256574)	(85, 35.90866209245204)	(90, 35.88059214193059)	(95, 35.79406979386475)	(100, 35.802034311159176)	(105, 35.76693551061287)	(110, 35.66082242757521)	(115, 35.63588779659517)	(120, 35.46425734220903)	(125, 35.48889004189686)	(130, 35.44814086823119)	(135, 35.39155282028256)	(140, 35.27834666108752)	(145, 34.99206858033813)	(150, 34.956238269934055)
