Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37
RNA-Seq_FZX_Fr_M3_R1	(1, 0.040611118874656786)	(2, 0.0011422359546653753)	(3, 0.0017236443460040573)	(4, 0.004877656238841332)	(5, 0.005500226286203992)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(15, 5.1452070029971866e-06)	(20, 0.0004275667019490662)	(25, 0.00011833976106893528)	(30, 0.0)	(35, 0.0)	(40, 9.261378704813888e-05)	(45, 4.3219772626127235e-05)	(50, 0.0)	(55, 0.0)	(60, 3.601649034562283e-05)	(65, 0.021574396012483996)	(70, 0.0001883148727989117)	(75, 0.0)	(80, 3.858911764655035e-05)	(85, 0.0)	(90, 0.00032517771502373836)	(95, 0.00028967573554097457)	(100, 6.695782400834381e-06)	(105, 0.0)	(110, 0.0)	(115, 0.00020306625157985933)	(120, 4.325430868415505e-05)	(125, 0.0)	(130, 0.0)	(135, 0.0)	(140, 0.00036398855999410793)	(145, 6.615874537162636e-05)	(150, 0.0)
RNA-Seq_FZX_Fr_M3_R2	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 5.145207002997186e-05)	(8, 0.0)	(9, 7.717810504495778e-06)	(10, 5.145207002997186e-07)	(15, 1.440657960839212e-05)	(20, 0.0)	(25, 0.0)	(30, 0.00012708662474399633)	(35, 0.0)	(40, 0.0014277958836588077)	(45, 0.0)	(50, 0.0)	(55, 0.0)	(60, 0.0)	(65, 0.0003236339484355831)	(70, 0.0005093762952757448)	(75, 0.0)	(80, 0.0)	(85, 1.0290432325450315e-06)	(90, 0.0008469027198244831)	(95, 0.0)	(100, 0.0)	(105, 0.0)	(110, 1.1392966897817537e-05)	(115, 0.0002835656607739212)	(120, 0.0)	(125, 0.0)	(130, 0.0)	(135, 0.0)	(140, 8.260355314653988e-05)	(145, 0.0)	(150, 0.0)
RNA-Seq_FZX_Le_C1_R1	(1, 0.003597698095951542)	(2, 0.06967815604244151)	(3, 0.0029551509143771913)	(4, 0.0002236177416051706)	(5, 0.0023069425241546084)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(15, 0.0)	(20, 0.0)	(25, 0.0)	(30, 0.00035042888872806023)	(35, 0.0)	(40, 0.0)	(45, 0.0)	(50, 0.0)	(55, 0.0)	(60, 0.0)	(65, 0.0)	(70, 0.0)	(75, 0.0)	(80, 0.0)	(85, 0.0)	(90, 0.0)	(95, 1.5285322366005086e-05)	(100, 0.0)	(105, 0.0)	(110, 0.0003501300438027439)	(115, 0.0)	(120, 0.0)	(125, 0.0)	(130, 0.0)	(135, 0.0)	(140, 0.0001645081604618119)	(145, 0.0)	(150, 0.001694568120323686)
RNA-Seq_FZX_Le_C1_R2	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(15, 0.0)	(20, 0.00020946471998459018)	(25, 0.0)	(30, 0.0)	(35, 0.0009273076459793257)	(40, 0.000992412235701246)	(45, 0.0)	(50, 0.0)	(55, 0.0)	(60, 0.0)	(65, 5.661226083096008e-07)	(70, 2.207878622382245e-05)	(75, 0.0)	(80, 0.0)	(85, 0.0)	(90, 0.0)	(95, 0.0)	(100, 0.0)	(105, 0.0005572237532207803)	(110, 0.0)	(115, 0.0)	(120, 0.0)	(125, 0.0002831743380646011)	(130, 0.0)	(135, 0.0)	(140, 0.0)	(145, 0.00027620643606098087)	(150, 0.0)
RNA-Seq_FZX_Le_C2_R1	(1, 0.007246516241908918)	(2, 0.06696828032684268)	(3, 0.004541701244136831)	(4, 0.00016072754655691517)	(5, 0.0025371991277913035)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(15, 0.0)	(20, 0.0)	(25, 0.0)	(30, 0.00035543754090344454)	(35, 0.0)	(40, 0.021343276390804893)	(45, 0.0)	(50, 0.0)	(55, 0.0)	(60, 0.0)	(65, 0.0)	(70, 0.0)	(75, 0.0)	(80, 0.0)	(85, 0.0)	(90, 0.0)	(95, 1.0562129141545732e-05)	(100, 0.0)	(105, 0.0)	(110, 0.0003273971336624999)	(115, 0.0)	(120, 0.0)	(125, 0.0)	(130, 0.0)	(135, 0.0)	(140, 0.00020615144891418912)	(145, 0.0)	(150, 0.0014658629271339257)
RNA-Seq_FZX_Le_C2_R2	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(15, 0.0)	(20, 0.0002562456313678819)	(25, 0.0)	(30, 0.0)	(35, 0.0009244140944760297)	(40, 0.0010144221345458615)	(45, 0.0)	(50, 9.184449410098659e-07)	(55, 0.0)	(60, 0.0)	(65, 4.5922283744560876e-07)	(70, 7.485333006599313e-05)	(75, 0.0)	(80, 0.0)	(85, 0.0)	(90, 0.0)	(95, 0.0)	(100, 0.0)	(105, 0.0006548972072607644)	(110, 0.0)	(115, 0.0)	(120, 0.0)	(125, 0.0003229171532495368)	(130, 0.0)	(135, 0.0)	(140, 0.0)	(145, 0.00022314380138427898)	(150, 0.0)
RNA-Seq_FZX_Le_C3_R1	(1, 0.04091248059419426)	(2, 0.0011204635233099986)	(3, 0.0017585052518615256)	(4, 0.004738626983998536)	(5, 0.005550444305285641)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(15, 4.668598013791661e-06)	(20, 0.0004103178921010226)	(25, 0.0001421328728643239)	(30, 0.0)	(35, 0.0)	(40, 0.00010530301031998032)	(45, 4.7723537959587396e-05)	(50, 0.0)	(55, 0.0)	(60, 3.994253856028033e-05)	(65, 0.021588166902046693)	(70, 0.00018103828830113983)	(75, 0.0)	(80, 4.8761041334781426e-05)	(85, 0.0)	(90, 0.000345995944554041)	(95, 0.000284785298729274)	(100, 8.825159791328162e-06)	(105, 0.0)	(110, 0.0)	(115, 0.0002277415253199685)	(120, 4.189586366222909e-05)	(125, 0.0)	(130, 0.0)	(135, 0.0)	(140, 0.00041092926445921503)	(145, 6.218183851257581e-05)	(150, 0.0)
RNA-Seq_FZX_Le_C3_R2	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 8.040363245974528e-05)	(8, 0.0)	(9, 1.0374662252870358e-05)	(10, 5.187331126435179e-07)	(15, 1.244959470344443e-05)	(20, 0.0)	(25, 0.0)	(30, 0.00015406377201657542)	(35, 0.0)	(40, 0.001482023155094501)	(45, 0.0)	(50, 0.0)	(55, 0.0)	(60, 0.0)	(65, 0.0003610390985372444)	(70, 0.000563345504570309)	(75, 0.0)	(80, 0.0)	(85, 0.0)	(90, 0.0009077854617234957)	(95, 0.0)	(100, 0.0)	(105, 0.0)	(110, 9.381963469198654e-06)	(115, 0.00029930250919344483)	(120, 0.0)	(125, 0.0)	(130, 0.0)	(135, 0.0)	(140, 9.220591796555668e-05)	(145, 0.0)	(150, 0.0)
RNA-Seq_FZX_Le_M1_R1	(1, 0.00720090351199159)	(2, 0.0647657317835161)	(3, 0.004402515101050795)	(4, 0.00017902148083459625)	(5, 0.002454478724074333)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(15, 0.0)	(20, 0.0)	(25, 0.0)	(30, 0.00033448752887746256)	(35, 0.0)	(40, 0.02111419808934739)	(45, 0.0)	(50, 0.0)	(55, 0.0)	(60, 0.0)	(65, 0.0)	(70, 0.0)	(75, 0.0)	(80, 0.0)	(85, 0.0)	(90, 0.0)	(95, 1.1777761961028648e-05)	(100, 0.0)	(105, 0.0)	(110, 0.0003113062877138533)	(115, 0.0)	(120, 0.0)	(125, 0.0)	(130, 0.0)	(135, 0.0)	(140, 0.00018046919725822746)	(145, 0.0)	(150, 0.001383865799089387)
RNA-Seq_FZX_Le_M1_R2	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(15, 0.0)	(20, 0.0002633500204908929)	(25, 0.0)	(30, 0.0)	(35, 0.0008847438029279254)	(40, 0.0009940416343550136)	(45, 0.0)	(50, 4.7110991248186443e-07)	(55, 0.0)	(60, 0.0)	(65, 9.422204730422596e-07)	(70, 7.867542469559583e-05)	(75, 0.0)	(80, 0.0)	(85, 0.0)	(90, 0.0)	(95, 0.0)	(100, 0.0)	(105, 0.0006411928833553655)	(110, 0.0)	(115, 0.0)	(120, 0.0)	(125, 0.000328510691935899)	(130, 0.0)	(135, 0.0)	(140, 0.0)	(145, 0.00021848975753106458)	(150, 0.0)
RNA-Seq_FZX_Le_M2_R1	(1, 0.007323921580939391)	(2, 0.06748506653146771)	(3, 0.004578081925507944)	(4, 0.00014890123131475674)	(5, 0.002581795926016884)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(15, 0.0)	(20, 0.0)	(25, 0.0)	(30, 0.0003457537432612596)	(35, 0.0)	(40, 0.02125506875469611)	(45, 0.0)	(50, 0.0)	(55, 0.0)	(60, 0.0)	(65, 0.0)	(70, 0.0)	(75, 0.0)	(80, 0.0)	(85, 0.0)	(90, 0.0)	(95, 1.5647304506994067e-05)	(100, 0.0)	(105, 0.0)	(110, 0.0003218013671447736)	(115, 0.0)	(120, 0.0)	(125, 0.0)	(130, 0.0)	(135, 0.0)	(140, 0.00019908086008801367)	(145, 0.0)	(150, 0.0014755529680369939)
RNA-Seq_FZX_Le_M2_R2	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(15, 0.0)	(20, 0.00023622297035697003)	(25, 0.0)	(30, 0.0)	(35, 0.0008974466013846107)	(40, 0.0009570080826146716)	(45, 0.0)	(50, 5.047511926917358e-07)	(55, 0.0)	(60, 0.0)	(65, 5.047515060636631e-07)	(70, 6.057018837086302e-05)	(75, 0.0)	(80, 0.0)	(85, 0.0)	(90, 0.0)	(95, 0.0)	(100, 0.0)	(105, 0.0005999318665415325)	(110, 0.0)	(115, 0.0)	(120, 0.0)	(125, 0.00028657744711302135)	(130, 0.0)	(135, 0.0)	(140, 0.0)	(145, 0.00020796032616081635)	(150, 0.0)
RNA-Seq_FZX_Le_M3_R1	(1, 0.0071157467527347045)	(2, 0.06689596017264046)	(3, 0.00448649376784327)	(4, 0.00015219669123952095)	(5, 0.002620429988297839)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(15, 0.0)	(20, 0.0)	(25, 0.0)	(30, 0.0003388031304738708)	(35, 0.0)	(40, 0.02069348533189751)	(45, 0.0)	(50, 0.0)	(55, 0.0)	(60, 0.0)	(65, 0.0)	(70, 0.0)	(75, 0.0)	(80, 0.0)	(85, 0.0)	(90, 0.0)	(95, 1.5881432051667947e-05)	(100, 0.0)	(105, 0.0)	(110, 0.00031711439732932885)	(115, 0.0)	(120, 0.0)	(125, 0.0)	(130, 0.0)	(135, 0.0)	(140, 0.00019470417388055354)	(145, 0.0)	(150, 0.0014361427012481015)
RNA-Seq_FZX_Le_M3_R2	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(15, 0.0)	(20, 0.0002320448104115595)	(25, 0.0)	(30, 0.0)	(35, 0.0008875943304991546)	(40, 0.0009709721415431574)	(45, 0.0)	(50, 4.411505731033416e-07)	(55, 0.0)	(60, 0.0)	(65, 4.4115071711762144e-07)	(70, 6.440800952949146e-05)	(75, 0.0)	(80, 0.0)	(85, 0.0)	(90, 0.0)	(95, 0.0)	(100, 0.0)	(105, 0.0006043329666487101)	(110, 0.0)	(115, 0.0)	(120, 0.0)	(125, 0.00030340502890414885)	(130, 0.0)	(135, 0.0)	(140, 0.0)	(145, 0.0002200452182921535)	(150, 0.0)
