gene_id	omitted_sample	primary_interaction_log2fc	loo_log2fc	loo_p	loo_q	sign_agrees
LITCHI006337	GW_P1	-1.42715758717594	-1.46693171509563	1.60257484634334e-05	0.00795452407064471	TRUE
LITCHI025608	GW_P1	-1.09304877967237	-1.01131589590383	6.73085722467216e-05	0.0173727912206938	TRUE
LITCHI017733	GW_P1	1.33483169311659	1.25743070119189	5.78644674860679e-05	0.0160020051656472	TRUE
LITCHI015464	GW_P1	1.2669359040326	1.2833485826237	3.18926746757448e-05	0.0108311999363696	TRUE
LITCHI028928	GW_P1	0.996114849840184	0.924706913296761	5.45773405461324e-05	0.0155368846807652	TRUE
LITCHI030441	GW_P1	0.598066185040018	0.589729895970773	7.63741743226284e-05	0.0194533061386505	TRUE
LITCHI018512	GW_P1	1.65757689760108	1.66037877873136	4.85543020722514e-05	0.014507307782875	TRUE
LITCHI024578	GW_P1	-2.70143238765074	-2.54902069258234	9.21852296192937e-05	0.0220311317897566	TRUE
LITCHI011520	GW_P1	0.837288768501431	0.885333681590391	1.35691401702743e-05	0.00716831553372602	TRUE
LITCHI019664	GW_P1	-0.598464438355614	-0.617960256631081	4.00693838219008e-05	0.0125106956778122	TRUE
LITCHI011959	GW_P1	-0.680445151877315	-0.698543525182119	4.94618407722775e-05	0.014507307782875	TRUE
LITCHI023124	GW_P1	2.54975817056461	2.44164718207205	7.79879540227522e-05	0.0196063742074342	TRUE
LITCHI029534	GW_P1	1.47658737766418	1.48452554312597	4.9155786538089e-05	0.014507307782875	TRUE
LITCHI018384	GW_P1	-1.55878636749034	-1.51631398385111	8.90552540482671e-05	0.0218219190869159	TRUE
LITCHI023296	GW_P1	-1.28183078401472	-1.35507816259384	1.6528580027457e-05	0.00799900630428782	TRUE
LITCHI019420	GW_P1	1.15055575620242	1.0826914716009	0.000159130993321201	0.0320881017574146	TRUE
LITCHI028799	GW_P1	-1.88299748759307	-1.97220357934778	2.74620090173439e-05	0.0102348657627181	TRUE
LITCHI018309	GW_P1	-0.968358072646313	-0.925059552573438	0.000204307975256246	0.036962558738415	TRUE
LITCHI030745	GW_P1	3.65243254800581	3.6491845440982	0.000101151709155101	0.0235915034436681	TRUE
LITCHI030349	GW_P1	-2.96865853282443	-2.98930181071974	3.48893274736294e-05	0.0112564600205753	TRUE
LITCHI005866	GW_P1	1.41599296208824	1.37778329241726	0.000139694610029487	0.0299937324401495	TRUE
LITCHI020557	GW_P1	2.23462873550162	2.54659713008522	1.08610142111664e-06	0.00116804173944311	TRUE
LITCHI004207	GW_P1	1.55910583538726	1.5590713619511	0.000118190053429023	0.0269167418150473	TRUE
LITCHI025875	GW_P1	2.47578590652985	2.52414899494415	6.13148594317416e-05	0.0164851812344396	TRUE
LITCHI016340	GW_P1	-2.14737102487156	-2.0140789955462	0.000183164785944714	0.0340933069838248	TRUE
LITCHI019319	GW_P1	1.06614809876166	1.04549178112902	0.000169830312952312	0.0334906756256968	TRUE
LITCHI026181	GW_P1	-0.916849109844451	-0.942999694270895	9.03521833023982e-05	0.0218629695545978	TRUE
LITCHI001999	GW_P1	1.28092269464462	1.32276966999182	6.68936148174736e-05	0.0173727912206938	TRUE
LITCHI014256	GW_P1	0.979015900279916	1.04274042960573	3.30924435965859e-05	0.0110448883300467	TRUE
LITCHI012432	GW_P1	-0.885309383928994	-0.865744025735084	0.000222556118308769	0.0395251498919372	TRUE
LITCHI010987	GW_P1	2.66019759477751	2.82463881239907	3.07869175883088e-05	0.0106789600290928	TRUE
LITCHI026129	GW_P1	1.44767864959702	1.4504908051616	0.000154802044923822	0.0315437682698458	TRUE
LITCHI022817	GW_P1	1.02582847907163	1.0473631726805	0.000135376132801366	0.0294450694243691	TRUE
LITCHI030520	GW_P1	1.0176252004121	0.98441300760294	0.000282051075327129	0.0434932919017697	TRUE
LITCHI025238	GW_P1	-1.36203951160081	-1.37280947959371	0.000171276830609773	0.0334906756256968	TRUE
LITCHI019095	GW_P1	0.884172567831689	0.871750775429395	0.000276013593583507	0.0434932919017697	TRUE
LITCHI016580	GW_P1	-1.30569271248066	-1.20601141001086	0.000395678983040704	0.0535633129629506	TRUE
LITCHI026900	GW_P1	1.05444528370577	1.03625215829787	0.000266816560765139	0.0434932919017697	TRUE
LITCHI031097	GW_P1	-0.738820690518999	-0.812508769717234	8.61265932477479e-06	0.00574909859341346	TRUE
LITCHI010434	GW_P1	0.765623699485611	0.845588738519859	1.37011920006128e-05	0.00716831553372602	TRUE
LITCHI029495	GW_P1	-5.65907469563451	-5.89640241921218	1.7560192555578e-05	0.0082504915020457	TRUE
LITCHI019076	GW_P1	-6.09732812414933	-5.68681877001428	0.000233309391586556	0.0404442904649558	TRUE
LITCHI021914	GW_P1	-0.794019395701095	-0.7536212442379	0.000485758343164957	0.0598207947391511	TRUE
LITCHI005254	GW_P1	-4.78969999903453	-4.60383719424275	0.000260105466678976	0.0434932919017697	TRUE
LITCHI008095	GW_P1	-1.02465519702955	-1.05179647848878	0.000175901595505363	0.0335441262393993	TRUE
LITCHI005454	GW_P1	-0.885430279901579	-0.882745535533228	0.000313619719049674	0.0453063471743551	TRUE
LITCHI019897	GW_P1	0.843069201971418	0.851785146267826	0.000296380364034101	0.043821371234108	TRUE
LITCHI004751	GW_P1	0.74242220088451	0.793543491892193	9.41083973282304e-05	0.0222164677497547	TRUE
LITCHI011536	GW_P1	1.28566991562519	1.35467488887224	0.000109092729900648	0.0251406793501993	TRUE
LITCHI017561	GW_P1	3.02538115857601	2.94866726489434	0.000412920069430245	0.0554136300860505	TRUE
LITCHI030216	GW_P1	1.11016595345081	1.19856171488658	5.72092503000735e-05	0.0160020051656472	TRUE
LITCHI029066	GW_P1	-1.73638501526778	-1.81218951111297	0.00012429416242378	0.0279777487930177	TRUE
LITCHI005012	GW_P1	-0.603717446828414	-0.645883264435082	8.77188160940325e-05	0.0217700107942087	TRUE
LITCHI017310	GW_P1	-1.8443511902293	-1.97163300995989	6.49141737644738e-05	0.0172138161059272	TRUE
LITCHI013379	GW_P1	0.929987136454016	1.03559650951572	2.08273496193362e-05	0.00916308713479796	TRUE
LITCHI025819	GW_P1	-1.180436171034	-1.180674153993	0.000390063861177728	0.0531750438357637	TRUE
LITCHI010845	GW_P1	-0.589437260790394	-0.551932412461096	0.000768576798555863	0.0755233993220528	TRUE
LITCHI009696	GW_P1	0.877317013434791	0.878025363029514	0.000443196491806995	0.0573659598254167	TRUE
LITCHI020862	GW_P1	1.68182036176105	1.78217398738617	0.000126491605031406	0.0281451090827352	TRUE
LITCHI014813	GW_P1	1.19184717471856	1.19175416167208	0.000488257339021896	0.0598207947391511	TRUE
LITCHI010541	GW_P1	-1.93771431424803	-2.14699697824922	1.79006427877838e-05	0.0082504915020457	TRUE
LITCHI017753	GW_P1	-1.48680468278964	-1.39992577723043	0.000692340483058267	0.0701636913663303	TRUE
LITCHI027669	GW_P1	-1.1700691646389	-1.01543477664157	0.000815749690641618	0.0780735690364475	TRUE
LITCHI021828	GW_P1	-0.87216298559225	-0.869874846634593	0.000522227707645799	0.0619549295337829	TRUE
LITCHI029443	GW_P1	-6.13477361654741	-6.51994973886251	2.65023463366228e-05	0.0102348657627181	TRUE
LITCHI003742	GW_P1	0.963236541966524	0.972127922507901	0.000447477008659879	0.0573659598254167	TRUE
LITCHI014759	GW_P1	0.849969569756354	0.848183713467675	0.00058003024520999	0.0646220352345875	TRUE
LITCHI013276	GW_P1	-3.6536389628409	-3.39811532757789	0.000936725671951968	0.084734278306758	TRUE
LITCHI029667	GW_P1	-2.45463725882432	-2.36865477106498	0.000783831364759216	0.0758670377950446	TRUE
LITCHI016983	GW_P1	-0.746760905700001	-0.767178391939501	0.0003862839199832	0.0530332207307432	TRUE
LITCHI013088	GW_P1	-1.011668265781	-0.935084377021871	0.00101216594415131	0.0886584088094163	TRUE
LITCHI015950	GW_P1	0.883765913569474	0.82607992617757	0.000901509777583944	0.0831020298784285	TRUE
LITCHI011424	GW_P1	1.11630166760944	1.06062008066254	0.000910426150217799	0.0835262057626358	TRUE
LITCHI016395	GW_P1	2.43386897971149	2.33844130287275	0.000760259451887588	0.0750872574981629	TRUE
LITCHI027135	GW_P1	-1.05820066585026	-1.11767904564921	0.000268693231684334	0.0434932919017697	TRUE
LITCHI007293	GW_P1	-0.730037782635866	-0.815259878620969	2.1435604909493e-05	0.00922112088528812	TRUE
LITCHI014914	GW_P1	3.40666375247417	3.08517530138784	0.000691553286626304	0.0701636913663303	TRUE
LITCHI014858	GW_P1	2.19092478072678	2.43476868745781	6.10030108723873e-05	0.0164851812344396	TRUE
LITCHI027763	GW_P1	-1.31900810871656	-1.47439723085525	2.77727387093083e-05	0.0102348657627181	TRUE
LITCHI006466	GW_P1	-2.90585812748376	-2.95829913114828	0.000445173452416621	0.0573659598254167	TRUE
LITCHI031448	GW_P1	5.0400074040038	4.90494297334383	0.000338147117591731	0.0481312639877995	TRUE
LITCHI021120	GW_P1	-0.690888890755379	-0.722613499949709	0.000461208691933865	0.0583534500552664	TRUE
LITCHI031200	GW_P1	-2.00322323132095	-2.11078651965331	0.000374951595827671	0.051845092800229	TRUE
LITCHI018073	GW_P1	-3.27682717125617	-3.64229729829349	2.91074495038421e-05	0.0104344816202847	TRUE
LITCHI007955	GW_P1	-1.69097855203688	-1.64075993847834	0.00103375066796737	0.0893397431086517	TRUE
LITCHI028428	GW_P1	1.38959554514111	1.41415454805338	0.000695910153029002	0.0701636913663303	TRUE
LITCHI003497	GW_P1	1.1305649144961	1.17216468680829	0.000606204746589377	0.0660033788336893	TRUE
LITCHI008905	GW_P1	2.1368656141355	2.13854830193869	0.000748341699364161	0.0742892236732893	TRUE
LITCHI028081	GW_P1	0.72960609595432	0.72686416302009	0.0011701776798884	0.0943845813636649	TRUE
LITCHI002040	GW_P1	-0.723185622564108	-0.669045678639635	0.00178910352076253	0.117359301924613	TRUE
LITCHI005048	GW_P1	1.11009307709941	1.21252630581476	0.000177161137730697	0.0335441262393993	TRUE
LITCHI001963	GW_P1	-1.40869605221674	-1.23577244388487	0.00202607814529718	0.124510542021152	TRUE
LITCHI010704	GW_P1	-1.43552465463083	-1.41052973095691	0.00116337408980064	0.0943845813636649	TRUE
LITCHI024820	GW_P1	1.9919935225984	1.88380068293405	0.00135098635454442	0.104153763594015	TRUE
LITCHI030334	GW_P1	-3.63502003196055	-3.64739248634667	0.000601615102618273	0.0660033788336893	TRUE
LITCHI021264	GW_P1	-0.892337358971538	-0.865528644998843	0.00157742516890105	0.110636943549227	TRUE
LITCHI031005	GW_P1	-2.63208593626992	-2.47261440326378	0.00187418478490459	0.118952357594043	TRUE
LITCHI016994	GW_P1	1.31490156469587	1.28717409520971	0.00119524535854168	0.0957490781740633	TRUE
LITCHI006920	GW_P1	-0.803295207735255	-0.850234136506474	0.00044323314774392	0.0573659598254167	TRUE
LITCHI028340	GW_P1	0.855400255500143	0.756630659759732	0.00158573735137955	0.110818424722041	TRUE
LITCHI004929	GW_P1	-0.681206531769031	-0.6978084100904	0.000889176483976075	0.0826797760662995	TRUE
LITCHI005518	GW_P1	0.641695934895725	0.596517656872212	0.00192488621749667	0.120980348695781	TRUE
LITCHI016297	GW_P1	0.678850117835252	0.703504736921804	0.000800805938104126	0.0771243848249735	TRUE
LITCHI015702	GW_P1	1.06295289132018	1.15325304270283	0.000283867446446457	0.0434932919017697	TRUE
LITCHI008330	GW_P1	-2.09059823672944	-2.16611201038124	0.000624197851615077	0.0671290111753592	TRUE
LITCHI001603	GW_P1	1.37592070302234	1.43949520545033	0.000610166661445052	0.0660033788336893	TRUE
LITCHI001879	GW_P1	1.01190079100949	1.0120772581236	0.00120193336069312	0.0957490781740633	TRUE
LITCHI028584	GW_P1	-0.670279437700654	-0.727360082882313	0.000266727899222605	0.0434932919017697	TRUE
LITCHI030862	GW_P1	7.38186016098182	7.45513977271948	0.000987742832965223	0.0877097511951413	TRUE
LITCHI016911	GW_P1	0.622077699791301	0.663321363603615	0.000518604671302161	0.0619549295337829	TRUE
LITCHI029789	GW_P1	-0.702223969804124	-0.64736224783094	0.00237437474116895	0.129839396156917	TRUE
LITCHI002015	GW_P1	1.29967922262935	1.45956583988681	0.000166747468898778	0.0332772938447686	TRUE
LITCHI023078	GW_P1	-2.33502259632456	-2.36217685707175	0.00089265798108568	0.0826797760662995	TRUE
LITCHI017634	GW_P1	0.823683127651957	0.751078942303682	0.00232475091614707	0.128867853537594	TRUE
LITCHI028716	GW_P1	0.992473409466396	0.995507211036534	0.00145625693183074	0.107118653113926	TRUE
LITCHI013895	GW_P1	-0.757894468723173	-0.757481686460923	0.00146665179531143	0.107137530013731	TRUE
LITCHI016917	GW_P1	-1.59509565553956	-1.56343834509647	0.00186391747052123	0.118952357594043	TRUE
LITCHI023464	GW_P1	2.36454357605204	2.37409246921031	0.00133900768525541	0.104045291659918	TRUE
LITCHI021860	GW_P1	-0.652689384570268	-0.630138942919253	0.00233030283669957	0.128867853537594	TRUE
LITCHI022789	GW_P1	1.27403475292407	1.24034573813734	0.00179014617074863	0.117359301924613	TRUE
LITCHI010765	GW_P1	-3.42056372242776	-2.79172238053037	0.00314750164841418	0.144936365039352	TRUE
LITCHI030869	GW_P1	-2.96746007383302	-3.24761563213167	0.000131272122890237	0.0288768835785138	TRUE
LITCHI030763	GW_P1	0.76963037086022	0.806200061829583	0.000944051113060388	0.0849997276587116	TRUE
LITCHI001700	GW_P1	3.7029482582072	3.60512180482852	0.00168926107760878	0.115983264518708	TRUE
LITCHI019913	GW_P1	0.713260301753304	0.636333389270938	0.00255902083915657	0.134499587823436	TRUE
LITCHI006481	GW_P1	1.08203171495676	1.0880648480665	0.00153752751855286	0.109828257210872	TRUE
LITCHI010273	GW_P1	-1.95528721108059	-1.88456355003676	0.00186159553255663	0.118952357594043	TRUE
LITCHI021650	GW_P1	1.51730692249576	1.60057921725236	0.000693557539821736	0.0701636913663303	TRUE
LITCHI013925	GW_P1	0.732979856813129	0.795050670296095	0.000481624937543002	0.0598207947391511	TRUE
LITCHI007341	GW_P1	1.12275410016893	1.03484285708079	0.00268005213791999	0.136887728986425	TRUE
LITCHI018722	GW_P1	-3.83852740010122	-4.00308355115527	0.000533230703416226	0.0619555374943189	TRUE
LITCHI029021	GW_P1	-1.04867717991123	-1.03206224770867	0.00233663687321498	0.128867853537594	TRUE
LITCHI019823	GW_P1	-0.961984101388718	-0.975183474053825	0.00143552500722588	0.1061672853421	TRUE
LITCHI006703	GW_P1	-1.90056623259285	-1.95299913350657	0.00103492224839518	0.0893397431086517	TRUE
LITCHI001375	GW_P1	-2.04166764689842	-2.17243926926727	0.000573588794082419	0.0645554178828341	TRUE
LITCHI030690	GW_P1	-4.03219418715923	-4.29321784123481	0.000434763819069673	0.0573659598254167	TRUE
LITCHI017301	GW_P1	-1.86819256371346	-1.76576837597069	0.00190817167973798	0.120320480053315	TRUE
LITCHI030689	GW_P1	-1.49712121452028	-1.62996384063861	0.000351558046571598	0.0489601486728992	TRUE
LITCHI003414	GW_P1	-0.608173285218738	-0.589231147583576	0.00297150789519996	0.142030740334027	TRUE
LITCHI017954	GW_P1	-0.846025597742071	-0.839945978365506	0.00212080402900752	0.126321613518546	TRUE
LITCHI001129	GW_P1	1.05936680769701	1.12187391460114	0.000832878859081436	0.0785044992269705	TRUE
LITCHI017559	GW_P1	2.76766703574257	2.71131823646536	0.00208325990066365	0.125631604850614	TRUE
LITCHI017862	GW_P1	-2.56254810275721	-2.65936638415295	0.000919989881281546	0.0839597462005381	TRUE
LITCHI029020	GW_P1	-0.704909390242629	-0.760282546673462	0.000580857223412451	0.0646220352345875	TRUE
LITCHI014400	GW_P1	-0.875612335036969	-0.854624221310777	0.00245100685286456	0.131796085160423	TRUE
LITCHI022018	GW_P1	1.63238451721972	1.53181348131636	0.00303159653976886	0.142631658028617	TRUE
LITCHI016846	GW_P1	-2.10118439707094	-2.12331092560835	0.00149335579821125	0.108271091916754	TRUE
LITCHI030761	GW_P1	-0.915015563003086	-0.986237895788706	0.000561266116449266	0.063911702836617	TRUE
LITCHI021309	GW_P1	1.64921595565161	1.61939310545814	0.00205649602289935	0.124795141101209	TRUE
LITCHI027173	GW_P1	-2.75525454245333	-2.63071511117657	0.00300085874423368	0.142631658028617	TRUE
LITCHI006923	GW_P1	-0.906502784197291	-0.843842294598724	0.00353333905512293	0.151440298544668	TRUE
LITCHI027034	GW_P1	0.815071820040122	0.797036497119889	0.00282627871722814	0.139684962928537	TRUE
LITCHI007095	GW_P1	0.849220256921297	0.927018292457394	0.000538875478544752	0.0620925685337459	TRUE
LITCHI010138	GW_P1	-0.649750521024091	-0.644416385621053	0.00260914656642771	0.135047751959646	TRUE
LITCHI030858	GW_P1	-1.0251629884946	-1.07854841579858	0.000998268036354606	0.0878385120352385	TRUE
LITCHI025047	GW_P1	1.27862217879166	1.20586691059108	0.00296474810199361	0.142030740334027	TRUE
LITCHI019824	GW_P1	1.08315105254643	1.07057837502148	0.00250084633144962	0.132271539027874	TRUE
LITCHI019041	GW_P1	-1.36099353783095	-1.36204310602275	0.00200616568468453	0.124087633438141	TRUE
LITCHI019626	GW_P1	-1.87452672348075	-2.07304016695391	0.000278900880546626	0.0434932919017697	TRUE
LITCHI023129	GW_P1	0.887765046512915	0.923139655534962	0.00146085982136979	0.107118653113926	TRUE
LITCHI008313	GW_P1	0.901739665346397	0.943445148457126	0.00135818966129524	0.104153763594015	TRUE
LITCHI000271	GW_P1	0.779378053254629	0.861192115859452	0.000455202573121808	0.0579724434900786	TRUE
LITCHI031732	GW_P1	0.85872192382025	0.901130860480944	0.00136124094375896	0.104153763594015	TRUE
LITCHI019186	GW_P1	1.10279907681684	0.967123983736949	0.00363693335101415	0.153051643062896	TRUE
LITCHI027423	GW_P1	2.84018792838925	2.79513073869083	0.00235654642426936	0.129344354475366	TRUE
LITCHI031372	GW_P1	-0.887401731293767	-0.889749289577476	0.00231766333798959	0.128867853537594	TRUE
LITCHI002571	GW_P1	-2.13628278313117	-2.15662753275562	0.00210443986848696	0.126123055647587	TRUE
LITCHI011195	GW_P1	2.04354932662864	1.85335480417792	0.00378884143165369	0.156380164096699	TRUE
LITCHI027783	GW_P1	0.666614824234021	0.63623557543528	0.00394724684990398	0.159427406124255	TRUE
LITCHI026128	GW_P1	-1.37410098340452	-1.3739486442262	0.00226858164640327	0.127660475322891	TRUE
LITCHI020645	GW_P1	-0.620473196350287	-0.623876329570114	0.00290765153509815	0.141422910594045	TRUE
LITCHI016665	GW_P1	0.798179190399944	0.816389713008957	0.00222229514954991	0.127191728576197	TRUE
LITCHI014624	GW_P1	-0.909684474941511	-0.943789834300979	0.00155290052257056	0.110518559985003	TRUE
LITCHI027341	GW_P1	-1.78477134217729	-1.847636060157	0.00151683779873516	0.108826027383687	TRUE
LITCHI011255	GW_P1	0.761256886454984	0.793913958001093	0.00171054140337936	0.116229375476374	TRUE
LITCHI005008	GW_P1	1.21112859870225	1.24652520825757	0.00174428225484271	0.116229375476374	TRUE
LITCHI008721	GW_P2	-1.91058272270929	-1.9613280812569	8.06766204009974e-14	7.80384949138848e-10	TRUE
LITCHI005805	GW_P2	2.07255591145601	1.97677243712588	4.56104245285749e-10	1.47063212154968e-06	TRUE
LITCHI015740	GW_P2	-1.96299486758937	-2.09867861998362	6.57660495134686e-14	7.80384949138848e-10	TRUE
LITCHI010877	GW_P2	-2.77434466350923	-2.88111487219042	8.34165943037942e-11	3.2275548668024e-07	TRUE
LITCHI009437	GW_P2	1.03949061099977	0.996736370912109	3.52381604494955e-09	6.19743138232673e-06	TRUE
LITCHI023626	GW_P2	-1.40847760833401	-1.41915492171725	5.26938430544516e-09	8.49512573109518e-06	TRUE
LITCHI015982	GW_P2	3.42612366371821	3.5834012436785	9.19006916179221e-10	2.53987254291475e-06	TRUE
LITCHI025204	GW_P2	2.85870852391512	3.032074831689	1.20645572381383e-09	2.9175115541128e-06	TRUE
LITCHI014613	GW_P2	3.69273027953801	3.38863452268934	7.0781723178448e-08	8.50099882677713e-05	TRUE
LITCHI028717	GW_P2	-0.907362306726487	-0.848924758772122	3.61402156714188e-07	0.000258951337918247	TRUE
LITCHI020058	GW_P2	-0.941598616265346	-0.964268373811962	9.76058871353998e-08	9.9383341711655e-05	TRUE
LITCHI013915	GW_P2	1.58253973508206	1.46781702898768	3.28604372462358e-07	0.000254287207586271	TRUE
LITCHI016077	GW_P2	1.81072779153467	1.83340245242151	3.41850863107548e-07	0.000254363338372255	TRUE
LITCHI028926	GW_P2	1.90078618581322	1.9955764360354	1.17781233232667e-07	0.000108504558958056	TRUE
LITCHI021546	GW_P2	1.31268337866113	1.36278448933548	1.86189556187624e-07	0.000156609702348077	TRUE
LITCHI005234	GW_P2	2.41562318712994	2.32983332282547	2.37142296219813e-06	0.00114693871566712	TRUE
LITCHI014480	GW_P2	-1.01836067537996	-1.02745648426947	2.71432483245968e-06	0.0012807641026528	TRUE
LITCHI022605	GW_P2	0.744942891873029	0.665187723540991	8.65752155291772e-08	9.30491177570812e-05	TRUE
LITCHI009639	GW_P2	-1.77880934382893	-1.83087362237604	1.24558111856186e-06	0.000688486066277081	TRUE
LITCHI012815	GW_P2	-2.54894194259723	-2.50690615302719	2.95270347774898e-06	0.00129475546264151	TRUE
LITCHI004438	GW_P2	1.46471169048401	1.27712215102021	1.0819434338802e-07	0.000104656388359232	TRUE
LITCHI002263	GW_P2	-1.27206412023338	-1.29392407156325	3.83869009294264e-06	0.00148526597076136	TRUE
LITCHI029373	GW_P2	-0.761291752666979	-0.750331639720132	1.24857367816019e-05	0.00395982071765362	TRUE
LITCHI019822	GW_P2	-0.730865538412879	-0.669104784018958	1.71211856519435e-05	0.00487097731797792	TRUE
LITCHI011122	GW_P2	1.53140442080389	1.47396253011322	1.43914751624566e-05	0.00435027310145132	TRUE
LITCHI008817	GW_P2	-1.23258869770076	-1.31739426791435	5.42993328461801e-07	0.0003501582977474	TRUE
LITCHI023108	GW_P2	1.2004305898851	1.20582200987603	9.86556869440917e-06	0.00329067744762138	TRUE
LITCHI010325	GW_P2	-1.77220035077222	-1.53273727435197	1.83976433531796e-05	0.00495896348640664	TRUE
LITCHI031010	GW_P2	-1.99719086698081	-2.12187939767924	1.15446325918878e-06	0.00068636480320669	TRUE
LITCHI019857	GW_P2	1.03246151283045	1.12183978635741	9.09430670107641e-07	0.000567543411093627	TRUE
LITCHI006337	GW_P2	-1.42715758717594	-1.32755060138996	3.7173041361182e-05	0.00762785181563467	TRUE
LITCHI025608	GW_P2	-1.09304877967237	-1.15474838370303	2.96271904317132e-06	0.00129475546264151	TRUE
LITCHI017733	GW_P2	1.33483169311659	1.27258961655834	3.11167479660091e-05	0.0070507083704419	TRUE
LITCHI015464	GW_P2	1.2669359040326	1.20210625772521	3.2887384542021e-05	0.0072299925153402	TRUE
LITCHI028928	GW_P2	0.996114849840184	0.921980949765258	2.52543578004152e-05	0.00626372828213887	TRUE
LITCHI030441	GW_P2	0.598066185040018	0.597487793437148	3.20700166302756e-05	0.00713133956010702	TRUE
LITCHI018512	GW_P2	1.65757689760108	1.60454951192378	4.57060597626548e-05	0.00832776774746894	TRUE
LITCHI024578	GW_P2	-2.70143238765074	-2.71004842558467	2.70239752670803e-05	0.00653507281896169	TRUE
LITCHI011520	GW_P2	0.837288768501431	0.824526569988891	3.95154434795328e-05	0.00788095705811548	TRUE
LITCHI019664	GW_P2	-0.598464438355614	-0.601815336091928	4.04999167672982e-05	0.00791425646242578	TRUE
LITCHI011959	GW_P2	-0.680445151877315	-0.600354888225087	3.74571447578463e-05	0.00762785181563467	TRUE
LITCHI023124	GW_P2	2.54975817056461	2.79830027296715	1.62087512359494e-06	0.000847498652461289	TRUE
LITCHI029534	GW_P2	1.47658737766418	1.61040341718814	1.68883745726421e-06	0.000859796038111407	TRUE
LITCHI018384	GW_P2	-1.55878636749034	-1.52171196003991	5.04606990673574e-05	0.00871618467997408	TRUE
LITCHI023296	GW_P2	-1.28183078401472	-1.33632824359209	1.55751131765196e-05	0.0045653960532265	TRUE
LITCHI019420	GW_P2	1.15055575620242	1.13436516156553	7.35377364919749e-05	0.0117297510083385	TRUE
LITCHI028799	GW_P2	-1.88299748759307	-1.7208286953275	0.000133094393035887	0.0166067142696012	TRUE
